playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
gerared01,1914,OT1,NHA,L,3,1,2,3,14
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
helmaha01,1922,OTS,NHL,D,2,0,0,0,0
rossar01,1914,OT1,NHA,D,3,0,0,0,12
cookll01,1914,VML,PCHA,D,3,3,0,3,9
davidal01,1913,TBS,NHA,R,2,1,0,1,7
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
stewane01,1925,MTM,NHL,C,4,6,1,7,14
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
roachjo01,1921,TRS,NHL,G,5,0,0,0,0
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
mackami01,1920,VML,PCHA,C,5,0,1,1,0
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
morenho01,1924,MTL,NHL,C,4,4,1,5,4
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
gerared01,1922,OTS,NHL,D,6,1,0,1,4
camerha01,1917,TOA,NHL,D,5,3,1,4,0
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
mackami01,1921,VML,PCHA,L,5,1,0,1,6
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
noblere01,1921,TRS,NHL,L,5,0,1,1,9
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
andrell01,1921,TRS,NHL,F,5,2,0,2,3
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
cookll01,1920,VML,PCHA,D,5,2,0,2,20
