country,name,percentage
E,Каталонский,17.0
ОМТС,Питкерн,100.0
HELX,Английский,100.0
AFG,Турки,11.0
ФПОЛ,Полинезийский,31.4
ХОНКС,Английский,3.2
ВАФА,Французский,10.8
Н,Норвежский,100.0
Кейм,Английский,95.0
SF,Финский,93.5
ДА,Арабский,100.0
HR,Сербо-хорватский,96.0
ГЭ,Русский,9.0
Юзеф,Таджик,4.4
D,Немецкий,100.0
SF,Шведский,6.3
,Креольский,1.6
,Датч,7.3
C,Испанский,100.0
CH,Французский,18.0
И,Шведский,100.0
,Испанский,6.1
F,Французский,100.0
ПК,Брахуи,1.0
KN,Английский,100.0
Кл,Тамильский,18.0
АМСА,Английский,2.9
