name,code,capital,province,area,population
Афганистан,AFG,Кабул,Афганистан,647500.0,22664136
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Шри-Ланка,Кл,Коломбо,Шри-Ланка,65610.0,18553074
Египет,ЕТ,Каир,Эль-Кахира,1001450.0,63575107
Индией,СИН,Дели,Дели,3287590.0,952107694
Иран,IR,Тегеран,Тегеран,1648000.0,66094264
Ирак,ИРК,Багдад,Багдад,437072.0,21422292
Япония,J,Токио,Токио,377835.0,125449703
Камбоджа,К,Пномпень,Камбоджа,181040.0,10861218
Казахстан,KAZ,Алматы,Алма-Ата (муниципалитет),2717300.0,16916463
Малайзия,ТЗА,Куала-Лумпур,Федералы Куала-Лумпура,329750.0,19962893
Мьянма,МЬЯ,Рангун,Янгон,678500.0,45975625
Непал,NEP,Катманду,Непал,140800.0,22094033
Северная Корея,Норк,Пхеньян,Северная Корея,120540.0,23904124
Пакистан,ПК,Исламабад,Пакистан,803940.0,129275660
Россия,Р,Москва,Москва,17075200.0,148178487
Тайвань,КР,Тайбэй,Тайвань,36179.0,21465881
Индонезия,РИ,Джакарта,Индонезия,1919440.0,206611600
Южная Корея,ОК,Сеул,Южная Корея,98480.0,45482291
Филиппины,РП,Манила,Филиппины,299764.0,74480848
Саудовская Аравия,С.А.,Эр-Рияд,Саудовская Аравия,1960580.0,19409058
Сирия,СИР,Дамаск,Сирия,185180.0,15608648
Таиланд,ТА,Бангкок,Таиланд,514000.0,58851357
Китай,ТДж,Пекин,Пекин (муниципальный),9596960.0,1210004956
Турция,ТR,Анкара,Анкара,780580.0,62484478
Узбекистан,Юзеф,Ташкент,Тоскент,447400.0,23418381
Вьетнам,VN,Ханой,Вьетнам,329560.0,73976973
Йемен,ДА,Сана,Йемен,527970.0,13483178
Сан-Томе и Принсипи,ПДТ,Сан-Томе,Сан-Томе и Принсипи,1001.0,144128
Гернси,ГБГ,Порт Святого Петра,Гернси,194.0,62920
Гвинея,RG,Конакри,Гвинея,245860.0,7411981
Буркина-Фасо,BF,Уагадугу,Буркина-Фасо,274200.0,10623323
Мали,РММ,Бамако,Мали,1240000.0,9653261
Суринам,МСП,Парамарибо,Суринам,163270.0,436418
Словения,SLO,Любляна,Словения,20256.0,1951443
Соединенные Штаты,США,Вашингтон,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,9372610.0,266476278
Намибия,ДН,Виндхук,Намибия,825418.0,1677243
Маршалловы Острова,МГ,Маджуро,Маршалловы Острова,181.3,58363
Гаити,РЧ,Порт-о-Пренс,Гаити,27750.0,6731539
Монголия,МПГ,Улан-Батор,Монголия,1565000.0,2496617
Лихтенштейн,ФЛ,Вадуз,Лихтенштейн,160.0,31122
Тринидад и Тобаго,ТТ,Порт-оф-Спейна,Тринидад и Тобаго,5130.0,1272385
Беларусь,Клянусь!,Минск,Беларусь,207600.0,10415973
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Гваделупа,ГРАД,Басс-Терре,Гваделупа,1780.0,407768
Джибути,ДСО,Джибути,Джибути,22000.0,427642
