country,name,percentage
ВАГ,Мусульмане,90.0
БД,Индуистский,16.0
БРУ,Мусульмане,63.0
ТR,Мусульмане,99.8
К,Буддисты,95.0
Новой Зеландии,Римская католическая,15.0
МВт,Римская католическая,20.0
БЕРМ,Адвентист седьмого дня,5.0
JOR,Мусульмане,92.0
СИН,Джейнс,0.5
MK,Христианская православная,67.0
ЗАХОД,Еврейский,17.0
МПГ,Мусульмане,4.0
ОК,Чондогио,0.2
РМ,Кристиан,41.0
RO,Протестанты,6.0
ДЖА,Римская католическая,5.0
КБК,Мусульмане,2.0
ГРАД,Римская католическая,95.0
ГБЦ,Протестанты,11.0
C,Римская католическая,85.0
Мэйо,Мусульмане,97.0
MS,Индуистский,52.0
БЕРМ,Римская католическая,15.0
SLO,Мусульмане,1.0
Бен,Мусульмане,15.0
