river,country,province
Сена,F,Бургонский
Парагвай,КР,Мато Гроссо
Сальзах,A,Зальцбург
Хванхо,ТДж,Цинхай
Рио Сан-Хуан,НИК,Никарагуа
Оулуйоки,SF,Оулу
Убанги,ЗРЕ,Уравнение
Миссури,США,Монтана
Etsch,I,Трентино Альто Адиге
Бому,ЗРЕ,Верхний Заир
Тьорса,ИУ,Италия
Эннс,A,Верхняя Австрия
Река Мерримак,США,Нью-Гэмпшир
Гамбия,RG,Гвинея
Луар,F,Рон-Алпес
Аргун,ТДж,Хейлонгцзян
Тобол,Р,Оренбургская область
Река Колумбия,КН,Британская Колумбия
Adda,I,Ломбардия
Иравадди,ТДж,Тибет
Эннс,A,Нижняя Австрия
Доуро,E,Кастиль и Леон
Лимат,CH,ZH
Сомнения,F,Фрэнше Комте
Марн,F,Шампанское Арден
Акагера,РВА,Руанда
Вёрм,D,Байерн
Драу,I,Трентино Альто Адиге
Прокрутка,Р,Ленинградская область
Фульда,D,Гессен
Далаэльв,И,Даларна
Одер,CZ,Североморавский
Гломма,Н,Тронделаг
Петшора,Р,Репозиция Коми
Умеэльв,И,Вастерботтен
Амударья,TAD,Хатлон
Люкни,ЗРЕ,Восточная Касаи
Иордания,RL,Ливан
Alz,D,Байерн
Аммер,D,Байерн
Мурат,ТR,Агри
Куанго,АНГ,Маланье
Река Аллегени,США,Пенсильвания
Рио-Негро,CO,Гуайния
Евфрат,ТR,Малатья
Теннесси,США,Северная Каролина
