playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
baileac01,1932,1,TOR,NHL,р,47.0,10.0,8.0,18.0,52.0,,,,,,,,,8,0,1,1,4,,,,,,,
ingarea01,1964,1,NYR,NHL,С,69.0,15.0,13.0,28.0,40.0,,3,,1,,1,1,,,,,,,,,,,,,
cyrde01,1984,1,STL,NHL,р,9.0,5.0,3.0,8.0,0.0,1,0,,0,,1,0,12,3,0,0,0,0,-1,0,,0,,0,4
gaudean01,1972,1,QUN,WHA,С,77.0,27.0,44.0,71.0,12.0,,0,,5,,3,,,,,,,,,,,,,,
mcnamha01,1916,1,MOC,NHA,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
reinpst01,2007,1,PHO,NHL,С,81.0,16.0,30.0,46.0,26.0,-3,5,7,1,0,0,,105,,,,,,,,,,,,
laflach01,2002,1,STL,NHL,Д,47.0,0.0,9.0,9.0,45.0,1,0,0,0,0,0,0,44,5,0,0,0,4,-1,0,0,0,0,0,4
jacksje01,1988,1,QUE,NHL,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",33.0,4.0,6.0,10.0,28.0,-15,0,0,1,0,2,0,40,,,,,,,,,,,,
fotiuni01,1983,1,NYR,NHL,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",40.0,7.0,6.0,13.0,115.0,8,0,,0,,2,0,40,,,,,,,,,,,,
colbojo01,2011,1,TOR,NHL,С,10.0,1.0,4.0,5.0,4.0,2,0,0,0,0,0,,7,,,,,,,,,,,,
pahlssa01,2003,1,ANA,NHL,С,82.0,8.0,14.0,22.0,52.0,-2,1,0,0,2,2,0,134,,,,,,,,,,,,
hiemeul01,1985,1,NJD,NHL,Д,50.0,8.0,16.0,24.0,61.0,-1,6,,0,,1,0,100,,,,,,,,,,,,
corvojo01,2002,1,LAK,NHL,Д,50.0,5.0,7.0,12.0,14.0,2,2,3,0,0,0,0,84,,,,,,,,,,,,
donnemi01,1992,1,LAK,NHL,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",84.0,29.0,40.0,69.0,45.0,17,8,11,1,0,2,0,244,24,6,7,13,14,3,0,3,0,0,0,43
lasakja01,2002,1,NAS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
hawgogr01,1993,1,PHI,NHL,Д,19.0,3.0,12.0,15.0,19.0,2,3,8,0,0,0,0,37,,,,,,,,,,,,
foxgr01,1982,1,CHI,NHL,Д,76.0,0.0,12.0,12.0,81.0,11,0,,0,,0,0,55,13,0,3,3,22,,0,,0,,0,
mckendo01,1955,1,BOS,NHL,С,65.0,10.0,24.0,34.0,20.0,,,,,,,,,,,,,,,,,,,,
zubruda01,2002,1,WAS,NHL,С,63.0,13.0,22.0,35.0,43.0,15,2,2,0,0,0,0,104,6,2,2,4,4,-2,1,0,0,0,0,9
oliveha01,1927,1,BOS,NHL,р,43.0,13.0,5.0,18.0,20.0,,,,,,,,,2,2,0,2,4,,,,,,,
staalma01,2007,1,NYR,NHL,Д,80.0,2.0,8.0,10.0,42.0,2,0,0,0,1,0,,78,10,1,2,3,8,4,0,0,0,0,1,11
reidto01,1969,1,MNS,NHL,Д,66.0,1.0,7.0,8.0,51.0,-10,0,,0,,1,0,89,6,0,1,1,4,,0,,0,,0,
lapoigu01,1976,1,MTL,NHL,Д,77.0,25.0,51.0,76.0,53.0,69,10,,0,,6,1,289,12,3,9,12,4,,1,,0,,0,
jackmri01,2005,2,FLO,NHL,Д,15.0,1.0,1.0,2.0,6.0,0,0,1,0,0,0,,25,,,,,,,,,,,,
stevesc01,1984,1,WAS,NHL,Д,80.0,21.0,44.0,65.0,221.0,19,16,,0,,5,0,170,5,0,1,1,20,-4,0,,0,,0,11
reeceda01,1975,1,BOS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",14.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,0,,,,,,,,,,,,
wrighja01,1999,1,DAL,NHL,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",23.0,1.0,4.0,5.0,16.0,4,0,0,0,0,0,0,15,,,,,,,,,,,,
corbere01,1996,1,COL,NHL,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",76.0,12.0,15.0,27.0,67.0,14,1,2,0,0,3,1,128,17,2,2,4,27,0,0,1,0,0,0,31
floodma01,2009,1,NYI,NHL,Д,6.0,0.0,1.0,1.0,0.0,-4,0,0,0,0,0,,5,,,,,,,,,,,,
lefebsy01,1994,1,QUE,NHL,Д,48.0,2.0,11.0,13.0,17.0,13,0,3,0,0,0,0,81,6,0,2,2,2,5,0,0,0,0,0,7
flemire01,1965,1,BOS,NHL,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",34.0,4.0,6.0,10.0,42.0,,0,,0,,1,0,,,,,,,,,,,,,
fankhsc01,1999,1,ATL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",16.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
milleki01,1993,1,SJS,NHL,С,11.0,2.0,2.0,4.0,6.0,-1,0,1,0,0,0,0,21,,,,,,,,,,,,
kapanni01,2007,1,PHO,NHL,С,79.0,10.0,18.0,28.0,34.0,-1,5,10,0,0,5,,85,,,,,,,,,,,,
mitchwi01,1999,1,NJD,NHL,Д,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2,,,,,,,,,,,,
