playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
coopeca01,,,Карсон,Купер,,Карсон Эрик,Шувел-шот,67,160,р,12323,18922,coopeca01,1924,1931,,,р,1899,7,17,Канада,Да,Корнуолл,1955,7,4,Канада,Да,Хамилтон
laingqu01,,,Квинтин,Лэйнинг,,,,74,175,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",14779,29161,laingqu01,2003,2009,,,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",1979,6,8,Канада,СК,Гаррис,,,,,,
denislu01,,,Лулу,Денис,,Луи Жильбер,,68,140,р,12439,1326,denislu01,1949,1950,,,р,1928,6,7,Канада,СК,Вонда,,,,,,
bakerha01,,,Хамилтон,Пекари,,Джордж Гамильтон,Хамми,69,164,р,,,,,,,,р,1893,7,25,Канада,МБ,Ванкувер,,,,,,
deshada01,,,Давид,Дезаршенаи,,,,67,177,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",,73254,deshada01,2009,2011,,,С,1986,9,14,Канада,Качество,Квебек,,,,,,
blackja01,,,Джеймс,Чёрный,,Джеймс,Чёрный,72,202,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",10118,401,blackja01,1989,2000,,,С,1969,8,15,Канада,СК,Реджина,,,,,,
dacosst01,,,Степан,Да Коста,,,,71,180,,,,dacosst01,2010,2011,,,р,1989,7,11,Франция,,Париж,,,,,,
strobar01,,,Искусство,Стробель,,Артур Джордж,,66,160,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",14470,13793,strobar01,1943,1943,,,"Добро пожаловать в Chatbot-транслатор Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",1922,11,28,Канада,СК,Реджина,1991,10,11,,,
waltero01,,,Рон,Уэлтеры,,Рональд Уэйн,,72,175,р,,5629,waltero01,,,1972,1974,С,1948,3,9,Канада,АБ,Кастор,,,,,,
dehaaca01,,,Кальвин,де Хаан,,,,73,187,,,,dehaaca01,2011,2011,,,Д,1991,5,9,,,,,,,,,
