playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
grayge01,1972,1,NYI,NHL,1,60,0,1,0,0,0,5,,,,,,,,,,
basseha01,1967,1,PIT,NHL,25,1299,7,10,3,2,1,62,,,,,,,,,,
malarcl01,1983,1,QUE,NHL,23,1215,10,9,2,0,0,80,591,,,,,,,,,
brimsfr01,1939,1,BOS,NHL,48,2950,31,12,5,,6,98,,6,360,2,4,,,0,15,
ellisda01,2010,1,TBL,NHL,31,1679,13,7,6,4,2,82,741,,,,,,,,,
theodjo01,1999,1,MTL,NHL,30,1655,12,13,2,2,5,58,717,,,,,,,,,
whiddbo01,1973,1,CLC,WHA,22,1232,7,12,3,0,1,80,680,,,,,,,,,
belfoed01,1989,1,CHI,NHL,,,,,,,,,,9,409,4,2,,0,0,17,200
legacma01,2003,1,DET,NHL,41,2325,23,10,5,3,3,82,1019,4,220,2,2,,0,0,8,84
mcaulke01,1944,1,NYR,NHL,46,2760,11,25,10,,1,227,,,,,,,,,,
simmodo01,1960,1,BOS,NHL,18,1079,3,9,6,,1,59,,,,,,,,,,
astroha01,1979,1,COR,NHL,49,2574,9,27,6,3,0,161,,,,,,,,,,
faveldo01,1974,1,TOR,NHL,39,2149,12,17,6,2,1,145,,,,,,,,,,
wilsodu01,1971,1,VAN,NHL,53,2870,16,30,3,1,1,173,,,,,,,,,,
wattji01,1973,1,STL,NHL,1,20,0,0,0,0,0,2,,,,,,,,,,
mioed01,1978,2,EDO,WHA,22,1068,7,10,0,2,1,71,482,3,90,0,0,,1,0,6,
liutmi01,1978,1,CIN,WHA,54,3181,23,27,4,4,3,184,1556,3,179,1,2,,0,0,10,
quickjo01,2010,1,LAK,NHL,61,3591,35,22,3,4,6,134,1631,6,380,2,4,,0,1,20,229
worslgu01,1955,1,NYR,NHL,70,4200,32,28,10,,4,203,,3,180,0,3,,,0,15,
coxab01,1933,2,NYA,NHL,1,24,0,1,0,,0,3,,,,,,,,,,
pettiji01,1978,1,BOS,NHL,19,1037,8,6,2,0,1,62,,,,,,,,,,
tugnuro01,1993,1,ANA,NHL,28,1520,10,15,1,4,1,76,828,,,,,,,,,
liutmi01,1990,1,WAS,NHL,35,1834,13,16,3,2,0,114,786,2,48,0,1,,0,0,4,30
myreph01,1977,1,ATF,NHL,9,523,2,7,0,0,0,43,,,,,,,,,,
ersbeer01,2007,1,LAK,NHL,14,799,6,5,3,1,2,33,452,,,,,,,,,
howarji01,2008,1,DET,NHL,1,59,0,1,0,1,0,4,28,,,,,,,,,
lundqhe01,2005,1,NYR,NHL,53,3112,30,12,9,2,2,116,1485,3,177,0,3,,0,0,13,79
farrro01,1973,1,BUF,NHL,11,480,2,4,1,2,0,25,,,,,,,,,,
walshfl01,1928,1,NYA,NHL,4,260,2,0,2,,3,1,,,,,,,,,,
moogan01,1992,1,BOS,NHL,55,3194,37,14,3,1,3,168,1357,3,161,0,3,,0,0,14,67
burkese01,2001,1,PHO,NHL,60,3587,33,21,6,3,5,137,1711,5,297,1,4,,0,0,13,133
kurtga01,1976,1,PHR,WHA,33,1752,11,19,1,0,0,162,1001,,,,,,,,,
cloutda01,2002,1,VAN,NHL,57,3376,33,16,7,6,2,136,1477,14,833,7,7,,1,0,45,341
trefian01,1992,1,CAL,NHL,1,65,0,0,1,0,0,5,39,,,,,,,,,
evanscl01,1957,1,BOS,NHL,1,60,0,0,1,,0,4,,,,,,,,,,
gigueje01,2001,1,ANA,NHL,53,3127,20,25,6,3,4,111,1384,,,,,,,,,
irbear01,1999,1,CAR,NHL,75,4345,34,28,9,8,5,175,1858,,,,,,,,,
esposto01,1981,1,CHI,NHL,52,3069,19,25,8,8,1,231,,7,381,3,3,,0,1,16,
drydeda01,1977,1,EDO,WHA,48,2578,21,23,2,5,2,150,1239,2,91,0,1,,1,0,6,
riendvi01,1987,1,MTL,NHL,1,36,0,0,0,0,0,5,22,,,,,,,,,
vokouto01,2006,1,NAS,NHL,44,2601,27,12,4,3,5,104,1299,5,324,1,4,,0,0,16,163
loprepe01,1975,1,MNS,NHL,34,1789,7,22,1,0,1,123,,,,,,,,,,
rolosdw01,2011,1,TBL,NHL,40,2099,13,16,3,5,1,128,1126,,,,,,,,,
rutlewa01,1973,1,HOU,WHA,25,1509,12,12,1,0,0,84,737,,,,,,,,,
hedbejo01,2009,1,ATL,NHL,47,2632,21,16,6,4,3,115,1355,,,,,,,,,
lemelre01,1980,1,CAL,NHL,29,1629,14,6,7,2,2,88,,6,366,3,3,,0,0,22,
mckenmi01,2010,1,NJD,NHL,2,118,0,1,0,0,0,6,56,,,,,,,,,
theodjo01,2011,1,FLO,NHL,53,3049,22,16,11,3,3,125,1502,5,268,2,2,,0,1,11,135
gardnge01,1972,1,LAS,WHA,49,2713,19,22,4,0,1,149,1238,3,116,1,2,,0,0,11,57
tatarda01,1976,1,NYR,NHL,2,80,1,1,0,0,0,10,,,,,,,,,,
millery01,2011,1,BUF,NHL,61,3536,31,21,7,6,6,150,1788,,,,,,,,,
labarja01,2009,1,PHO,NHL,17,928,8,5,1,1,0,33,459,,,,,,,,,
gilbegi01,1980,1,DET,NHL,48,2618,11,24,9,5,0,175,,,,,,,,,,
worthch01,1974,1,EDO,WHA,29,1660,11,13,3,0,1,99,929,,,,,,,,,
careyji01,1994,1,WAS,NHL,28,1604,18,6,3,2,4,57,654,7,358,2,4,,2,0,25,151
masonbo01,1989,1,WAS,NHL,16,822,4,9,1,4,0,48,389,,,,,,,,,
