statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
1838,1838,1999-08-13T00:00:00,1999-09-02T00:00:00,4755.0,
1952,1952,1999-08-13T00:00:00,1999-09-02T00:00:00,5411.0,
3931,3931,1999-08-13T00:00:00,1999-09-02T00:00:00,17577.0,
4007,4007,1999-08-13T00:00:00,1999-09-02T00:00:00,8232.0,
4403,4403,1999-08-13T00:00:00,1999-09-02T00:00:00,8911.0,
4890,4890,1999-08-13T00:00:00,1999-09-02T00:00:00,1735.0,
5125,5125,1999-08-13T00:00:00,1999-09-02T00:00:00,11220.0,
6148,6148,1999-08-13T00:00:00,1999-09-02T00:00:00,4814.0,
6205,6205,1999-08-13T00:00:00,1999-09-02T00:00:00,9256.0,
6605,6605,1999-08-13T00:00:00,1999-09-02T00:00:00,11440.0,
7253,7253,1999-08-13T00:00:00,1999-09-02T00:00:00,20766.0,
7345,7345,1999-08-13T00:00:00,1999-09-02T00:00:00,25397.0,
7435,7435,1999-08-13T00:00:00,1999-09-02T00:00:00,13301.0,
7584,7584,1999-08-13T00:00:00,1999-09-02T00:00:00,15003.0,
7984,7984,1999-08-13T00:00:00,1999-09-02T00:00:00,21170.0,
7994,7994,1999-08-13T00:00:00,1999-09-02T00:00:00,22808.0,
8001,8001,1999-08-13T00:00:00,1999-09-02T00:00:00,24777.0,
8049,8049,1999-08-13T00:00:00,1999-09-02T00:00:00,17002.0,
8051,8051,1999-08-13T00:00:00,1999-09-02T00:00:00,17802.0,
8238,8238,1999-08-13T00:00:00,1999-09-02T00:00:00,24913.0,
8431,8431,1999-08-13T00:00:00,1999-09-02T00:00:00,22219.0,
8608,8608,1999-08-13T00:00:00,1999-09-02T00:00:00,19029.0,
8719,8719,1999-08-13T00:00:00,1999-09-02T00:00:00,33955.0,
8763,8763,1999-08-13T00:00:00,1999-09-02T00:00:00,9831.0,
8822,8822,1999-08-13T00:00:00,1999-09-02T00:00:00,15623.0,
8884,8884,1999-08-13T00:00:00,1999-09-02T00:00:00,32143.0,
9070,9070,1999-08-13T00:00:00,1999-09-02T00:00:00,59799.0,
9090,9090,1999-08-13T00:00:00,1999-09-02T00:00:00,32210.0,
9256,9256,1999-08-13T00:00:00,1999-09-02T00:00:00,32314.0,
9264,9264,1999-08-13T00:00:00,1999-09-02T00:00:00,27637.0,
9352,9352,1999-08-13T00:00:00,1999-09-02T00:00:00,40859.0,
9393,9393,1999-08-13T00:00:00,1999-09-02T00:00:00,50988.0,
9568,9568,1999-08-13T00:00:00,1999-09-02T00:00:00,18075.0,
9748,9748,1999-08-13T00:00:00,1999-09-02T00:00:00,39970.0,
9869,9869,1999-08-13T00:00:00,1999-09-02T00:00:00,38637.0,
9870,9870,1999-08-13T00:00:00,1999-09-02T00:00:00,60838.0,
9996,9996,1999-08-13T00:00:00,1999-09-02T00:00:00,88961.0,
13044,3044,1999-09-13T00:00:00,1999-10-03T00:00:00,3051.0,
13834,3834,1999-09-13T00:00:00,1999-10-03T00:00:00,7383.0,
16030,6030,1999-09-13T00:00:00,1999-10-03T00:00:00,7241.0,
16479,6479,1999-09-13T00:00:00,1999-10-03T00:00:00,10377.0,
16682,6682,1999-09-13T00:00:00,1999-10-03T00:00:00,8670.0,
16967,6967,1999-09-13T00:00:00,1999-10-03T00:00:00,6009.0,
17060,7060,1999-09-13T00:00:00,1999-10-03T00:00:00,3942.0,
17293,7293,1999-09-13T00:00:00,1999-10-03T00:00:00,21910.0,
17345,7345,1999-09-13T00:00:00,1999-10-03T00:00:00,17626.0,
17847,7847,1999-09-13T00:00:00,1999-10-03T00:00:00,6300.0,
18214,8214,1999-09-13T00:00:00,1999-10-03T00:00:00,7917.0,
18248,8248,1999-09-13T00:00:00,1999-10-03T00:00:00,14676.0,
18674,8674,1999-09-13T00:00:00,1999-10-03T00:00:00,11631.0,
18695,8695,1999-09-13T00:00:00,1999-10-03T00:00:00,7434.0,
18875,8875,1999-09-13T00:00:00,1999-10-03T00:00:00,50254.0,
19032,9032,1999-09-13T00:00:00,1999-10-03T00:00:00,14816.0,
19305,9305,1999-09-13T00:00:00,1999-10-03T00:00:00,25716.0,
19536,9536,1999-09-13T00:00:00,1999-10-03T00:00:00,20328.0,
19837,9837,1999-09-13T00:00:00,1999-10-03T00:00:00,25576.0,
19866,9866,1999-09-13T00:00:00,1999-10-03T00:00:00,25034.0,
19935,9935,1999-09-13T00:00:00,1999-10-03T00:00:00,46072.0,
19936,9936,1999-09-13T00:00:00,1999-10-03T00:00:00,25543.0,
9211,9211,1999-08-13T00:00:00,1999-09-02T00:00:00,14784.0,
12003,2003,1999-09-13T00:00:00,1999-10-03T00:00:00,4138.0,
17962,7962,1999-09-13T00:00:00,1999-10-03T00:00:00,7827.0,
10455,455,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
3431,3431,1999-08-13T00:00:00,1999-09-02T00:00:00,1095.0,
8181,8181,1999-08-13T00:00:00,1999-09-02T00:00:00,39199.0,
387,387,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
11630,1630,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
19055,9055,1999-09-13T00:00:00,1999-10-03T00:00:00,27521.0,
3979,3979,1999-08-13T00:00:00,1999-09-02T00:00:00,4684.0,
16352,6352,1999-09-13T00:00:00,1999-10-03T00:00:00,10728.0,
18837,8837,1999-09-13T00:00:00,1999-10-03T00:00:00,705.0,
3224,3224,1999-08-13T00:00:00,1999-09-02T00:00:00,3589.0,
14766,4766,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
16637,6637,1999-09-13T00:00:00,1999-10-03T00:00:00,5440.0,
17654,7654,1999-09-13T00:00:00,1999-10-03T00:00:00,21823.0,
14807,4807,1999-09-13T00:00:00,1999-10-03T00:00:00,4704.0,
14779,4779,1999-09-13T00:00:00,1999-10-03T00:00:00,11855.0,
17216,7216,1999-09-13T00:00:00,1999-10-03T00:00:00,13078.0,
15919,5919,1999-09-13T00:00:00,1999-10-03T00:00:00,15609.0,
