charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1057532,9837,484,7,1999-09-07T10:48:02,4114.0,19837,
1370087,4403,463,2,1999-07-05T10:49:01,4241.0,4403,
1993314,9352,484,6,1999-06-22T10:50:49,1468.0,9352,
1047427,7584,463,4,1999-08-10T10:47:16,898.0,7584,
750630,3931,495,2,1999-08-11T10:47:31,2539.0,3931,
835341,7435,488,6,1999-08-09T10:46:20,4247.0,7435,
1318730,9256,497,8,1999-07-10T10:45:01,2352.0,9256,
1435598,1838,462,2,1999-06-27T10:46:21,1762.0,1838,
1864298,3292,460,10,1999-10-08T10:48:33,68.0,23292,
540203,8242,493,5,1999-09-17T10:46:43,1625.0,28242,
1251287,7994,500,6,1999-06-18T10:47:34,1126.0,7994,
866089,8214,495,7,1999-08-17T10:48:42,297.0,18214,
1611128,6479,454,6,1999-09-03T10:44:27,3501.0,16479,
1166214,4890,408,2,1999-07-09T10:48:42,1735.0,4890,
1886771,7253,350,5,1999-06-21T10:50:18,1754.0,7253,
1222331,7060,494,8,1999-09-09T10:45:18,1644.0,17060,
1173859,8001,500,4,1999-08-09T10:49:18,1742.0,8001,
610574,3044,493,7,1999-09-09T10:44:24,2448.0,13044,
850712,6967,496,8,1999-09-12T10:47:31,2027.0,16967,
976605,9843,479,7,1999-09-26T10:49:31,3441.0,29843,
1325866,5310,483,7,1999-09-22T10:45:36,2658.0,25310,
1767405,8049,458,5,1999-08-06T10:48:48,1357.0,8049,
1146411,7499,466,6,1999-10-04T10:47:11,4602.0,27499,
1376382,9032,456,6,1999-08-25T10:49:30,20.0,19032,
1635490,9996,489,3,1999-07-01T10:46:21,3374.0,9996,
1175029,6148,441,5,1999-07-31T10:49:23,1694.0,6148,
1275248,7847,476,10,1999-08-18T10:49:25,536.0,17847,
1062379,9393,477,3,1999-07-08T10:48:24,952.0,9393,
898460,8268,430,4,1999-09-19T10:51:13,2108.0,28268,
533660,9016,385,7,1999-10-05T10:46:13,679.0,29016,
1680498,9264,489,7,1999-06-23T10:49:49,4660.0,9264,
1255218,9869,468,8,1999-06-30T10:47:52,3820.0,9869,
41755,9936,499,7,1999-08-13T10:46:50,1613.0,19936,
1992155,4007,483,4,1999-06-20T10:50:44,1742.0,4007,
1007456,8674,488,3,1999-09-01T10:44:10,2826.0,18674,
1460441,9324,500,5,1999-09-24T10:48:15,996.0,29324,
615535,8238,498,8,1999-06-28T10:44:47,2053.0,8238,
63078,9619,407,2,1999-09-13T10:48:27,4531.0,29619,
697137,8140,499,8,1999-10-09T10:51:07,1114.0,28140,
1381170,8284,495,5,1999-09-26T10:49:52,179.0,28284,
1931197,9935,394,7,1999-09-03T10:46:00,4767.0,19935,
1025202,9568,496,8,1999-07-11T10:45:33,1253.0,9568,
1372775,9811,451,5,1999-09-20T10:49:13,1359.0,29811,
1877921,8695,337,7,1999-08-17T10:49:37,1710.0,18695,
801341,7984,393,2,1999-07-12T10:43:43,3223.0,7984,
649660,5125,500,10,1999-06-23T10:47:26,130.0,5125,
1866152,8875,462,8,1999-09-10T10:48:42,2990.0,18875,
17854,9070,498,7,1999-07-26T10:44:57,4994.0,9070,
1381862,8431,491,6,1999-07-24T10:49:55,2598.0,8431,
1017972,8822,500,4,1999-07-26T10:44:58,2477.0,8822,
1202176,6605,489,9,1999-06-27T10:43:47,1022.0,6605,
1276111,4372,423,6,1999-09-22T10:49:29,3648.0,24372,
1245636,8719,494,4,1999-06-16T10:47:08,4720.0,8719,
610954,9748,290,7,1999-07-21T10:44:26,1371.0,9748,
1685239,9305,497,4,1999-08-30T10:50:11,2827.0,19305,
735117,7345,306,5,1999-07-19T10:46:19,4785.0,7345,
1113863,9681,481,7,1999-09-20T10:44:39,1399.0,29681,
590421,9870,467,7,1999-07-30T10:50:35,2727.0,9870,
1361338,3834,500,4,1999-08-18T10:48:19,2685.0,13834,
1746564,8248,491,9,1999-08-26T10:47:12,4779.0,18248,
962126,8051,361,8,1999-08-08T10:48:23,4654.0,8051,
1725981,9536,496,2,1999-09-04T10:45:36,2266.0,19536,
1028071,8095,495,4,1999-09-22T10:45:46,3802.0,28095,
656049,8763,426,4,1999-07-23T10:47:56,2151.0,8763,
1043842,1952,354,6,1999-07-23T10:46:59,2433.0,1952,
861442,6030,430,8,1999-09-10T10:48:20,1600.0,16030,
1107683,8608,485,4,1999-07-17T10:44:11,1573.0,8608,
1049190,8884,470,10,1999-06-26T10:47:24,741.0,8884,
763551,6682,500,10,1999-08-16T10:48:30,3554.0,16682,
892259,4232,474,7,1999-09-15T10:50:44,3276.0,24232,
1019896,9866,390,4,1999-08-18T10:45:07,2063.0,19866,
1806582,7345,467,3,1999-08-23T10:44:06,3840.0,17345,
1612019,6205,439,10,1999-07-16T10:44:31,399.0,6205,
1727993,7293,445,7,1999-08-17T10:45:45,3542.0,17293,
774103,9090,181,4,1999-08-07T10:49:19,2593.0,9090,
