playerid,award,year,lgid,note,pos
jordami01,Первый состав All-NBA,1996,NBA,,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
dantlad01,Возвращение,1983,NBA,,
vanlino01,Вице-чемпион НБА,1973,NBA,,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
freemdo01,Вторая команда All-ABA,1970,ABA,,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
nowitdi01,Самый ценный игрок,2006,NBA,,
mikkeve01,Вице-чемпион НБА,1950,NBA,,
abdulka01,Вице-чемпион НБА,1969,NBA,,С
gueriri01,Вице-чемпион НБА,1961,NBA,,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
lovelcl01,Вице-чемпион НБА,1955,NBA,,С
mckeyde01,Защитная команда года,1994,NBA,,
mikange01,новичок года,1945,NBL,,
abdulka01,Первый состав All-NBA,1972,NBA,,С
malonka01,Вице-чемпион НБА,1987,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
artesro01,Защитная команда первой команды,2003,NBA,,
jordami01,новичок года,1984,NBA,,
kesslbo01,новичок года,1937,NBL,,
reedwi01,Вице-чемпион НБА,1967,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
gilmoar01,Все-АБА Первая команда,1973,ABA,,С
barbole01,Шестой игрок года,2006,NBA,,
jamesle01,новичок года,2003,NBA,,
macaued01,Вице-чемпион НБА,1953,NBA,,
daviebo01,Вице-чемпион НБА,1952,NBA,,
bayloel01,Первый состав All-NBA,1967,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
abdulka01,Вице-чемпион НБА,1982,NBA,,С
johnsla02,Вице-чемпион НБА,1992,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
brownro01,Вторая команда All-ABA,1967,ABA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
mikange01,Первый состав All-NBA,1949,NBA,,
schaydo01,Вице-чемпион НБА,1958,NBA,,С
mcginge01,Первый состав All-NBA,1975,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
barryri01,Вице-чемпион НБА,1972,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
malonka01,Защитная команда первой команды,1996,NBA,,
vanlino01,Защитная команда первой команды,1973,NBA,,
abdulka01,Защитная команда первой команды,1978,NBA,,
barklch01,Первый состав All-NBA,1990,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
paulch01,новичок года,2005,NBA,,
mullich01,Вице-чемпион НБА,1988,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
westppa01,Вице-чемпион НБА,1977,NBA,,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
garneke01,Вице-чемпион НБА,2001,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
gilmoar01,Финальный MVP,1974,ABA,,
bryanko01,Защитная команда первой команды,2006,NBA,,
ervinju01,Самый ценный игрок,1975,ABA,,
onealsh01,Вице-чемпион НБА,1998,NBA,,С
mchalke01,Защитная команда первой команды,1986,NBA,,
parisro01,Вице-чемпион НБА,1981,NBA,,С
olajuha01,Защитная команда года,1990,NBA,,
jonesbo01,Защитная сборная всех звёзд,1974,ABA,,
schaydo01,Вице-чемпион НБА,1949,NBA,,
arenagi01,Вице-чемпион НБА,2006,NBA,,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
malonka01,Первый состав All-NBA,1991,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
ginobem01,Третья команда All-NBA,2007,NBA,,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
mchalke01,Первый состав All-NBA,1986,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
waltobi01,Защитная команда первой команды,1977,NBA,,
ewingpa01,Вице-чемпион НБА,1987,NBA,,С
bayloel01,Первый состав All-NBA,1961,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
cunnibi01,Первый состав All-NBA,1969,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
garneke01,Защитная команда первой команды,1999,NBA,,
coopemi01,Защитная команда первой команды,1984,NBA,,
lovebo01,Вице-чемпион НБА,1971,NBA,,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести."
