id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
171,1968,0,0,0,HSM,Уоррен,Чапман,,,Дюк,ABA
234,1968,0,0,0,MMF,Жери,Уауг,,,Северный Иова,ABA
297,1969,0,0,0,CAR,ЛК,Боуэн,,,Брэдли,ABA
448,1970,0,0,0,DNR,Кен,Овощи,,,Депоол,ABA
494,1970,0,0,0,MMP,Джордж,Джонсон,,johnsge01,Диллард,ABA
550,1970,0,0,0,UTS,Руди,Томич,,tomjaru01,Мичиган,ABA
658,1971,0,0,0,INA,Кларенс,Гловер,,glovecl01,Западный Кентукки,ABA
952,1972,0,0,0,UTS,Дьюайт,Холидей,,,Гавайи,ABA
1036,1973,1,0,0,SDA,Ларри,Моур,,moorela01,Техас,ABA
1143,1973,6,0,0,UTS,Ли,Колберн,,,Южная Дакота,ABA
1442,1975,8,0,0,SSL,Тед,Хэтэуэй,,,Гровер Кливлендский государственный университет,ABA
1561,1948,0,0,0,INJ,Ридэ,Гёрг,,,Орегон,NBA
1563,1948,0,0,0,INJ,Олексей,Ханнум,,hannual01,Южная Калифорния,NBA
1978,1952,0,0,0,NYK,Буд,Юлиан,,,Южный штат Миссури,NBA
2110,1953,0,0,0,SYR,Джо,Хьюз,,,Денвер,NBA
2157,1954,2,1,10,BLB,Боб,Леонард,,leonasl01,Индиана,NBA
2412,1956,0,0,0,SYR,Честер,Вебб,,,Грузинский государственный университет учителей,NBA
2507,1957,10,4,73,PHW,Жери,Кальверт,,,Кентукки,NBA
2561,1958,6,2,41,CIN,Джим,Макленнан,,,Святой Франциск (Пенсильвания),NBA
2759,1960,9,5,67,SYR,Берн,Файндлей,,,Калифорнийский государственный университет в Сан-Диего,NBA
2862,1961,8,2,70,CIN,Жери,Телен,,,Вилла Мадонна,NBA
2886,1961,11,3,94,DET,Ричард,Крафт,,,Брокпорт,NBA
2963,1962,8,2,62,NYK,Уоррен,Фауты,,,Оклахома,NBA
3002,1963,0,0,0,CIN,Том,Такер,,thackto01,Цинциннати,NBA
3246,1965,7,4,57,PHI,Джон,Младший,,,Средний Запад (ТЭК),NBA
3562,1967,15,10,152,SEA,Уилли,Кэмпбелл,,,Небраска,NBA
3652,1968,7,2,80,SEA,Джим,Макейн,,,Лойола (Калифорния),NBA
3694,1968,10,2,122,SEA,Джо,Кеннеди,,kennejo01,Мемфис Стейт,NBA
3878,1969,7,7,92,SFW,Пат,Фоли,,,Тихоокеанский,NBA
3949,1969,12,8,163,BOS,Род,Форбс,,,Бостонский государственный университет,NBA
4033,1970,2,12,29,PHO,Джо,Депре,,deprejo01,Сент-Джонс,NBA
4187,1970,11,13,183,BAL,Мел,Белль,,,Хьюстон,NBA
4367,1971,7,17,119,MIL,Ген,Фелпс,,phillge01,Южно-Методский,NBA
4459,1971,14,4,211,BAL,Руди,Пил,,,Норфолк Стейт,NBA
