driverid,driverref,number,code,forename,surname,dob,nationality,url
2,Хейдельфельд,,Привет!,Ник,Хайдфельд,1977-05-10,Я не говорю по-немецки. Я могу помочь только с переводом на английский и русский языки.,Ник Хайдфельд
3,Россберг,6.0,RoS,Никко,Росберг,1985-06-27,Я не говорю по-немецки. Я могу помочь только с переводом на английский и русский языки.,Нико Росберг
22,Баррикелло,,Бар,Рубенс,Баррикелло,1972-05-23,Бразилец,Рубенс Баррикелло
27,Альберс,,Албания,Кристианджан,Альберс,1979-04-16,Нидерландский,Християн Альберс
31,Монтоя,,Понедельник,Хуан,Пабло Монтанья,1975-09-20,Колумбийский,Хуан Пабло Монтоя
81,Морбиделли,,,Гиа́нни,Морбелли,1968-01-13,Итальянский,Гьяни Морбиделли
100,запятые,,,Эрик,запятые,1963-09-28,"Извините, но я не говорю по-французски. Могу ли я помочь вам чем-то еще?",Эрик Комас
108,Бельмондо,,,Пау́л,Белонго,1963-04-23,"Извините, но я не говорю по-французски. Могу ли я помочь вам чем-то еще?",Па́уло Белембо́ндо
128,пеле,,,Эрик,ван де Пёль,1961-09-30,Бельгийский,Эрик ван де Поеле
150,Гэри Брабхэм,,,Гэри,Брамх,1961-03-29,Австралийский,Гэри Брабхам
199,Рютеман,,,Карлоса,Рютеман,1942-04-12,Аргентина,Карлос Reutemann
258,небо,,,Патрик,Неве,1949-10-13,Бельгийский,Патрик Неве
265,Эдвардсы,,,Парень,Эдвардс,1942-12-30,Британский,Гай Эдвардс
275,Ломбарди,,,Лелла,Ломбарди,1941-03-26,Итальянский,Лелла Ломбарди
287,Хасеми,,,Масахиро,Хасеми,1945-11-13,Японская,Масахиро Хасеми
304,Хулме,,,Дени,Хулм,1936-06-18,Новозеландец,Дени Хулме
307,Гэнли,,,Привет,Ганли,1941-12-24,Новозеландец,Хоуден Ганли
355,Кнофф,,,Джон,Каньон,1933-06-21,Канадский,"Джон Каннон (род. 14 октября 1933 года в городе Финикс, штат Аризона, США) — американский автогонщик, участник чемпионата мира по автогонкам в классе «Формула-1» сезона 1959 года."
367,Вестбери,,,Питер,Вестбери,1938-05-26,Британский,Питер Уэстбери
375,Скарфьотти,,,Людвидо,Скарфиотти,1933-10-18,Итальянский,Людвико Скарфьетти
382,Солана,,,Моисей,Солана,1935-12-26,Мексиканский,Мoisе Солана
394,багетти,,,Джанкарло,Багетти,1934-12-25,Итальянский,Гья́нкарло Бага́тти
416,Клампхам,,,Дэвид,Клампхем,1931-05-18,Южно-Африканская Республика,Дэвид Клэпэм
429,Андре Пилетте,,,Андре,Пилетта,1918-10-06,Бельгийский,Андре Пилетт
431,Барт,,,Эдгар,Барт,1917-01-26,Я не говорю по-немецки. Я могу помочь только с переводом на английский и русский языки.,Эдгар Барт
435,Майрессе,,,Вилли,Майрессе,1928-10-01,Бельгийский,Уилли Майерсе
484,Нейлор,,,Брайан,Нейлор,1923-03-24,Британский,Брайан Нэйлор
515,Тингелштадт,,,Буд,Тингельштадт,1928-04-04,Американский,Буд Тингелстад
