raceid,year,round,circuitid,name,date,time,url
14,2009,14,15,Гран-при Сингапура,2009-09-27,12:00:00,Гран-при Сингапура 2009 года
18,2008,1,1,Гран-при Австралии,2008-03-16,04:30:00,https://ru.wikipedia.org/wiki/Гран-при_Австралии_2008
25,2008,8,8,Гран-при Франции,2008-06-22,12:00:00,Гран-при Франции 2008 года
30,2008,13,13,Гран-при Бельгии,2008-09-07,12:00:00,Гран-при Бельгии 2008 года
55,2006,3,1,Гран-при Австралии,2006-04-02,14:00:00,Википедия: Grand Prix Австралии 2006 года
57,2006,5,20,Европейский гран-при,2006-05-07,14:00:00,"2006 года в Европе
Гран-при Европы 2006 года — автогоночная гонка, которая прошла 13 августа 2006 года на уличной трассе в Валенсии, Испания. Это была седьмая гонка сезона 2006 года Формулы-1."
63,2006,11,8,Гран-при Франции,2006-07-16,14:00:00,2006 года в Париже прошли 1-й этап чемпионата мира по автогонкам в классе «Формула-1».
70,2006,18,18,Гран-при Бразилии,2006-10-22,14:00:00,2006 Бразильская Гран-при
90,2004,1,1,Гран-при Австралии,2004-03-07,,"2004 года в Австралии
2004 Australian Grand Prix
«Брэйк» — так в Австралии называют «استرальный прорыв». Это название произошло от того, что в 1985 году команда McLaren-TAG одержала решающую победу на Гран-при Австралии, которая переломила ход развития Формулы-1 в 1980-х годах[3].
Grand Prix Австралии 2004 года проходило на трассе Альберт Парк в Мельбурне. Этап выиграл пилот «Фитильей» Кими Райкконен, который стартовал с поул-позиции и показал быстрейшее время во всех трёх сегментах гонки."
93,2004,4,21,Гран-при Сан-Марино,2004-04-25,,"Гран-при Сан-Марино 2004 года — автогонки, проходившие в Италии 18 апреля 2004 года на трассе Autodromo Enzo e Dino Ferrari. В гонке приняли участие двадцать два пилота, представляющих десять команд. Гонку выиграл пилот команды «Макларен» Кими Райкконен, а в чемпионате пилотов он стал первым."
102,2004,13,11,Гран-при Венгрии,2004-08-15,,"Википедия: Венгерский Гран-при 2004 года (англ. 2004 Hungarian Grand Prix) — автогонка, состоявшаяся 25 июля 2004 года в Будапеште, Венгрия, в рамках чемпионата мира по автогонкам в классе «Формула-1» сезона 2004 года."
112,2003,5,4,Гран-при Испании,2003-05-04,,Гран-при Испании 2003 года
142,2001,2,2,Гран-при Малайзии,2001-03-18,,Википедия: Гонка «Малайзии 2001 года»
200,1998,10,23,Австрийский гран-при,1998-07-26,,Австрийский Гран-при 1998 года
202,1998,12,11,Гран-при Венгрии,1998-08-16,,1998 Годжардской гран-при Венгрии
216,1997,10,10,Гран-при Германии,1997-07-27,,"1997 года в Германии
Гран-при Германии 1997 года (англ. 1997 German Grand Prix) - гоночный уик-энд, на котором проводился Гран-при Германии сезона 1997 года чемпионата мира Формулы-1. Это был одиннадцатый этап сезона. Гонка прошла в воскресенье 3 августа 1997 года на трассе Хоккенхайм, Хоккенхайме, Германия. Гонку в целом выиграл Жак Вильнёв из команды Вільямс."
244,1995,5,6,Гран-при Монако,1995-05-28,,"1995 года Гран-при Монако
26 июня 1995
Камило Бенсито, Диджесан Овериа
Ален Прост, Михаэль Шумахер
Джанкарло Физикелла, Оливье Панис
Джинсон Баттон, Рикардо Зонта"
259,1994,3,21,Гран-при Сан-Марино,1994-05-01,,Гран-при Сан-Марино 1994 года
264,1994,8,9,Гран-при Великобритании,1994-07-10,,Гран-при Великобритании 1994 года
295,1992,7,7,Гран-при Канады,1992-06-14,,Википедия: 1992 Канадский Гран-при
298,1992,10,10,Гран-при Германии,1992-07-26,,1992 Год немецкого Гран-при
317,1991,13,27,Гран-при Португалии,1991-09-22,,Гран-при Португалии 1991 года
319,1991,15,22,Гран-при Японии,1991-10-20,,1991 Японская Формули-1
332,1990,12,14,Гран-при Италии,1990-09-09,,"1990 Итальянский Гран-при | Стартовый список

| No | Команда | Проводник |
| --- | -------- | -------- |
| 1 | Ferrari | Алберто Аскари |
| 2 | Williams | Айртон Сенна |
| 3 | McLaren | Айртон Сенна |
| 4 | McLaren | Ален Прост |
| 5 | Lotus | Найджел Мэнсел |
| 6 | Lotus | Мика Хаккинен |
| 7 | Ferrari | Gerhard Berger |
| 8 | Williams | Ральф Шумахер |
| 9 | Tyrrell | Жан-Пьер Яо |
| 10 | Tyrrell | Стэви Джонстон |
| 11 | Ligier | Эрик Бернард |
| 12 | Ligier | Найджел Мансел |
| 13 | Benetton | Тьерри Бутсен |
| 14 | Arrows | Кeke Росберг |
| 15 | Arrows | Эдди Чивер |
| 16 | Brabham | Дейв Брэбем |
| 17 | Brabham | Рікардо Патрезе |
| 18 | Fondmetal | Александр Даниэлян |
| 19 | Fondmetal | Алекса-Дамьен Сеня |
| 20 | EuroBrun | Андре Хертог |
| 21 | EuroBrun | Доди Хотоджа |"
357,1989,2,21,Гран-при Сан-Марино,1989-04-23,,Гран-при Сан-Марино 1989 года
362,1989,7,34,Гран-при Франции,1989-07-09,,1989 Французский Гран-при
392,1987,5,37,Гран-при Детройта,1987-06-21,,1987 ГП Детройта
433,1985,14,38,Европейский гран-при,1985-10-06,,Статья на английском языке об Европейском Гран-при 1985 года.
447,1984,12,23,Австрийский гран-при,1984-08-19,,Австрийский Гран-при 1984 года
451,1984,16,27,Гран-при Португалии,1984-10-21,,Гран-при Португалии 1984 года
534,1978,8,47,Гран-при Швеции,1978-06-17,,1978 года в Швеции
557,1977,15,46,Гран-при США,1977-10-02,,"Статья на английском языке о Гран-при США 1977 года (англ.) // Wikipedia (en)

Статья на русском языке о Гран-при США 1977 года (рус.) // Wikipedia (ru)"
588,1975,13,14,Гран-при Италии,1975-09-07,,Википедия на русском: 1975 Gran-при Италии
591,1974,2,18,Гран-при Бразилии,1974-01-27,,Гран-при Бразилии 1974 года
