playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
plunker01,1997,АЛКС,CLE,AL,1,0,1,0,0,0,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
rockejo01,1999,НЛС,ATL,NL,0,0,6,0,0,0,2,20,3,0,0,2,9,0.0,0.0,1.0,1.0,0.0,0.0,27.0,3,2,0.0,1.0,0.0
hentgpa01,1993,ОК,TOR,AL,1,0,1,1,0,0,0,18,5,1,0,3,6,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,1,0.0,0.0,1.0
deanpa01,1934,ОК,SLN,NL,2,0,2,2,2,0,0,54,15,2,0,7,11,0.0,1.0,1.0,0.0,1.0,0.0,77.0,0,4,1.0,0.0,0.0
blylebe01,1970,АЛКС,MIN,AL,0,0,1,0,0,0,0,6,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,1,0.0,1.0,0.0
burneaj01,2009,ОК,NYA,AL,1,1,2,2,0,0,0,27,8,7,1,6,11,0.0,7.0,1.0,0.0,1.0,0.0,41.0,0,7,0.0,0.0,0.0
ligteke01,2002,НЛДС1,ATL,NL,0,0,1,0,0,0,0,6,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0,0.0,0.0,0.0
ackerji01,1989,АЛКС,TOR,AL,0,0,5,0,0,0,0,19,4,1,0,1,4,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1,2,1.0,1.0,0.0
barcelo01,2000,ОLSАД2,CHA,AL,0,0,1,0,0,0,0,5,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0.0,0.0,0.0
underto01,1981,АWDИВ,OAK,AL,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
