yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1979,НЛС,seaveto01,CIN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1997,ОК,ariasal01,FLO,NL,2,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1995,ОК,pooleji02,CLE,AL,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1995,ОК,justida01,ATL,NL,6,20,3,5,1,0,1,5,0,0.0,5,1,0.0,0.0,0.0,0.0,0.0
2009,НЛДС2,betanra01,COL,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,НЛС,wehnejo01,PIT,NL,2,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1885,ОК,dalryab01,CHN,NL,7,26,4,7,2,0,1,0,0,,2,0,0.0,,,,
1918,ОК,merklfr01,CHN,NL,6,18,1,5,0,0,0,1,0,1.0,4,3,0.0,0.0,0.0,0.0,0.0
1996,НЛС,mejiami01,SLN,NL,3,1,1,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2007,ОК,atkinga01,COL,NL,4,13,3,2,1,0,1,2,0,0.0,3,2,0.0,1.0,0.0,0.0,0.0
1991,НЛС,huntebr01,ATL,NL,5,18,2,6,2,0,1,4,0,1.0,0,2,0.0,0.0,0.0,0.0,0.0
1890,ОК,dalyto01,BRO,NL,6,22,1,4,2,0,0,3,2,,0,4,0.0,,,,
1954,ОК,avilabo01,CLE,AL,4,15,1,2,0,0,0,0,0,0.0,2,1,0.0,0.0,1.0,0.0,0.0
2007,НЛДС2,alfonan01,PHI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,НЛС,francma01,NYN,NL,5,2,1,1,1,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
2008,НЛДС2,fieldpr01,MIL,NL,4,14,1,1,0,0,1,2,0,0.0,2,5,2.0,0.0,0.0,1.0,0.0
2007,ОLSАД2,giambja01,NYA,AL,3,4,0,1,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1968,ОК,lashefr01,DET,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1889,ОК,terryad01,BR3,AA,5,18,1,3,0,0,0,1,1,,1,1,0.0,,,,
1976,АЛКС,patekfr01,KCA,AL,5,18,2,7,2,0,0,4,0,3.0,0,1,0.0,0.0,0.0,0.0,0.0
1988,НЛС,mazzile01,NYN,NL,3,2,0,1,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0
1998,НЛДС1,morgami01,CHN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1931,ОК,mancugu01,SLN,NL,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,АЛКС,merlolo01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0
1973,ОК,manguan01,OAK,AL,5,6,0,0,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2010,ОК,cruzne02,TEX,AL,5,20,2,4,2,0,1,3,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
1981,НЕДИВ,morelke01,PHI,NL,4,13,2,6,0,0,1,3,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0
2007,ОК,youklke01,BOS,AL,4,9,3,2,2,0,0,1,0,0.0,3,1,0.0,0.0,0.0,0.0,0.0
2006,НЛДС1,garcino01,LAN,NL,3,9,0,2,1,0,0,2,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1935,ОК,aukerel01,DET,AL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1935,ОК,foxpe01,DET,AL,6,26,1,10,3,1,0,4,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1918,ОК,dubucje01,BOS,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1981,АДИВ,bandosa01,ML4,AL,5,17,1,5,3,0,0,1,0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
1995,НЛДС1,clontbr01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,ОК,knoblch01,NYA,AL,4,10,1,1,0,0,0,1,0,1.0,2,1,0.0,0.0,0.0,1.0,0.0
1997,НЛДС1,johnsbr01,SFN,NL,3,10,2,1,0,0,1,1,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
