name,country,province,population,longitude,latitude
Дедедо,Гуам,Гуам,46000.0,144.8,13.5
Мэри,ТМ,Мэри,94900.0,,
Бильбао,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время. Я могу перевести для вас текст с английского на русский язык. Как я могу вам помочь сегодня?",Страна Басков,371876.0,,
Раджахмундри,Необходим перевод?,Андхра-Прадеш,324881.0,,
Жезказган,КАЗ,Жезказган,,,
Толедо,США,Огайо,332943.0,-83.8,41.6
Кесконг,Нет,Северная Корея,120000.0,,
Харрогейт,Хорошо,Северный Йоркшир,146500.0,,
Герцог де Каусас,Бр,Рио-де-Жанейро,712370.0,,
Пρετוריה,А.С.А.,Гатенг,526000.0,28.2333,-25.75
Мерида,ВИ,Мерида,170902.0,,
Чернигов,УА,Черниговская,301000.0,,
Беня,ET,Эль-Калубия,120000.0,,
Санкт-Петербург,США,Флорида,240318.0,-83.3333,27.7667
Мусома,Есть,Мара,,,
Мансфилд,Хорошо,Ноттингемшир,102100.0,,
Стоктон-он-Тис,Хорошо,Кливленд,177800.0,,
Остравица,Чешская Республика,Северо-Мордовский,332000.0,,
Владимир,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Владимирская область,339000.0,,
Суккур,ПК,Пакистан,190551.0,,
Маджунга,РМ,Махангана,200000.0,,
Буэа,КАМ,Юго-восток,,,
Южно-Сахалинск,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Сахалинская область,160000.0,,
Доурадос,Бр,Мату-Грос-ду-Сул,153165.0,,
Уагадугу,БФ,Буркина-Фасо,,-2.0,12.0
Тайчжоу,ТЖ,Джянсу,152442.0,,
Пул,Хорошо,Дёрсет,137200.0,,
Сэйлем,Необходим перевод?,Тамил Наду,366712.0,,
Тбилиси,ГЕ,Грузия,1200000.0,44.8,41.7167
Кувейт,КВТ,Кувейт,167768.0,47.3,29.3
Лонгжинг,ТЖ,Джилинь,139417.0,,
Лиможе,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Лимузин,133464.0,1.2,45.5
Джуазейро,Бр,Бахия,171904.0,,
Каемшахр,Я,Мазандеран,123684.0,,
Кавалла,ГР,Восточная Македония и Фракия,56705.0,,
Горган,Я,Мазандеран,162468.0,,
Денвер,США,Колорадо,467610.0,-104.867,39.75
Памплоне,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время. Я могу перевести для вас текст с английского на русский язык. Как я могу вам помочь сегодня?",Наварра,182465.0,,
