country,name,percentage
КЛ,Тамил,18.0
США,Коренные американцы,0.8
SRB,Серб,82.9
ЗВ,Азиатский,1.0
БД,Бенгальский,98.0
Я,Курд,7.0
МЯ,Китайский,3.0
WAL,Африканский,99.0
Р,Рома,1.6
ВЭА,Арабский,1.0
МАРТ,Китайский,5.0
ПЛ,"Я не вижу запроса на перевод. Пожалуйста, предоставьте текст для перевода.",1.3
Афганистан,Хазаре,19.0
Макс,Китайский,95.0
SME,Хинди,37.0
А,Словенский,0.2
"Да, конечно! Я могу помочь с переводом. Просто предоставьте мне текст, который нужно перевести, и укажите языки, с и на которые нужно выполнить перевод.",Еврейский,1.0
Афганистан,Таджик,25.0
Австралийский союз,Азиатский,4.0
МД,Еврейский,1.5
Ирак,Арабский,75.0
"Пожалуйста, предоставьте текст для перевода.",Американские индейцы,5.0
А,Арабско-берберский,99.1
ПА,Индийский,6.0
УА,Еврейский,1.0
АВТ,Манджа,21.0
СН,Европейско-левантийская,1.0
ГЕ,Абхазия,1.8
А,Еврейский,0.2
Необходим перевод?,Монгол,3.0
А,Хорват,0.3
