river,country,province
Драу,я,Трентино-Альто-Адидже
Одер,Чешская Республика,Северо-Мордовский
Меконг,ТЖ,Тибет
Касаи,Анг,Мокико
Иравади,ТЖ,Тибет
Иордан,РЛ,Ливан
Рио-Негро,Копия,Гваиния
Висла,ПЛ,Белорусские
Рейн,ЧХ,ГР
Джейнсэй,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Республика Тыва
Джангсец,ТЖ,Тибет
Бани,ЦИ,Côte д’Ivoire
Лулуа,Зре,Шаба/Катанга
Пецтора,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Республика Коми
Альцгеймер,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Бавария
Рио-Дешадо,Боль,Боливия
Лине,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Нимбрук
Изер,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Рона-Альпы
Ангара,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Республика Бурятия
Гамбия,РГ,Гвинея
Адда,я,Ломбардия
Сырдараджа,ТАП,Худжанд
Рио Сан-Франциско,Бр,Минас-Жераис
Ваг,"Скажите, пожалуйста, что вы хотите перевести?",Словакия
Олт,Р,Харгита
Река Маккензи,КДН,Северо-Западные территории
Кокемaeenjoki,SF,Турук-Порси
Чёрный Дринь,МК,Македония
Морава,Чешская Республика,Южный
Ориноко,ВИ,Амазонка
Ваердалаэльв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Даларна
Лимпопо,А.С.А.,Гатенг
Клараэльв,Да,Хедемарк
Люва,Зре,Шаба/Катанга
Иллер,А,Ворарльберг
Убанги,АВТ,Центральная Африканская Республика
Рон,ЧХ,ВИ
Река Нельсон,КДН,Маньчжурии
Аммер,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Бавария
Рио Мадейра,Боль,Боливия
Тахо,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время. Я могу перевести для вас текст с английского на русский язык. Как я могу вам помочь сегодня?",Кастилия-ла-Маньча
Луара,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Рона-Альпы
Гломма,Да,Судный понедельник
Везер,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Нимбрук
Арувими,Зре,Верхний Заир
Волга,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Тверская область
Карасу,Тр,Эрьзюм
Нигер,РГ,Гвинея
Хванго,ТЖ,Тибет
Дубликат,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Франш-Конте
Катун,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Республика Алтай
Тичино,ЧХ,Ти
Луапула,Y,Луапула
Днестр,УА,Львовска
Колорадо,США,Колорадо
Рио Сан-Хуан,НИК,Никарагуа
Фими,Зре,Бандунду
Лиммат,ЧХ,Да
Ганг,ТЖ,Тибет
Теннесси,США,Северная Каролина
Аллегини-река,США,Пенсильвания
Западная Моравия,SRB,Сербия
Марн,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Шампани Арденн
Пяндж,Афганистан,Афганистан
Здравствуйте! Как я могу вам помочь?,МВ,Малави
Лукенение,Зре,Восточный Касаи
Днепр,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Смоленская область
