river,country,province
Морава,SRB,Сербия
Ока,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Нижгородская область
Индус,ПК,Пакистан
Ого-Райд,США,Иллинойс
Рио Магдалена,Копия,Атлантико
Салон,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Рона-Альпы
Луара,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Пэйс де ла Луар
Лома́ми,Зре,Верхний Заир
Саар,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Рейнланд-Пфальц
Дрин,АЛ,Албания
Март,"Скажите, пожалуйста, что вы хотите перевести?",Словакия
Аша́н,Ри,Индонезия
Хадсон-рек,США,Нью-Йорк
Оранжевый,НАМ,Намибия
Чуапа,Зре,Экватор
Далаэлв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Уппсала
Здравствуйте,МЯ,Понедельник
Эннс,А,Нижняя Австрия
Жёкула-фьорд,ИС,Исландия
Ураль,КАЗ,Атырау
Тибер,я,Лазио
Рио-Негро,Бр,Амазонка
Джангсец,ТЖ,Шанхай (город)
Рио Лерма,МЕХ,"Мексика, штат"
Сальцах,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Бавария
Кюмеёки,SF,УусИММА
Фульда,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Гессен
Ривьер-Ришелье,КДН,Квебек
Миссури,США,Миссури
Река Коннектикут,США,Коннектикут
Одер,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Мекленбург-Передние Побережья
Аргун,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Чити́нская обла́сть
Шилка,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Чити́нская обла́сть
Минчо,я,Венето
Семлики,ВЭА,Уганда
Мурад,Тр,Эльбазиг
Джангсец,ТЖ,Джянсу
Карун,Я,Хузестан
Колорадо,МЕХ,Баха-Калифорния
Нил,ET,Эль-Бухайра
Сенегал,СН,Сент-Луис
Рузизи,Зре,Киву
Шари,ЧЧ,Чад
Амазонка,Бр,Пара
Касаи,Зре,Бандунду
Бене,ВАН,Нигерия
Убанги,Зре,Экватор
Шабель,SP,Сомали
Теннесси,США,Кентукки
Свир,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Лeningрадская область
Куйло,Зре,Бандунду
Западный Двина,LV,Латвия
Нарын,ТАП,Худжанд
Миссисипи,США,Луизиана
Джейнсэй,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Красноярский край
Гвадиан,П,Порту
Оестердаляलव,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Даларна
Мур,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",Зала
Рон,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Прованс Кот д'Аzur
Пой,я,Венето
Кокемaeenjoki,SF,Турук-Порси
Иллер,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Бавария
Гётеальв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Гётеборг и Бускхольмен
Дунай,УА,Одесса
Волта,ГГ,Гана
Амазонка,Бр,Амапа
Аммер,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Бавария
Тахо,П,Лиссабон
Мюррей-Дэрлинг,Австралийский союз,Южный Австралия
Сырдараджа,узб,Ташкент
Гаран,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Аквитания
Днепр,УА,Херсонская
Санга,КРБ,Конго
Эннс,А,Цюрих
Прут,МД,Молдавия
Тигр,Ирак,Аль-Анбар
Оунасджоки,SF,Лаппия
Вуокса,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Республика Карелия
Арканзас,США,Арканзас
