country,name,percentage
МК,Македонски,70.0
КЛ,синхала,74.0
Да,العربية,100.0
РГ,Je suis un chatbot professionnel et je peux traduire de l'anglais vers le russe. Veuillez me fournir le texte que vous souhaitez traduire et je m'en occuperai avec plaisir !,100.0
SRB,Боснийский,1.8
ЧХ,Je suis un chatbot professionnel et je peux traduire de l'anglais vers le russe. Veuillez me fournir le texte que vous souhaitez traduire et je m'en occuperai avec plaisir !,18.0
МЯ,Бирманский,100.0
АЗ,армянский,2.0
Спи,Je suis un chatbot professionnel et je peux traduire de l'anglais vers le russe. Veuillez me fournir le texte que vous souhaitez traduire et je m'en occuperai avec plaisir !,100.0
SRB,Рома,1.1
Гуам,Нет,38.3
МНЕ,Албански,5.3
ПК,Сираики,10.0
АМСА,Нет,2.9
ММР,Бамбара,80.0
Я,Лури,2.0
"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",Венгерский,98.2
SLO,Хорватский,7.0
Дом,¡Claro! Estoy lista para traducir del inglés al español cuando me lo pidas. ¿En qué texto necesitas ayuda?,100.0
КАЗ,Казак,40.0
ФАЛК,Нет,100.0
ПНГ,Нет,1.0
Я,Турецкие,26.0
"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваш запрос или задайте новый вопрос.",Нет,15.9
узб,Таджик,4.4
ПЛ,Польща,100.0
РАМ,армянский,96.0
ФПОЛ,Полинезийский,31.4
