name,country,population,area,capital,capprov
Ямен,Да,13483178,,Санна,Ямен
Беркшир,Хорошо,752500,1259.0,Чтение,Беркшир
Эрзикан,Тр,299251,11903.0,Эрзикан,Эрзикан
Рход-Айленд,США,987429,3139.0,Провиденс,Рход-Айленд
Страна Басков,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время. Я могу перевести для вас текст с английского на русский язык. Как я могу вам помочь сегодня?",2075561,7235.0,Виктория-Гастеис,Страна Басков
Новый Брунсвич,КДН,738133,73437.0,Фредериктон,Новый Брунсвич
Флинтшир,Хорошо,145300,437.0,Мольд,Флинтшир
Грузия,ГЕ,5219810,,Тбилиси,Грузия
Слупские,ПЛ,419300,7453.0,Слупск,Слупские
Сирнак,Тр,262006,7172.0,Сирнак,Сирнак
Ица,ПЕ,608609,21327.0,Ица,Ица
Самарская область,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",3311500,53600.0,Самара,Самарская область
Ци́го де Авила,С,353000,6910.0,Ци́го де Авила,Ци́го де Авила
Жерси,ГБДЖ,87848,,Сент-Хельер,Жерси
Бутан,БХТ,1822625,,Бутан,Бутан
Азоры,П,236700,2247.0,Понтас-Делгадас,Азоры
Пермский край,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",3009400,160600.0,Пёрм,Пермский край
Республика Μορдовия,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",955800,26200.0,Саранск,Республика Μορдовия
Западный,Чешская Республика,869000,10875.0,Пльзень,Западный
Ивановская область,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",1266400,23900.0,Иваново,Ивановская область
Коте/Литорал,КАМ,1354800,20239.0,Доуала,Коте/Литорал
Ламбекике,ПЕ,1009655,14231.0,Чиклаё,Ламбекике
Тромсё,Да,146736,,Тромсе,Тромсё
Подне и Порт-Талбот,Хорошо,140100,441.0,Порт-Талбот,Подне и Порт-Талбот
Арканзас,США,2522819,137754.0,Малая Рок,Арканзас
Саксония,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",4584345,18412.0,Дрезден,Саксония
Мирандا,ВИ,2303302,7950.0,Лос-Текес,Мирандا
Люндا,Анг,1629000,2418.0,Люндا,Люндا
Острова Баха,ХСА,24500,261.0,Рота́н,Острова Баха
Осака,Здравствуйте! Как я могу вам помочь?,8797268,1868.0,Осака,Осака
Ассам,Необходим перевод?,22414322,78438.0,Диспур,Ассам
Токио,Здравствуйте! Как я могу вам помочь?,11773605,2164.0,Токио,Токио
Форморза,Р А,398413,72066.0,Форморза,Форморза
Северная Корея,Нет,23904124,,Пхеньян,Северная Корея
Монсерат,МНТС,5097,,Плимут,Монсерат
Остров Рождества,Рождество,1402,,Птица-стриж,Остров Рождества
