river,country,province
Хванго,ТЖ,Тибет
Иордан,РЛ,Ливан
Парагвай,"Пожалуйста, предоставьте текст для перевода.",Парагвай
Одер,Чешская Республика,Северо-Мордовский
Санга,КРБ,Конго
Да,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Липецкая область
Токантинс,Бр,Токантинс
Шатт аль-Араб,Я,Хузестан
Ориноко,ВИ,Ансоатеги
Акагера,РВА,Руанда
Дунай,Р,Константина
Март,Чешская Республика,Йихоморовский
Саскачеваньский река,КДН,Саскачеван
Бене,КАМ,Север
Амударджа,ТМ,Дашхауз
Дунай,Р,Каларась
Лаген,Да,Акерсхус
Джейнсэй,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Республика Хакасия
Парана,Бр,Гоиас
Тигр,Тр,Сирт
Мур,А,Цюрих
Заир,Зре,Экватор
Амударджа,Афганистан,Афганистан
Лимпопо,А.С.А.,Лимпопо
Драу,я,Трентино-Альто-Адидже
Пяндж,ТАП,Хатлон
Кванго,Анг,Лунда-Сул
Санага,КАМ,Центр
Гвадекивир,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время. Я могу перевести для вас текст с английского на русский язык. Как я могу вам помочь сегодня?",Андалусия
Джангсец,ТЖ,Хунань
Амур,ТЖ,Хэильяньчжун
Фими,Зре,Бандунду
Нил,ET,Бенни Суеф
Касаи,Анг,Лунда-Сул
Тамз,Хорошо,Кент
Волга,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Республика Татарстан
Колорадо,МЕХ,Сонора
Днепр,УА,Запорожье
Река Коннектикут,США,Нью-Гэмпшир
Оранжевый,НАМ,Намибия
Бригах,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Баден-Вюртемберг
Шилка,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Чити́нская обла́сть
Эннс,А,Цюрих
Тахо,П,Кастуло Бранку
Тисс,УА,Закарпатье
Иртыш,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Тюменская область
Парана,Бр,Парана
Хадсон-рек,США,Нью-Джерси
Нил,ET,Сохаг
Рейн,ЧХ,TG
Амазонка,ПЕ,Укаяла
Олт,Р,Харгита
Эльба,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Саксония-Ангальт
Далаэлв,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Даларна
