name,code,capital,province,area,population
Бельгия,B,Брюссель,Прованс,30510.0,10170241
Белоруссия,По,Минск,Белоруссия,207600.0,10415973
Чехия,Чешская Республика,Праж,Прага,78703.0,10321120
Германия,"Добро пожаловать в наш чат-бот! Я с радостью помогу вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь дать точный и естественный перевод.",Берлин,Берлин,356910.0,83536115
Испания,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время. Я могу перевести для вас текст с английского на русский язык. Как я могу вам помочь сегодня?",Мадрид,Мадрид,504750.0,39181114
Франция,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Париж,Иль-де-Франс,547030.0,58317450
Соединенное Королевство,Хорошо,Лондон,Бессарабская долина,244820.0,58489975
Греция,ГР,Афины,Аттика,131940.0,10538594
Венгрия,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",Будапешт,Будапешт (город),93030.0,10002541
Италия,я,Рим,Лазио,301230.0,57460274
Нидерланды,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Амстердам,Северная Голландия,37330.0,15568034
Польша,ПЛ,Варшава,Варшавское,312683.0,38642565
Россия,"Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Москва,Москва,17075200.0,148178487
Румыния,Р,Бухарест,Бухарест,237500.0,21657162
Турция,Тр,Анкара,Анкара,780580.0,62484478
Украина,УА,Киев,киевская,603700.0,50864009
Тонга,ТO,Нукуалофа,Тонга,748.0,106466
Côte д’Ivoire,ЦИ,Ямусукро,Côte д’Ivoire,322460.0,14762445
Ниуэ,Ниуэ,Алофи,Ниуэ,260.0,1398
Гибралтар,GBZ,Гибралтар,Гибралтар,6.5,28765
Ватикан,В,Ватикан,Ватикан,0.44,840
Суринам,SME,Парамарибо,Суринам,163270.0,436418
Колумбия,Копия,Богота,"Сан-Фе-де-Богота, ДС",1138910.0,36813161
Гамбия,ВГ,Банжу,Гамбия,11300.0,1204984
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Македония,МК,Скопье,Македония,25333.0,2104035
Острова Кука,COК,Аваруа,Острова Кука,240.0,11870
Куба,С,Хавана,Гавана,110860.0,10951334
Киргизстан,KGZ,Бишкек,Киргизстан,198500.0,4529648
Бенин,БЕН,Порт-Ной,Бенин,112620.0,5709529
Таджикистан,ТАП,Душанбе,Душанбе (город),143100.0,5916373
Мадагаскар,РМ,Антананариво,Антананариво,587041.0,13670507
Гонконг,Хонекс,Гонконг,Гонконг,1092.0,7055071
Косово,КОС,Пристина,Косово,10887.0,1804838
Сан-Томе и Принсипи,Стоп,Сан-Томе и Принсипи,Сан-Томе и Принсипи,1001.0,144128
Китай,ТЖ,Пекин,Бекин (город),9596960.0,1210004956
Нигерия,ВАН,Абуья,Нигерия,923770.0,103912489
Эфиопия,Эфир,Аддис-Абеба,Эфиопия,1127130.0,57171662
Кения,EАК,Найроби,Найроби,582650.0,28176686
Боливия,Боль,Ла-Пас,Боливия,1098580.0,7165257
Норвегия,Да,Осло,Осло,324220.0,4383807
Словения,SLO,Любляна,Словения,20256.0,1951443
Перу,ПЕ,Пять,Пять,1285220.0,24523408
Конго,КРБ,Браззавиль,Конго,342000.0,2527841
Никарагуа,НИК,Манагуа,Никарагуа,129494.0,4272352
Вали и Футуна,Вафу,Мата-Утто,Вали и Футуна,274.0,15289
Аргентина,Р А,Будуарес,Федеральный округ,2766890.0,34672997
Израиль,Я,Иерусалим,Центральный,20770.0,5421995
