name,islands,area,height,type,longitude,latitude
Барбуда,Малые Антильские острова,161.0,,,-61.4,17.3
Лангеланд,,284.0,,,10.5,55.0
Цебу,Филиппины,5088.0,1000.0,,123.8,10.4
Молокаи,Гавайские острова,676.0,1512.0,,-157.0,21.1
Пуэрто-Рико,Великая Антиль,8870.0,1338.0,,-66.12,18.49
Вити Леву,Острова Фиджи,10429.0,,вулканический,178.0,-17.8
Тиниан,Маршальные острова,101.0,171.0,,145.6,15.0
Остров Котельный,,11665.0,374.0,,141.0,75.4
Амельенд,Западные Фрисландские острова,57.6,,,5.75,53.5
Пеллверм,Северные фризы острова,37.4,2.0,,8.6,54.5
Даго,,965.0,,,22.7,58.8
Излей,Внутренние Геберные,619.6,491.0,,7.0,62.1
Бонаир,Малые Антильские острова,288.0,,,-68.3,12.2
Оеланд,,1344.0,,,17.0,57.0
Возвращение,,2510.0,3069.0,вулканический,55.5,-20.9
Ангилья,Малые Антильские острова,91.0,65.0,,-64.0,18.0
Линоса,,5.0,195.0,вулканический,13.85,35.85
Новый Провиденс,Багамские острова,207.0,,,-77.4,25.0
Самос,Спорады,478.0,1434.0,,26.8,37.7
Кюсю,Япония,35640.0,1758.0,вулканический,131.0,32.0
Крете,,8331.0,2456.0,,25.0,37.0
Сицилия,,25462.0,3323.0,,14.0,37.0
Сулевесі,Острова Санду,189216.0,3455.0,вулканический,120.3,-2.1
Юра,Внутренние Геберные,367.0,785.0,,-6.0,56.0
Тутуйла,Острова Самоа,135.0,,вулканический,-170.42,-14.16
Анжуан,Коморы,424.0,,,44.35,-12.2
Остров Сан-Клементе,Калифорнийские острова Канада,147.0,599.0,,-118.5,33.0
Остров принца Уэльса,Канадские арктические острова,33339.0,,,-98.55,72.6
Тэ Ика-а-Мауи (Северный остров),Новая Зеландия,114597.0,2797.0,,175.7,-38.4
Эфате,Вануат,900.0,647.0,,168.4,-17.8
Западная Фолклендская остров,Фолклендские острова,4532.0,700.0,,-60.1,-51.8
Сансибар,,1658.0,135.0,,39.3,-6.1
Гран-Бердморе,Бердские острова,53.3,79.0,Корал,-64.47,32.17
Мадагаскар,,587041.0,2876.0,,46.0,-20.0
Салин,Липари,26.8,962.0,вулканический,14.9,38.6
Бишоп-Рокс,Острова Силли,,,,-6.3,50.0
Мальта,Мальта,246.0,252.0,,14.5,35.9
Ла-Пальма,Канареи,708.0,2426.0,вулканический,-17.9,28.7
Оссель,,2714.0,54.0,,22.0,58.3
Прозерчены,Турция и Каймановы острова,,,,-72.3,22.0
Остров Баффин,Канадские арктические острова,507451.0,2147.0,,72.0,69.0
Шетландский материк,Шетландские острова,970.0,449.0,,-1.3,60.3
Ниихау,Гавайские острова,178.0,381.0,,-160.1,21.9
Северный Уист,Внешние Херцоги,303.0,,,-7.1,57.4
