year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1999,NHL,BOS,12,17,11.0,1,12,16,8.0,5,,,,,4,5,4,0,7,3,2,0,2,6,3,2,4,4,4.0,2,2,5,4.0,0,4,7,1,2,1,3,1,0
1925,WCHL,VMR,6,8,1.0,,4,10,1.0,,,,,,,,,,1,2,0,,3,4,1,,4,4,0.0,,2,4,1.0,,0,4,0,,,,,
1999,NHL,NYR,15,20,5.0,1,14,18,7.0,2,,,,,4,7,2,0,3,5,1,1,5,3,3,2,10,4,1.0,0,4,7,2.0,0,3,9,2,0,0,3,1,0
1997,NHL,NJD,29,10,2.0,,19,13,9.0,,,,,,7,4,0,,10,4,0,,8,3,2,,6,5,4.0,,6,0,0.0,,8,3,3,,3,4,2,
1941,NHL,DET,14,7,3.0,,5,18,1.0,,,,,,,,,,3,7,1,,3,4,1,,5,8,0.0,,4,5,1.0,,4,1,1,,,,,
2000,NHL,WAS,24,9,6.0,2,17,18,4.0,2,,,,,2,5,4,1,5,5,2,0,10,3,1,0,6,6,2.0,0,9,1,1.0,0,7,5,0,2,2,2,0,1
1972,WHA,MFS,24,14,1.0,,14,23,2.0,,,,,,2,5,1,,10,4,0,,8,7,1,,5,7,1.0,,6,6,0.0,,7,8,0,,,,,
2003,NHL,CBS,17,18,4.0,2,8,27,4.0,2,,,,,3,6,0,1,4,6,3,0,2,9,1,2,6,6,3.0,0,4,7,1.0,1,5,10,0,0,1,1,0,0
2009,NHL,EDM,18,19,,4,9,28,,4,,,,,7,6,,1,3,7,,3,6,8,,0,0,10,,2,3,5,,0,5,9,,1,3,2,,1
2006,NHL,COL,22,16,,3,22,15,,4,,,,,5,4,,2,7,7,,0,6,7,,0,7,3,,2,5,8,,1,11,1,,2,3,1,,0
1989,NHL,TOR,24,14,2.0,,14,24,2.0,,,,,,6,7,0,,6,7,0,,7,7,1,,8,2,1.0,,6,6,1.0,,5,9,1,,,,,
1937,NHL,NYA,10,9,5.0,,9,9,6.0,,,,,,,,,,4,3,1,,4,5,1,,2,4,4.0,,4,3,3.0,,5,3,2,,,,,
1931,NHL,MTM,16,4,4.0,,3,18,3.0,,,,,,,,,,2,4,1,,3,6,2,,3,6,3.0,,7,4,0.0,,4,2,1,,,,,
1970,NHL,STL,23,7,9.0,,11,18,10.0,,,,,,5,2,3,,6,1,4,,5,5,4,,5,6,2.0,,5,5,3.0,,7,6,1,,1,0,2,
1921,NHL,MTL,8,3,1.0,,4,8,0.0,,,,,,,,,,,,,,2,3,0,,3,5,0.0,,4,3,1.0,,3,0,0,,,,,
1999,NHL,NJD,28,9,3.0,1,17,15,5.0,4,,,,,6,3,1,1,5,3,2,1,10,4,1,0,10,1,1.0,2,7,3,2.0,1,5,8,1,0,2,2,0,0
1937,NHL,DET,8,10,6.0,,4,15,5.0,,,,,,,,,,2,6,1,,1,7,2,,3,5,5.0,,3,2,3.0,,3,5,0,,,,,
2011,NHL,NAS,26,10,,5,22,16,,3,,,,,5,4,,2,6,5,,2,9,5,,0,11,2,,0,6,4,,3,8,6,,1,3,0,,0
1922,WCHL,EDE,10,4,1.0,,9,6,0.0,,,,,,,,,,,,,,6,0,1,,3,7,0.0,,6,2,0.0,,4,1,0,,,,,
1987,NHL,HAR,21,14,5.0,,14,24,2.0,,,,,,4,5,1,,4,5,3,,6,6,2,,8,6,1.0,,4,8,0.0,,8,7,0,,1,1,0,
1977,WHA,WIJ,28,11,2.0,,22,17,0.0,,,,,,7,2,0,,5,6,1,,9,4,0,,7,6,1.0,,13,0,0.0,,8,6,0,,1,4,0,
1935,NHL,TOR,15,4,5.0,,8,15,1.0,,,,,,,,,,5,3,1,,5,2,1,,2,7,1.0,,7,4,1.0,,4,3,2,,,,,
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4,5,1,,3,10,1,,3,9,0,,6,7,1.0,,5,7,1.0,,6,8,1,,1,1,0,
1977,NHL,TOR,21,13,6.0,,20,16,4.0,,,,,,4,1,2,,8,4,1,,9,5,1,,5,5,3.0,,7,2,3.0,,7,8,0,,1,4,0,
1984,NHL,HAR,17,18,5.0,,13,23,4.0,,,,,,6,4,1,,2,7,2,,5,6,1,,4,8,1.0,,3,9,2.0,,8,5,2,,2,2,0,
1993,NHL,HAR,14,22,6.0,,13,26,3.0,,,,,,3,8,1,,4,7,1,,6,6,1,,4,8,2.0,,4,6,2.0,,4,10,1,,2,3,1,
1984,NHL,NJD,13,21,6.0,,9,27,4.0,,,,,,3,6,0,,4,6,2,,5,8,2,,3,9,1.0,,3,6,3.0,,4,10,1,,0,3,1,
1996,NHL,MTL,17,17,7.0,,14,19,8.0,,,,,,4,5,2,,6,7,2,,3,6,3,,6,7,1.0,,4,5,3.0,,5,4,3,,3,2,1,
2011,NHL,VAN,27,10,,4,24,12,,5,,,,,5,5,,1,9,4,,0,10,4,,1,7,2,,2,9,1,,4,9,5,,1,2,1,,0
2002,NHL,PIT,15,22,2.0,2,12,22,4.0,3,,,,,6,2,2,0,5,4,1,3,4,9,0,2,6,7,1.0,0,4,8,0.0,0,1,13,2,0,1,1,0,0
1974,WHA,PHR,23,11,5.0,,16,20,3.0,,,,,,2,4,1,,5,5,1,,10,4,1,,7,7,3.0,,6,5,0.0,,8,4,2,,1,2,0,
1976,NHL,WAS,17,15,8.0,,7,27,6.0,,,,,,2,6,2,,5,8,0,,3,8,2,,6,6,4.0,,2,6,5.0,,6,6,1,,0,2,0,
1972,NHL,DET,22,12,5.0,,15,17,7.0,,,,,,6,3,0,,4,6,2,,5,7,4,,9,3,1.0,,7,2,4.0,,6,8,0,,0,0,1,
1975,NHL,CLF,16,19,5.0,,11,23,6.0,,,,,,3,6,2,,6,10,0,,3,6,1,,7,4,1.0,,4,8,4.0,,3,7,3,,1,1,0,
1986,NHL,CAL,25,13,2.0,,21,18,1.0,,,,,,3,7,0,,10,4,0,,9,4,1,,6,7,1.0,,9,3,0.0,,9,5,0,,0,1,1,
1927,NHL,BOS,13,4,5.0,,7,9,6.0,,,,,,,,,,3,1,2,,4,4,2,,4,4,4.0,,5,1,1.0,,4,3,2,,,,,
1982,NHL,EDM,25,9,6.0,,22,12,6.0,,,,,,4,6,3,,7,3,3,,8,3,2,,10,3,2.0,,6,4,1.0,,11,2,0,,1,0,1,
1977,NHL,MTL,32,4,4.0,,27,6,7.0,,,,,,6,2,2,,9,2,1,,10,3,1,,10,0,2.0,,9,1,3.0,,12,1,1,,3,1,1,
1920,NHL,OTS,8,4,0.0,,6,6,0.0,,,,,,,,,,,,,,3,0,0,,6,3,0.0,,3,6,0.0,,2,1,0,,,,,
1946,NHL,TOR,20,8,2.0,,11,11,8.0,,,,,,3,0,2,,6,4,1,,9,2,1,,6,5,2.0,,2,5,3.0,,5,3,1,,,,,
1974,WHA,EDO,25,12,2.0,,11,26,2.0,,,,,,0,2,0,,8,4,0,,9,4,0,,6,7,2.0,,6,7,1.0,,5,12,1,,2,2,0,
2006,NHL,PIT,26,10,,5,21,14,,6,,,,,6,3,,0,5,5,,4,5,7,,2,8,2,,2,9,3,,1,12,3,,2,2,1,,0
1993,NHL,NYR,28,8,6.0,,24,16,2.0,,,,,,7,5,1,,11,1,1,,8,3,1,,7,4,0.0,,7,5,1.0,,7,5,3,,5,1,1,
1915,NHA,OT1,8,4,0.0,,5,7,0.0,,,,,,,,,,,,,,1,2,0,,5,3,0.0,,5,4,0.0,,2,2,0,,,,,
1976,NHL,PHI,33,6,1.0,,15,10,15.0,,,,,,7,3,2,,5,4,2,,10,0,4,,7,3,4.0,,9,3,0.0,,9,3,3,,1,0,1,
1998,NHL,BUF,23,12,6.0,,14,16,11.0,,,,,,4,3,2,,6,2,2,,9,3,1,,5,6,3.0,,4,6,4.0,,5,5,3,,4,3,2,
1952,NHL,DET,20,5,10.0,,16,11,8.0,,,,,,4,4,2,,6,3,3,,6,1,6,,6,4,2.0,,8,2,2.0,,6,2,3,,,,,
2006,NHL,WAS,17,17,,7,11,23,,7,,,,,4,3,,4,6,6,,2,6,7,,1,5,7,,0,3,6,,4,2,10,,3,2,1,,0
1924,NHL,OTS,10,4,1.0,,7,8,0.0,,,,,,,,,,0,1,0,,3,4,1,,6,4,0.0,,5,3,0.0,,3,0,0,,,,,
1928,NHL,CHI,3,13,6.0,,4,16,2.0,,,,,,,,,,0,5,1,,4,5,0,,0,10,3.0,,1,7,2.0,,2,2,2,,,,,
2005,NHL,VAN,25,10,,6,17,22,,2,,,,,8,2,,2,8,6,,0,5,4,,3,9,6,,0,4,3,,0,6,7,,2,2,4,,1
1932,NHL,DET,17,3,4.0,,8,12,4.0,,,,,,,,,,3,4,0,,5,5,1,,8,1,3.0,,4,3,4.0,,5,2,0,,,,,
1931,NHL,NYA,9,9,6.0,,7,15,2.0,,,,,,,,,,3,1,2,,2,7,3,,6,4,1.0,,2,6,1.0,,3,6,1,,,,,
1993,NHL,QUE,19,17,6.0,,15,25,2.0,,,,,,5,6,1,,3,6,3,,8,5,1,,4,8,0.0,,4,8,0.0,,7,6,2,,3,3,1,
2010,NHL,BUF,21,16,,4,22,13,,6,,,,,3,7,,2,6,6,,1,6,5,,1,8,3,,1,6,4,,2,10,4,,2,4,0,,1
1963,NHL,BOS,13,15,7.0,,5,25,5.0,,,,,,1,7,1,,3,4,3,,3,8,3,,5,8,2.0,,3,9,1.0,,3,4,2,,,,,
1974,WHA,WIJ,23,13,3.0,,15,22,2.0,,,,,,4,1,0,,7,5,1,,6,8,0,,3,7,1.0,,7,6,1.0,,11,5,1,,0,3,1,
1996,NHL,BUF,24,11,6.0,,16,19,6.0,,,,,,5,6,0,,8,5,1,,7,4,2,,7,4,2.0,,5,1,5.0,,6,6,1,,2,4,1,
1923,NHL,HAM,7,5,0.0,,2,10,0.0,,,,,,,,,,,,,,1,4,0,,4,5,0.0,,3,5,0.0,,1,1,0,,,,,
1992,NHL,OTT,9,29,4.0,,1,41,0.0,,,,,,1,9,1,,1,13,0,,1,12,2,,2,12,0.0,,4,7,1.0,,0,10,0,,1,7,0,
1931,NHL,CHI,13,5,6.0,,5,14,5.0,,,,,,,,,,2,2,3,,3,4,3,,5,4,4.0,,4,5,0.0,,4,4,1,,,,,
1952,NHL,MTL,18,12,5.0,,10,11,14.0,,,,,,4,3,2,,4,3,5,,6,4,3,,7,3,5.0,,5,5,2.0,,2,5,2,,,,,
1977,NHL,PHI,29,6,5.0,,16,14,10.0,,,,,,5,2,1,,9,2,2,,10,3,1,,4,4,5.0,,7,4,2.0,,8,4,2,,2,1,2,
1987,NHL,EDM,28,8,4.0,,16,17,7.0,,,,,,6,5,0,,8,3,2,,9,4,1,,6,5,4.0,,6,4,1.0,,8,4,2,,1,0,1,
1996,NHL,BOS,14,20,7.0,,12,27,2.0,,,,,,4,4,2,,5,6,2,,4,7,2,,5,8,0.0,,3,8,2.0,,3,10,1,,2,4,0,
2010,NHL,PIT,25,14,,2,24,11,,6,,,,,6,5,,1,10,3,,1,9,3,,1,6,4,,1,6,6,,2,8,4,,2,4,0,,0
1983,NHL,PHI,25,10,5.0,,19,16,5.0,,,,,,9,3,1,,5,5,2,,6,3,3,,7,4,2.0,,7,5,2.0,,10,5,0,,0,1,0,
1984,NHL,NYI,26,11,3.0,,14,23,3.0,,,,,,6,3,0,,8,5,1,,6,7,0,,6,6,2.0,,6,5,1.0,,7,7,1,,1,1,1,
