year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2011,CQF,E,LAK,NHL,VAN,NHL,4,1,0,12,8,
2011,CSF,L,PHO,NHL,NAS,NHL,4,1,0,12,9,
1975,Pre,D,TOR,NHL,PIT,NHL,2,1,0,8,3,
1971,SF,F,NYR,NHL,CHI,NHL,4,0,0,17,9,
1991,DSF,H,EDM,NHL,LAK,NHL,4,2,0,23,18,
1966,SF,B,MTL,NHL,NYR,NHL,4,0,0,14,8,
2010,CF,N,VAN,NHL,SJS,NHL,4,1,0,20,13,
1992,DSF,B,MTL,NHL,QUE,NHL,4,2,0,19,16,
1972,DSF,,CLC,WHA,PHB,WHA,4,0,0,19,6,
1984,DF,K,CHI,NHL,MNS,NHL,4,2,0,33,29,
1960,SF,A,CHI,NHL,MTL,NHL,4,2,0,16,15,
2011,CSF,K,LAK,NHL,STL,NHL,4,0,0,15,6,
1986,DSF,B,MTL,NHL,BOS,NHL,4,0,0,19,11,
1953,SF,A,DET,NHL,TOR,NHL,4,1,0,15,8,
1986,DSF,C,PHI,NHL,NYR,NHL,4,2,0,22,13,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
1988,CF,N,CAL,NHL,CHI,NHL,4,1,0,15,8,
1976,DSF,,QUN,WHA,NEW,WHA,4,1,0,23,14,
1987,DSF,D,WAS,NHL,PHI,NHL,4,3,0,31,25,
1986,DSF,A,QUE,NHL,HAR,NHL,4,2,0,27,19,
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
2011,CSF,J,NJD,NHL,PHI,NHL,4,1,0,18,11,
2007,SCF,O,DET,NHL,PIT,NHL,4,2,0,17,10,
1942,SCF,C,DET,NHL,BOS,NHL,4,0,0,16,5,
1955,SF,B,DET,NHL,TOR,NHL,4,1,0,14,10,
1921,SCF,,TRS,NHL,VML,PCHA,3,2,0,16,9,
1921,SCSF,,VML,PCHA,REG,WCHL,1,1,0,5,2,TG
1997,CQF,E,DAL,NHL,SJS,NHL,4,2,0,16,12,
1985,SCF,O,MTL,NHL,CAL,NHL,4,1,0,15,13,
1939,SF,D,TOR,NHL,DET,NHL,2,0,0,5,2,
1999,CQF,G,COL,NHL,PHO,NHL,4,1,0,17,10,
2000,SCF,O,COL,NHL,NJD,NHL,4,3,0,19,11,
2008,SCF,O,PIT,NHL,DET,NHL,4,3,0,14,17,
1991,DSF,F,CHI,NHL,STL,NHL,4,2,0,23,19,
1980,QF,J,NYR,NHL,STL,NHL,4,2,0,29,22,
1986,DSF,D,NYI,NHL,WAS,NHL,4,3,0,19,19,
2010,CQF,G,DET,NHL,PHO,NHL,4,0,0,18,10,
1993,CSF,L,VAN,NHL,DAL,NHL,4,1,0,18,11,
1946,SF,B,TOR,NHL,DET,NHL,4,1,0,18,14,
1922,F,,OTS,NHL,MTL,NHL,1,1,0,3,2,TG
1972,DSF,,NEW,WHA,OTN,WHA,4,1,0,24,17,
1998,CF,M,BUF,NHL,TOR,NHL,4,1,0,21,16,
1974,QF,,SDM,WHA,TOT,WHA,4,2,0,29,27,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1988,DSF,A,MTL,NHL,HAR,NHL,4,0,0,18,11,
1970,QF,D,MNS,NHL,STL,NHL,4,2,0,16,15,
2006,CSF,L,AND,NHL,VAN,NHL,4,1,0,14,8,
1973,SF,F,PHI,NHL,NYR,NHL,4,3,0,22,17,
1937,SF,A,TOR,NHL,BOS,NHL,3,0,0,6,3,
1996,CSF,L,DET,NHL,ANA,NHL,4,0,0,13,8,
1997,CQF,A,OTT,NHL,NJD,NHL,4,2,0,13,12,
1990,DSF,C,PIT,NHL,NJD,NHL,4,3,0,21,21,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
1976,Pre,B,BUF,NHL,MNS,NHL,2,0,0,11,3,
2001,CF,M,CAR,NHL,TOR,NHL,4,2,0,10,6,
1923,F,,MTL,NHL,OTS,NHL,2,0,0,5,2,TG
1973,QF,A,BOS,NHL,TOR,NHL,4,0,0,17,9,
1977,Pre,D,DET,NHL,ATF,NHL,2,0,0,8,5,
1960,SCF,C,CHI,NHL,DET,NHL,4,2,0,19,12,
1981,DSF,E,NYI,NHL,PIT,NHL,3,2,0,22,13,
1940,QF,C,CHI,NHL,MTL,NHL,2,1,0,8,7,
1991,DSF,B,BOS,NHL,BUF,NHL,4,3,0,19,24,
1976,QF,H,NYI,NHL,BUF,NHL,4,0,0,16,10,
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
1955,SF,A,MTL,NHL,NYR,NHL,4,1,0,24,9,
1975,QF,F,PHI,NHL,TOR,NHL,4,3,0,33,23,
1994,CQF,A,NYR,NHL,QUE,NHL,4,2,0,25,19,
1998,CQF,A,PIT,NHL,NJD,NHL,4,3,0,21,18,
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1976,SF,J,BOS,NHL,PHI,NHL,4,0,0,14,8,
1963,SCF,C,TOR,NHL,DET,NHL,4,3,0,22,17,
2007,CSF,K,DET,NHL,COL,NHL,4,0,0,21,9,
1916,SCF,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
