year,hofid,name,category
2006,brookhe01h,Herb Brooks,Builder
1967,colvine01h,Neil Colville,Player
1963,dandule01h,Leo Dandurand,Builder
1974,dundeto01h,Tommy Dunderdale,Player
2002,federbe01h,Bernie Federko,Player
2003,kilrebr01h,Brian Kilrea,Builder
1959,thompti01h,Tiny Thompson,Player
1992,allenke01h,Keith Allen,Builder
2005,costemu01h,Murray Costello,Builder
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1945,allanmo01h,Montagu Allan,Builder
1962,ahearfr01h,Frank Ahearn,Builder
1950,grantmi01h,Mike Grant,Player
1962,mcgimbi01h,Billy McGimsie,Player
1961,lesuepe01h,Percy LeSueur,Player
1974,mooredi01h,Dickie Moore,Player
1945,vezinge01h,Georges Vezina,Player
2007,francro01h,Ron Francis,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1980,patrily01h,Lynn Patrick,Player
1947,shoreed01h,Eddie Shore,Player
1958,lehmahu01h,Hugh Lehman,Player
1981,stanlal01h,Allan Stanley,Player
1977,ballaha01h,Harold Ballard,Builder
1972,adamswe01h,Weston Adams,Builder
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
2004,fletccl01h,Cliff Fletcher,Builder
1976,quackbi01h,Bill Quackenbush,Player
1993,grifffr01h,Frank Griffiths,Builder
1987,giacoed01h,Ed Giacomin,Player
1961,richama01h,Maurice Richard,Player
1959,adamsja01h,Jack Adams,Player
2003,lafonpa01h,Pat LaFontaine,Player
1945,stanlfr01h,Frederick Stanley,Builder
1992,mathefr01h,Frank Mathers,Builder
1984,lemaija01h,Jacques Lemaire,Player
1961,hainsge01h,George Hainsworth,Player
1982,gilbero01h,Rod Gilbert,Player
1962,brownwa02h,Walter Brown,Builder
1986,savarse01h,Serge Savard,Player
1947,nighbfr01h,Frank Nighbor,Player
1993,shuttst01h,Steve Shutt,Player
1992,johnsbo02h,Bob Johnson,Builder
1966,campbcl01h,Clarence Campbell,Builder
1989,tretivl01h,Vladislav Tretiak,Player
1986,hanlebi01h,Bill Hanley,Builder
1962,gilmobi01h,Billy Gilmour,Player
2011,gilmodo01h,Doug Gilmour,Player
1968,hendyji01h,Jim Hendy,Builder
2000,bushwa01h,Walter Bush,Builder
1947,roberjo02h,John Robertson,Builder
1994,watsoha02h,Harry Watson,Player
1958,gardihe01h,Herb Gardiner,Player
1998,conacro01h,Roy Conacher,Player
1950,drinkgr01h,Graham Drinkwater,Player
1971,jacksbu01h,Busher Jackson,Player
1962,camerha01h,Harry Cameron,Player
2007,messima01h,Mark Messier,Player
2006,duffdi01h,Dick Duff,Player
2005,kharlva01h,Valeri Kharlamov,Player
2010,seamado01h,Doc Seaman,Builder
1965,lockhth01h,Tommy Lockhart,Builder
1962,gardnji01h,Jim Gardner,Player
1965,scanlfr01h,Fred Scanlon,Player
1971,weilaco01h,Cooney Weiland,Player
1958,fredrfr01h,Frank Fredrickson,Player
1962,broadpu01h,Punch Broadbent,Player
1970,gadsbbi01h,Bill Gadsby,Player
1992,dionnma01h,Marcel Dionne,Player
1987,laperja01h,Jacques Laperriere,Player
1961,loicqpa01h,Paul Loicq,Builder
1978,pronoma01h,Marcel Pronovost,Player
1996,bauerbo01h,Bobby Bauer,Player
1962,wilsoph01h,Phat Wilson,Player
1969,wortero01h,Roy Worters,Player
1945,stuarho01h,Hod Stuart,Player
