name,id,award,year,lgid,note
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Keith Allen,allenke01,Patrick,1987,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Red Dutton,duttore01,Patrick,1992,NHL,
John MacInnes,,Patrick,1985,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Jerry York,,Patrick,2009,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Gordie Howe,howego01,Patrick,1966,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
John Mayasich,,Patrick,1997,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Bill Cleary,,Patrick,1996,NHL,
Dave Andrews,,Patrick,2009,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Bob Naegele,,Patrick,2007,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
George Leader,,Patrick,1975,NHL,
Lou Vairo,,Patrick,1999,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Bob Fleming,,Patrick,1994,NHL,
Peter Karmanos,,Patrick,1997,NHL,
David Poile,,Patrick,2000,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
John Halligan,,Patrick,2006,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Stan Fischler,,Patrick,2006,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Mike Emrick,,Patrick,2003,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Tony Rossi,,Patrick,2010,NHL,
George Gund,,Patrick,1995,NHL,
Jack Parker,,Patrick,2009,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Bruce McNall,,Patrick,1992,NHL,
Brian Burke,,Patrick,2007,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Fred Cusick,,Patrick,1987,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Robert Ridder,,Patrick,1993,NHL,
Donald Clark,,Patrick,1974,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Phil Esposito,esposph01,Patrick,1977,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Gil Stein,,Patrick,1992,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
