playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
kukkola01,2006,1,CHI,NHL,D,54,5,9,14,30,5,1,1,0,1,2,,45,,,,,,,,,,,,
lindsbi01,1997,1,FLO,NHL,L,82,12,16,28,80,-2,0,0,2,1,5,0,150,,,,,,,,,,,,
gavinst01,1987,1,HAR,NHL,R,56,11,10,21,59,-17,2,2,3,1,1,1,125,6,2,2,4,4,1,0,1,0,0,0,25
finnifr01,1931,1,TOR,NHL,R,47,8,13,21,45,,,,,,,,,7,2,3,5,8,,,,,,,
jackmri01,2000,1,DAL,NHL,D,16,0,0,0,18,-6,0,0,0,0,0,0,10,,,,,,,,,,,,
nilsske01,1986,1,MNS,NHL,C,44,13,33,46,12,2,8,,0,,1,0,89,,,,,,,,,,,,
carsobi01,1928,1,TOR,NHL,C,24,7,6,13,45,,,,,,,,,,,,,,,,,,,,
johnsgr02,2000,1,NAS,NHL,C,82,15,17,32,46,-6,1,0,0,1,4,0,97,,,,,,,,,,,,
ladoura01,1986,2,HAR,NHL,D,36,2,3,5,51,6,0,,0,,0,0,29,6,0,2,2,12,1,0,,0,,0,7
ramsacr01,1984,1,BUF,NHL,L,79,12,21,33,16,17,0,,0,,1,0,71,5,1,1,2,0,-3,0,,0,,0,6
mikitst01,1967,1,CHI,NHL,C,72,40,47,87,14,-3,13,,2,,8,4,303,11,5,7,12,6,,3,,0,,0,
donovsh01,1994,1,SJS,NHL,R,14,0,0,0,6,-6,0,0,0,0,0,0,13,7,0,1,1,6,-3,0,0,0,0,0,7
roweto01,1976,1,WAS,NHL,R,12,1,2,3,2,-6,0,,0,,0,0,22,,,,,,,,,,,,
adamsgr02,1996,1,DAL,NHL,L,50,21,15,36,2,27,5,6,0,0,4,1,113,3,0,1,1,0,2,0,0,0,0,0,4
kostydo01,1983,1,BOS,NHL,C,9,3,1,4,2,2,0,,0,,0,0,8,,,,,,,,,,,,
martiri01,1979,1,BUF,NHL,L,80,45,34,79,54,18,8,,0,,3,1,257,14,6,4,10,8,,1,,0,,0,
juneajo01,2002,1,MTL,NHL,C,72,6,16,22,20,-10,0,0,0,0,2,0,88,,,,,,,,,,,,
smithde05,2009,1,OTT,NHL,D,2,0,0,0,0,-4,0,0,0,0,0,,4,,,,,,,,,,,,
sjobela01,1974,1,WIJ,WHA,D,75,7,53,60,30,43,0,,1,,,,123,,,,,,,,,,,,
eavespa01,2008,1,CAR,NHL,R,74,6,8,14,31,7,1,0,1,0,1,,115,18,1,2,3,13,-1,0,0,0,0,0,21
girarbo01,1978,1,WAS,NHL,L,79,9,15,24,36,-15,0,,0,,0,1,59,,,,,,,,,,,,
perregi01,1980,1,BUF,NHL,C,56,20,39,59,56,3,5,,0,,3,1,150,8,2,10,12,2,,0,,0,,0,
macguga01,1983,1,NYI,NHL,C,3,0,1,1,0,0,0,,0,,0,0,2,,,,,,,,,,,,
zedniri01,2007,1,FLO,NHL,L,54,15,11,26,43,-5,6,3,0,0,5,,140,,,,,,,,,,,,
quennjo01,1986,1,HAR,NHL,D,37,3,7,10,24,7,0,,1,,1,0,19,6,0,0,0,0,0,0,,0,,0,2
