playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
morrijo02,,,Jon,Morris,,Jon,,72,175,R,11143,3802,morrijo02,1988,1993,,,C,1966,5,6,USA,MA,Lowell,,,,,,
gagejo02,,,Joaquin,Gage,,Joaquin Jesse,,72,200,L,18268,13118,gagejo02,1994,2000,,,G,1973,10,19,Canada,BC,Vancouver,,,,,,
turekro01,,,Roman,Turek,,Roman,,75,220,R,18398,22630,turekro01,1996,2003,,,G,1970,5,21,Czech Republic,,Strakonice,,,,,,
lavrevl01,,,Vladimir,Lavrentiev,,,,,,,,,lavrevl01,,,1977,1977,R,,,,,,,,,,,,
barrejo01,,,John,Barrett,,John David,Bear,73,210,L,11923,219,barrejo01,1980,1987,,,D,1958,7,1,Canada,ON,Ottawa,,,,,,
kontoch01,,,Chris,Kontos,,Christopher T.,,73,195,L,10819,2781,kontoch01,1982,1992,,,L,1963,12,10,Canada,ON,Toronto,,,,,,
hatchke01,,,Kevin,Hatcher,,Kevin John,,75,230,R,10619,2192,hatchke01,1984,2000,,,D,1966,9,9,USA,MI,Detroit,,,,,,
anderbi01,,,Bill,Anderson,,William,Red,72,190,R,11836,21754,anderbi01,1942,1942,,,D,1912,12,13,Canada,ON,Tillsonburg,9999,,,,,
malonry01,,,Ryan,Malone,,,,76,224,L,19206,45143,malonry01,2003,2011,,,L,1979,12,1,USA,PA,Pittsburgh,,,,,,
mccarsa01,,,Sandy,McCarthy,,Alexander,Sandman,75,222,R,11057,3513,mccarsa01,1993,2003,,,R,1972,6,15,Canada,ON,Toronto,,,,,,
carbole01,,,Leo,Carbol,,Leo,,71,170,R,12205,14609,carbole01,1942,1942,,,D,1908,6,5,Canada,ON,Ottawa,1991,11,13,USA,MO,
hansoem01,,,Emil,Hanson,,Emil Clarence,,68,165,L,12847,20007,hansoem01,1932,1932,,,D,1907,11,18,USA,SD,Centerville,1955,5,16,,,
corneph01,,,Phillipe,Cornet,,,,72,196,,,,corneph01,2011,2011,,,L,1990,3,28,,,,,,,,,
frasecu01,frasecu01c,,Curt,Fraser,,Curt Martin,Frazz,73,200,L,12644,1771,frasecu01,1978,1989,,,L,1958,1,12,USA,OH,Cincinnati,,,,,,
jensejo01,,,Joe,Jensen,,,,71,180,L,21118,65951,jensejo01,2007,2007,,,C,1983,2,6,USA,MN,Maple Grove,,,,,,
krutovl01,,,Vladimir,Krutov,,Vladimir,The Tank,69,195,L,13235,2837,krutovl01,1989,1989,,,L,1960,6,1,Russia,,Moscow,,,,,,
helensa01,,,Sami,Helenius,,Sami,Helge,78,230,L,14916,13683,helensa01,1996,2002,,,D,1974,1,22,Finland,,Helsinki,,,,,,
laroust01,,,Steve,Larouche,,Steven,,72,180,R,10897,2986,laroust01,1994,1995,,,C,1971,4,14,Canada,QC,Rouyn-Noranda,,,,,,
lindrer01,,,Eric,Lindros,,Eric Bryan,The Next One,76,240,R,10953,3158,lindrer01,1992,2006,,,C,1973,2,28,Canada,ON,London,,,,,,
duguaro01,,,Ron,Duguay,,Ronald,Doogie,74,200,R,10401,1470,duguaro01,1977,1988,,,C,1957,7,6,Canada,ON,Sudbury,,,,,,
reesedy01,,,Dylan,Reese,,,,72,195,R,,72684,reesedy01,2009,2011,,,D,1984,8,29,USA,PA,Pittsburgh,,,,,,
grayjo01,,,John,Gray,,John Gordon,,70,180,L,,2016,grayjo01,,,1974,1978,R,1949,8,13,Canada,ON,Little Current,,,,,,
erickch01,,,Chad,Erickson,,Chad Carlyle,,70,175,R,18256,1574,erickch01,1991,1991,,,G,1970,8,21,USA,MN,Minneapolis,,,,,,
angotlo01,angotlo01c,,Lou,Angotti,,Louis Frederick,,69,170,R,11852,87,angotlo01,1964,1973,1974,1974,C,1938,1,16,Canada,ON,Toronto,,,,,,
folcope01,,,Peter,Folco,,Peter Kevin,,72,185,L,12615,8317,folcope01,1973,1973,1975,1976,D,1953,8,13,Canada,QC,Montreal,,,,,,
bergemi02,,,Mike,Berger,,Michael,,72,195,R,11977,343,bergemi02,1987,1988,,,D,1967,6,2,Canada,AB,Edmonton,,,,,,
figalmi01,,,Milan,Figala,,,,,,,,35934,figalmi01,,,1977,1977,D,,,,,,,,,,,,
,dandule01c,dandule01h,Leo,Dandurand,,Joseph Viateur,,,,,B196301,68364,dandule99c,,,,,,1889,7,9,USA,IL,Bourbonnais,1964,6,26,,,
belanro01,,,Roger,Belanger,,Roger,,72,190,R,11953,9632,belanro01,1984,1984,,,R,1965,12,1,Canada,ON,St. Catharines,,,,,,
bawaro01,,,Robin,Bawa,,Robin N.,,74,214,R,10079,251,bawaro01,1989,1993,,,R,1966,3,26,Canada,BC,Duncan,,,,,,
kalindm01,,,Dmitri,Kalinin,,Dmitri,,75,206,L,16456,36978,kalindm01,1999,2008,,,D,1980,7,22,Russia,,Cheljabinsk,,,,,,
coxecr01,,,Craig,Coxe,,Craig,,76,210,L,10305,1139,coxecr01,1984,1991,,,C,1964,1,21,USA,CA,Chula Vista,,,,,,
