playerid,award,year,lgid,note,pos
vachoro01,Second Team All-Star,1974,NHL,,G
roypa01,Jennings,1986,NHL,shared,
stlouma01,Lady Byng,2009,NHL,,
sakicjo01,First Team All-Star,2001,NHL,,C
nilsske01,Deneau,1978,WHA,Most Gentlemanly,
parenbe01,Vezina,1974,NHL,,
iginlja01,Pearson,2001,NHL,,
crosbsi01,Pearson,2006,NHL,,
ullmano01,First Team All-Star,1964,NHL,,C
tayloda01,King Clancy,1990,NHL,,
staplpa01,Murphy,1973,WHA,Best Defenceman,
goulemi01,First Team All-Star,1986,NHL,,LW
berarbr01,Calder,1996,NHL,,
wortero01,Vezina,1930,NHL,,
giacoed01,Second Team All-Star,1967,NHL,,G
rydermi01,All-Rookie,2003,NHL,,F
jenseal01,Jennings,1983,NHL,shared,
meszaan01,All-Rookie,2005,NHL,,D
duncaia01,All-Rookie,1987,NHL,,LW
trottbr01,King Clancy,1988,NHL,,
mogilal01,Second Team All-Star,1995,NHL,,RW
roypa01,All-Rookie,1985,NHL,,G
thomati01,Vezina,2010,NHL,,
smithga01,Vezina,1971,NHL,shared,
messima01,Conn Smythe,1983,NHL,,
hasekdo01,Vezina,1993,NHL,,
kennete01,Second Team All-Star,1950,NHL,tie,C
priceca01,All-Rookie,2007,NHL,,G
hextabr01,First Team All-Star,1939,NHL,,RW
maddejo01,Selke,2000,NHL,,
coffepa01,Second Team All-Star,1983,NHL,,D
sedinhe01,Art Ross,2009,NHL,,
stanlal01,Second Team All-Star,1965,NHL,,D
drydeda01,Hatskin,1978,WHA,Best Goaltender,
backsni01,Crozier,2006,NHL,,
gottsjo01,Second Team All-Star,1938,NHL,,LW
gretzwa01,Art Ross,1986,NHL,,
cookbu01,Second Team All-Star,1930,NHL,,LW
fleurth01,Second Team All-Star,1994,NHL,,RW
selante01,Calder,1992,NHL,,
nilssul01,First Team All-Star,1975,WHA,,C
sandsto01,All-Rookie,1984,NHL,,RW
bergfni01,All-Rookie,2009,NHL,,F
lemiema01,Pearson,1995,NHL,,
gretzwa01,Hart,1986,NHL,,
crosbsi01,Art Ross,2006,NHL,,
laflegu01,Pearson,1976,NHL,,
bentldo01,Second Team All-Star,1948,NHL,,C
pilotpi01,First Team All-Star,1962,NHL,,D
gravead01,King Clancy,1993,NHL,,
belivje01,Second Team All-Star,1968,NHL,,C
whitebi01,Second Team All-Star,1973,NHL,,D
selbybr01,Calder,1965,NHL,,
masonst01,Calder,2008,NHL,,
hallgl01,First Team All-Star,1963,NHL,,G
mullejo01,Lady Byng,1986,NHL,,
hullbo01,First Team All-Star,1965,NHL,,LW
bourqra01,Second Team All-Star,1994,NHL,,D
chelich01,First Team All-Star,1994,NHL,,D
bossymi01,First Team All-Star,1981,NHL,,RW
howego01,Second Team All-Star,1949,NHL,,RW
backsni01,Jennings,2006,NHL,shared,
karlser01,First Team All-Star,2011,NHL,,D
millery01,First Team All-Star,2009,NHL,,G
gretzwa01,Lady Byng,1979,NHL,,
redmomi01,Second Team All-Star,1973,NHL,,RW
sawchte01,Vezina,1951,NHL,,
trembjc01,First Team All-Star,1975,WHA,,D
orrbo01,Pearson,1974,NHL,,
turekro01,Second Team All-Star,1999,NHL,,G
gardich01,Vezina,1931,NHL,,
orrbo01,First Team All-Star,1967,NHL,,D
harvedo01,First Team All-Star,1956,NHL,,D
orrbo01,Hart,1970,NHL,,
liutmi01,Second Team All-Star,1986,NHL,,G
lalonne01,Art Ross,1920,NHL,,
keonda01,Deneau,1977,WHA,Most Gentlemanly,
howego01,Hart,1959,NHL,,
gretzwa01,First Team All-Star,1981,NHL,,C
esposph01,First Team All-Star,1970,NHL,,C
bauerbo01,Lady Byng,1940,NHL,,
lemiema01,Pearson,1992,NHL,,
macinal01,Second Team All-Star,1993,NHL,,D
parkbr01,First Team All-Star,1969,NHL,,D
neelyca01,Second Team All-Star,1987,NHL,,RW
gorinbu01,Masterton,1977,NHL,,
kiprumi01,Jennings,2005,NHL,,
shmyrpa01,Murphy,1975,WHA,Best Defenceman,
pecami01,Selke,2001,NHL,,
mikitst01,First Team All-Star,1961,NHL,,C
bauerbo01,Lady Byng,1939,NHL,,
tardima01,First Team All-Star,1975,WHA,,LW
reibedu01,Lady Byng,1955,NHL,,
laflegu01,First Team All-Star,1978,NHL,,RW
keonda01,Second Team All-Star,1961,NHL,,C
leclajo01,First Team All-Star,1997,NHL,,LW
jagrja01,Hart,1998,NHL,,
clappdi01,First Team All-Star,1938,NHL,,D
ftorero01,Second Team All-Star,1975,WHA,,C
tayloda01,Masterton,1990,NHL,,
appssy01,First Team All-Star,1941,NHL,,C
ovechal01,First Team All-Star,2005,NHL,,LW
burepa01,Richard,2000,NHL,,
dejorde01,Vezina,1966,NHL,shared,
kurrija01,Lady Byng,1984,NHL,,
stevesc01,Second Team All-Star,1996,NHL,,D
whitebi01,Second Team All-Star,1972,NHL,,D
harvedo01,First Team All-Star,1960,NHL,,D
lidstni01,First Team All-Star,2001,NHL,,D
hullbo01,Second Team All-Star,1977,WHA,,LW
belivje01,Conn Smythe,1964,NHL,,
dionnma01,First Team All-Star,1979,NHL,,C
nabokev01,First Team All-Star,2007,NHL,,G
drydeke01,Vezina,1978,NHL,shared,
mcsorma01,Plus-Minus,1990,NHL,tie,
belfoed01,Jennings,1998,NHL,shared,
crawfja01,Second Team All-Star,1942,NHL,,D
schmimi01,Art Ross,1939,NHL,,
