year,lgid,tmid,oppid,w,l,t,otl
2005,NHL,VAN,NYI,1,0,,0
1996,NHL,FLO,DET,1,1,0.0,
1971,NHL,BOS,LAK,4,1,1.0,
1998,NHL,BUF,COL,1,1,0.0,
1922,NHL,HAM,MTL,2,6,0.0,
1925,NHL,MTM,OTS,1,2,3.0,
2003,NHL,CBS,CHI,4,2,0.0,0
2001,NHL,FLO,COL,0,1,0.0,0
1999,NHL,DET,WAS,0,1,1.0,0
2007,NHL,STL,DET,4,4,,0
1994,NHL,DAL,CHI,3,2,0.0,
2000,NHL,STL,EDM,2,2,0.0,0
1960,NHL,NYR,DET,5,7,2.0,
2002,NHL,PHI,SJS,0,1,1.0,0
2007,NHL,NAS,VAN,1,2,,1
1998,NHL,EDM,ANA,3,2,0.0,
1978,WHA,NEW,QUN,11,4,1.0,
1921,WCHL,CAT,REG,3,5,0.0,
1980,NHL,STL,WAS,2,0,2.0,
1977,WHA,QUN,CIN,3,8,0.0,
1937,NHL,MTM,TOR,2,6,0.0,
1982,NHL,TOR,BOS,1,2,0.0,
2011,NHL,CHI,DAL,2,2,,0
2009,NHL,NYR,CHI,0,0,,1
1939,NHL,DET,TOR,1,6,1.0,
1998,NHL,CAR,STL,0,1,0.0,
1928,NHL,OTS,MTL,0,5,1.0,
1977,NHL,CHI,MNS,5,0,1.0,
1999,NHL,DET,OTT,1,0,0.0,0
1997,NHL,VAN,NJD,1,1,0.0,
2003,NHL,NYR,MIN,0,2,0.0,0
1936,NHL,MTM,MTL,3,2,3.0,
1970,NHL,MNS,PIT,3,1,2.0,
2002,NHL,DAL,PHI,0,0,1.0,0
1971,NHL,STL,MTL,1,4,1.0,
1972,NHL,TOR,PIT,2,2,1.0,
1977,WHA,QUN,IND,6,4,1.0,
1981,NHL,BUF,CAL,0,2,1.0,
1976,NHL,TOR,COR,2,1,1.0,
1982,NHL,TOR,PIT,2,1,0.0,
1927,NHL,OTS,DTC,3,0,1.0,
2011,NHL,CAR,PHO,0,1,,0
1992,NHL,NJD,WIN,0,1,1.0,
2002,NHL,NYR,DET,0,1,0.0,0
2008,NHL,CBS,NYI,1,0,,1
1985,NHL,CAL,DET,2,0,1.0,
1994,NHL,CAL,LAK,3,1,1.0,
1993,NHL,TOR,SJS,0,2,2.0,
1990,NHL,MTL,PHI,0,2,1.0,
1981,NHL,QUE,CHI,2,1,0.0,
1976,NHL,VAN,ATF,3,1,1.0,
1968,NHL,CHI,DET,3,4,1.0,
2011,NHL,EDM,CHI,3,1,,0
1983,NHL,TOR,NYR,2,1,0.0,
2006,NHL,VAN,CAL,4,4,,0
2000,NHL,SJS,LAK,2,1,1.0,1
1997,NHL,MTL,NJD,1,3,0.0,
2001,NHL,BUF,SJS,1,0,0.0,0
2001,NHL,NAS,CAL,3,1,0.0,0
1998,NHL,NYI,OTT,0,4,0.0,
2001,NHL,DET,LAK,2,1,0.0,1
1995,NHL,TBL,EDM,1,1,0.0,
2010,NHL,MIN,BOS,1,0,,0
2000,NHL,NJD,DET,1,0,0.0,0
1979,NHL,NYR,HAR,2,1,1.0,
1950,NHL,CHI,TOR,2,8,4.0,
1942,NHL,MTL,CHI,4,1,5.0,
1997,NHL,NYR,DAL,0,1,1.0,
1982,NHL,TOR,NYR,0,3,0.0,
1971,NHL,MNS,PIT,4,2,0.0,
2002,NHL,DET,NYI,1,0,1.0,0
2009,NHL,OTT,BUF,5,1,,0
1969,NHL,MNS,PHI,3,4,1.0,
1999,NHL,CAR,COL,0,2,0.0,0
1993,NHL,NJD,STL,1,0,1.0,
1976,WHA,EDO,MF2,1,2,0.0,
1998,NHL,PHI,TOR,3,1,0.0,
2009,NHL,VAN,CHI,2,2,,0
1987,NHL,BOS,NYI,1,2,0.0,
2011,NHL,WPG,WAS,4,1,,1
1997,NHL,PIT,DAL,0,1,1.0,
1993,NHL,ANA,DET,0,3,1.0,
2002,NHL,PIT,ATL,3,0,0.0,1
1997,NHL,NJD,BOS,2,0,2.0,
