coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
wattto01c,1982,WIN,NHL,1,,80.0,33.0,39.0,8.0,3,0,3,0
adamsja01c,1943,DET,NHL,1,,50.0,26.0,18.0,6.0,5,1,4,0
roberji01c,1991,HAR,NHL,1,,80.0,26.0,41.0,13.0,7,3,4,0
noelcl01c,2009,CBS,NHL,2,,24.0,10.0,8.0,6.0,,,,
sherofr01c,1978,NYR,NHL,1,,80.0,40.0,29.0,11.0,18,11,7,0
richato01c,2009,MIN,NHL,1,,82.0,38.0,36.0,8.0,,,,
watsoph01c,1972,PHB,WHA,2,,71.0,37.0,34.0,0.0,4,0,4,0
lemaija01c,1993,NJD,NHL,1,,84.0,47.0,25.0,12.0,20,11,9,0
mactacr01c,2007,EDM,NHL,1,,82.0,41.0,35.0,6.0,,,,
arboual01c,1973,NYI,NHL,1,,78.0,19.0,41.0,18.0,,,,
johnsed01c,1996,PIT,NHL,1,,62.0,31.0,26.0,5.0,,,,
mcvieto01c,1979,WIN,NHL,1,,77.0,19.0,47.0,11.0,,,,
renneto01c,2003,NYR,NHL,2,,20.0,5.0,15.0,0.0,,,,
milbumi01c,1998,NYI,NHL,1,,45.0,13.0,29.0,3.0,,,,
satorte01c,1987,BUF,NHL,1,,80.0,37.0,32.0,11.0,6,2,4,0
wilsoro02c,2005,SJS,NHL,1,,82.0,44.0,27.0,11.0,11,6,5,0
sherofr01c,1974,PHI,NHL,1,,80.0,51.0,18.0,11.0,17,12,5,0
kellyre01c,1968,LAK,NHL,1,,76.0,24.0,42.0,10.0,11,4,7,0
harrite01c,1976,MNS,NHL,1,,80.0,23.0,39.0,18.0,2,0,2,0
stasivi01c,1972,VAN,NHL,1,,78.0,22.0,47.0,9.0,,,,
hartscr01c,2000,ANA,NHL,1,,33.0,11.0,18.0,4.0,,,,
rossar01c,1927,BOS,NHL,1,,44.0,20.0,13.0,11.0,2,0,1,1
ftorero01c,1987,LAK,NHL,3,,52.0,23.0,25.0,4.0,5,1,4,0
gardihe01c,1928,CHI,NHL,1,,32.0,5.0,23.0,4.0,,,,
martija02c,2001,OTT,NHL,3,,,,,,12,7,5,0
