playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
sevigri01,1979,1,MTL,NHL,11,632,5,4,2,3,0,31,,,,,,,,,,
smithbi01,1983,1,NYI,NHL,42,2279,23,13,2,0,2,130,1252,21,1190,12,8,,0,0,54,567
lessama01,1978,1,LAK,NHL,49,2860,23,15,10,2,4,148,,2,126,0,2,,0,0,9,
cassifr01,2002,1,ATL,NHL,2,123,1,1,0,0,0,11,58,,,,,,,,,
mcnamge01,1960,1,TOR,NHL,5,300,2,2,1,,0,13,,,,,,,,,,
brathfr01,1994,1,EDM,NHL,14,601,2,5,1,1,0,40,292,,,,,,,,,
cloutja01,1985,1,BUF,NHL,15,872,5,9,1,2,1,49,428,,,,,,,,,
rhodeda01,1995,2,OTT,NHL,36,2123,10,22,4,1,2,98,1041,,,,,,,,,
peetepe01,1990,1,PHI,NHL,26,1270,9,7,1,2,1,61,623,,,,,,,,,
mckenbi01,1977,1,COR,NHL,12,654,3,6,2,1,0,42,,,,,,,,,,
roachjo01,1932,1,DET,NHL,48,2970,25,15,8,,10,93,,4,240,2,2,0,,1,8,
maniace01,1975,1,MNS,NHL,47,2704,13,27,5,0,2,151,,,,,,,,,,
reaugda01,1984,1,EDM,NHL,1,60,0,1,0,1,0,5,35,,,,,,,,,
chadwed01,1956,1,TOR,NHL,70,4200,21,34,15,,5,192,,,,,,,,,,
flahewa01,1992,1,SJS,NHL,1,60,0,1,0,0,0,5,46,,,,,,,,,
lindsbe01,1910,1,REN,NHA,16,960,8,8,0,,0,101,,,,,,,,,,
chabolo01,1933,1,MTL,NHL,47,2928,21,20,6,,8,101,,2,131,0,1,1,,0,4,
millery01,2002,1,BUF,NHL,15,912,6,8,1,1,1,40,410,,,,,,,,,
huetcr01,2006,1,MTL,NHL,42,2286,19,16,3,1,2,107,1280,,,,,,,,,
gilbegi01,1978,1,BOS,NHL,23,1254,12,8,2,1,0,74,,5,314,3,2,,0,0,16,
binklle01,1972,1,OTN,WHA,30,1709,10,17,1,1,0,106,900,4,223,1,3,,0,0,17,146
chevral01,1987,1,NJD,NHL,45,2354,18,19,3,4,1,148,1117,,,,,,,,,
riendvi01,1992,1,DET,NHL,22,1193,13,4,2,1,0,64,522,,,,,,,,,
hanlogl01,1986,1,DET,NHL,36,1963,11,16,5,3,1,104,975,8,467,5,2,,0,2,13,227
shtalmi01,1996,1,ANA,NHL,24,1079,7,8,1,4,2,52,539,4,211,0,3,,1,0,10,162
macindr01,2007,1,VAN,NHL,2,61,0,1,0,0,0,3,22,,,,,,,,,
burkese01,1996,1,HAR,NHL,51,2985,22,22,6,6,4,134,1560,,,,,,,,,
hainsge01,1934,1,TOR,NHL,48,2957,30,14,4,,8,111,,7,461,3,4,0,,2,12,
dunhami01,2001,1,NAS,NHL,58,3316,23,24,9,2,3,144,1525,,,,,,,,,
drydeke01,1970,1,MTL,NHL,6,327,6,0,0,0,0,9,,20,1221,12,8,,2,0,61,
coxab01,1935,1,MTL,NHL,1,70,0,0,1,,0,1,,,,,,,,,,
bishobe01,2011,1,OTT,NHL,10,532,3,3,2,0,0,22,243,,,,,,,,,
winklha01,1922,1,EDE,WCHL,29,1797,18,10,1,,1,89,,2,150,1,0,1,,1,3,
fernama01,1995,1,DAL,NHL,5,249,0,1,1,0,0,19,121,,,,,,,,,
brownke01,1972,1,ALB,WHA,20,1034,10,8,0,1,1,63,540,,,,,,,,,
corsiji01,1979,1,EDM,NHL,26,1366,8,14,3,3,0,83,,,,,,,,,,
