playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
camerha01,1917,TOA,NHL,D,5,3,1,4,0
noblere01,1917,TOA,NHL,L,5,2,1,3,0
benedcl01,1922,OTS,NHL,G,6,0,0,0,2
marksja01,1912,QU1,NHA,R,3,2,0,2,2
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
darraja01,1914,OT1,NHA,C,2,3,0,3,6
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
sheppjo01,1922,EDE,WCHL,C,1,0,0,0,0
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
morenho01,1923,MTL,NHL,C,4,4,2,6,4
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
gerared01,1914,OT1,NHA,L,3,1,2,3,14
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
gerared01,1920,OTS,NHL,D,5,0,0,0,44
camerha01,1913,TBS,NHA,D,2,1,0,1,4
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
phillme01,1925,MTM,NHL,F,4,1,1,2,0
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
noblere01,1925,MTM,NHL,D,4,0,0,0,4
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
coutubi01,1918,MTL,NHL,D,5,0,1,1,0
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
