playerid,year,ppa,sha
nylunga01,1988,1,
krushmi01,1990,3,
dahlqch01,1990,,1
sheehne01,1987,1,
poulida02,1989,1,1
grahadi01,1987,7,1
adamsgr01,1988,1,
quinnda01,1989,15,1
pederba01,1989,7,1
dineego01,1988,2,
frycemi01,1988,3,
brookbo01,1989,1,2
hullbr01,1987,10,
stastpe01,1989,23,
mckegto01,1989,3,
rousebo01,1988,,1
mckegto01,1990,7,
kaspest01,1988,6,2
mcbeawa01,1988,1,
hardyma01,1988,5,
ciccadi01,1988,10,1
gartnmi01,1989,14,1
zezelpe01,1990,5,1
malondo01,1988,2,
frasecu01,1987,2,
bradlbr01,1990,10,
adamsgr01,1989,1,
creigad01,1988,7,
archida01,1989,4,
loisecl01,1990,1,1
picarro02,1989,1,1
deblolu01,1990,,1
broteaa01,1990,1,
lawtobr01,1989,1,
samueul01,1990,,2
wilsoca01,1990,4,
smaildo01,1990,1,1
huntema01,1990,4,
momesse01,1990,1,
manthmo01,1987,15,1
lawlepa01,1987,3,
franclo01,1990,1,1
sandsto01,1989,20,
lemiejo01,1989,1,1
macivno01,1988,19,
zezelpe01,1988,17,
wilsoca01,1987,9,3
maroima01,1988,3,
brownje02,1989,24,
maclebr01,1988,8,
quinnda01,1990,18,
actonke01,1988,,1
carsoji01,1989,5,
wellsja01,1989,3,2
macdepa01,1989,2,
nichobe01,1989,37,1
pederma01,1990,7,
tuckejo01,1989,6,
halwado01,1988,1,
thibagi01,1989,2,
kontoch01,1987,6,
wilsoca01,1988,19,
norwole01,1990,3,
ferrara01,1990,5,
petitmi01,1990,16,
libaig01,1988,6,
crossdo01,1990,21,
laughcr01,1987,3,
vaiveri01,1988,15,
playfla01,1988,,1
linseke01,1989,8,
tantito01,1990,5,
jonssto01,1988,24,
erickbr01,1987,6,
