year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1991,NHL,MNS,DAL,CC,NO,4,DSF,80,32,42,6.0,,70,,,246,278,Minnesota North Stars,2169,20,76,446,22,77,417,9
1957,NHL,TOR,TOR,,,6,,70,21,38,11.0,,53,,,192,226,Toronto Maple Leafs,861,,,,,,,
1922,WCHL,SAC,SAS,,,4,,30,8,20,2.0,,18,,,91,125,Saskatoon Crescents,,,,,,,,
1973,WHA,CLC,MF2,,EW,3,AVQF,78,37,32,9.0,,83,,,266,264,Cleveland Crusaders,1007,0,56,245,12,59,237,6
2003,NHL,DAL,DAL,WC,PC,2,CQF,82,41,26,13.0,2,97,,,194,175,Dallas Stars,1143,20,52,328,11,44,311,5
1981,NHL,CAL,CAL,CC,SM,3,DSF,80,29,34,17.0,,75,,,334,345,Calgary Flames,1331,22,78,290,9,72,328,8
2005,NHL,COL,COL,WC,NW,2,CSF,82,43,30,,9,95,3,6,283,257,Colorado Avalanche,1178,26,89,473,12,69,448,11
2009,NHL,MIN,MIN,WC,NW,4,,82,38,36,,8,84,5,7,219,246,Minnesota Wild,924,10,59,309,13,53,306,4
1988,NHL,HAR,CAR,WA,AD,4,DSF,80,37,38,5.0,,79,,,299,290,Hartford Whalers,1672,10,87,418,18,70,377,3
1991,NHL,PHI,PHI,WA,PT,6,,80,32,37,11.0,,75,,,252,273,Philadelphia Flyers,1838,10,68,411,12,76,392,15
1941,NHL,MTL,MTL,,,6,QF,48,18,27,3.0,,39,,,134,173,Montreal Canadiens,482,,,,,,,
1941,NHL,NYR,NYR,,,1,SF,48,29,17,2.0,,60,,,177,143,New York Rangers,390,,,,,,,
1950,NHL,NYR,NYR,,,5,,70,20,29,21.0,,61,,,169,201,New York Rangers,776,,,,,,,
1979,NHL,STL,STL,CC,SM,2,PRE,80,34,34,12.0,,80,,,266,278,St. Louis Blues,1037,14,53,289,4,40,263,5
1972,NHL,CHI,CHI,,WD,1,F,78,42,27,9.0,,93,,,284,225,Chicago Black Hawks,864,4,52,244,4,51,255,10
1994,NHL,HAR,CAR,EC,NE,5,,48,19,24,5.0,,43,,,127,141,Hartford Whalers,915,2,30,174,6,37,185,3
1957,NHL,MTL,MTL,,,1,SC,70,43,17,10.0,,96,,,250,158,Montreal Canadiens,945,,,,,,,
2000,NHL,BUF,BUF,EC,NE,2,CSF,82,46,30,5.0,1,98,,,218,184,Buffalo Sabres,1249,8,60,373,5,40,334,6
2008,NHL,NYR,NYR,EC,AT,4,CQF,82,43,30,,9,95,10,6,210,218,New York Rangers,1199,24,48,346,14,40,329,9
1985,NHL,PIT,PIT,WA,PT,5,,80,34,38,8.0,,76,,,313,305,Pittsburgh Penguins,1538,18,93,425,17,78,340,12
2007,NHL,NAS,NAS,WC,CE,2,CQF,82,41,32,,9,91,3,5,230,229,Nashville Predators,1027,12,53,358,10,49,335,7
1974,NHL,NYI,NYI,CC,PT,3,SF,80,33,25,22.0,,88,,,264,221,New York Islanders,1116,2,51,273,7,55,340,11
1910,NHA,MOC,MTL,,,2,,16,8,8,0.0,,16,,,66,62,Montreal Canadiens,,,,,,,,
1942,NHL,DET,DET,,,1,SC,50,25,14,11.0,,61,,,169,124,Detroit Red Wings,371,,,,,,,
1975,NHL,WAS,WAS,WA,NO,5,,80,11,59,10.0,,32,,,224,394,Washington Capitals,951,8,53,375,3,64,252,2
1947,NHL,TOR,TOR,,,1,SC,60,32,15,13.0,,77,,,182,143,Toronto Maple Leafs,765,,,,,,,
1941,NHL,TOR,TOR,,,2,SC,48,27,18,3.0,,57,,,158,136,Toronto Maple Leafs,341,,,,,,,
