playerid,year,stint,tmid,w,l,sa,ga
rinnepe01,2011,1,NAS,4,5,30,9
burkese01,2006,1,LAK,2,2,22,11
khabini01,2006,1,CHI,4,4,33,11
bouchbr01,2006,1,CHI,0,2,4,4
priceca01,2010,1,MTL,3,2,24,6
khabini01,2010,1,EDM,1,3,18,4
toskave01,2008,1,TOR,4,5,29,14
macdojo01,2008,1,NYI,3,3,15,6
ersbeer01,2009,1,LAK,1,2,16,7
smithmi02,2010,1,TBL,1,0,4,0
masonst01,2008,1,CBS,6,5,31,9
luongro01,2005,1,FLO,4,4,27,7
dubnyde01,2010,1,EDM,0,6,19,10
sauveph01,2005,1,CAL,1,0,3,0
lundqhe01,2007,1,NYR,6,7,42,13
backsni01,2011,1,MIN,5,6,32,15
quickjo01,2010,1,LAK,10,0,44,8
masonst01,2009,1,CBS,0,7,28,12
budajpe01,2011,1,MTL,0,4,15,7
millery01,2005,1,BUF,3,2,17,5
osgooch01,2008,1,DET,4,2,21,6
holmqjo01,2007,1,TBL,1,0,4,1
labarja01,2007,1,LAK,2,1,10,5
kiprumi01,2006,1,CAL,3,4,16,7
sabouda01,2008,1,PIT,3,2,19,5
ersbeer01,2008,1,LAK,1,4,20,8
scrivbe01,2011,1,TOR,1,1,5,2
lehtoka01,2010,1,DAL,3,7,33,14
rolosdw01,2008,1,EDM,4,4,24,5
lehtoka01,2008,1,ATL,4,1,22,5
khabini01,2008,1,CHI,2,5,19,9
peterju01,2010,1,CAR,0,1,2,2
tellqmi01,2007,1,PHO,0,2,16,4
luongro01,2009,1,VAN,2,3,14,5
hedbejo01,2008,1,ATL,3,0,13,1
bryzgil01,2011,1,PHI,3,5,25,13
vokouto01,2005,1,NAS,4,3,20,8
rolosdw01,2010,1,NYI,0,1,3,2
lundqhe01,2006,1,NYR,8,4,50,9
nabokev01,2007,1,SJS,6,6,40,18
bironma01,2005,1,BUF,2,3,12,5
halakja01,2010,1,STL,3,4,29,10
halakja01,2011,1,STL,3,7,32,9
fernama01,2005,1,MIN,4,2,19,4
legacma01,2009,1,CAR,2,2,16,4
johnsbr02,2011,1,PIT,0,1,3,2
toskave01,2009,1,TOR,1,1,4,2
climima01,2008,1,DAL,1,0,3,2
auldal01,2007,2,BOS,2,3,15,5
bryzgil01,2007,1,AND,0,1,3,1
elliobr01,2010,2,COL,2,1,10,1
auldal01,2010,1,MTL,0,1,4,1
brodema01,2008,1,NJD,2,1,10,3
danisya01,2009,1,NJD,0,1,3,3
millery01,2011,1,BUF,5,4,34,11
clemmsc01,2010,1,FLO,2,6,23,12
sanfocu01,2005,1,STL,3,5,25,10
lundqhe01,2005,1,NYR,4,3,37,9
aubinje01,2007,1,LAK,1,1,4,2
kolziol01,2007,1,WAS,2,4,34,11
dipieri01,2009,1,NYI,1,0,8,3
bouchbr01,2008,1,SJS,1,1,6,2
raycran01,2006,1,TOR,3,6,32,13
conklty01,2008,1,DET,2,2,13,4
masonst01,2010,1,CBS,4,5,31,10
bironma01,2008,1,PHI,2,3,17,5
backsni01,2009,1,MIN,2,7,38,14
masonch02,2007,1,NAS,1,4,13,5
hardijo01,2007,1,MIN,2,2,14,6
wardca01,2008,1,CAR,2,4,19,7
khabini01,2005,1,CHI,2,1,15,5
gigueje01,2007,1,AND,6,5,30,10
raycran01,2007,1,TOR,0,1,6,2
hasekdo01,2005,1,OTT,2,4,16,6
greisth01,2011,1,SJS,1,1,7,2
huetcr01,2005,1,MTL,1,2,9,3
hillejo01,2008,1,AND,5,1,31,5
millery01,2007,1,BUF,4,7,33,14
thomati01,2010,1,BOS,1,5,19,9
wardca01,2010,1,CAR,5,4,25,6
vokouto01,2007,1,FLO,5,6,41,11
lundqhe01,2011,1,NYR,4,3,25,7
raycran01,2009,1,VAN,2,1,12,6
bryzgil01,2006,1,AND,0,4,13,6
noronmi01,2005,1,BUF,0,0,1,1
brodema01,2010,1,NJD,1,1,9,2
niemian02,2011,1,SJS,8,4,40,9
niemian02,2009,1,CHI,6,2,32,6
denisma01,2006,1,TBL,4,1,20,2
turcoma01,2007,1,DAL,3,3,23,9
turcoma01,2008,1,DAL,5,6,43,16
smithmi02,2006,1,DAL,1,0,3,0
andercr01,2008,1,FLO,0,4,11,7
ellisda01,2008,1,NAS,1,3,11,6
