playerid,year,stint,tmid,s,g,gdg
oleszro01,2009,1,FLO,9,2,1
murragl01,2005,1,BOS,5,1,0
perryco01,2007,1,AND,7,4,3
froloal01,2005,1,LAK,4,3,1
stillco01,2005,1,CAR,3,1,1
meyerfr01,2006,1,PHI,1,0,0
stepade01,2010,1,NYR,5,0,0
samuemi01,2009,1,VAN,3,1,1
balasja01,2005,1,CBS,9,6,3
pominja01,2007,1,BUF,4,2,0
paveljo01,2011,1,SJS,4,10,2
froloal01,2009,1,LAK,1,0,0
savarma01,2008,1,BOS,3,0,0
deshada01,2010,1,MTL,2,1,0
kopitan01,2008,1,LAK,7,2,0
jeffrdu01,2010,1,PIT,1,1,1
kariypa01,2006,1,NAS,11,7,1
boedkmi01,2008,1,PHO,1,0,0
spezzja01,2006,1,OTT,3,0,0
laichbr01,2006,1,WAS,2,0,0
boothda01,2007,1,FLO,1,0,0
nielsfr01,2009,1,NYI,12,7,2
lehtije01,2007,1,DAL,2,0,0
jokinol01,2011,1,CAL,3,8,0
ritchby01,2006,1,CAL,3,2,0
reinpst01,2007,1,PHO,2,0,0
tenkrpe01,2006,1,BOS,3,2,1
tambeje01,2010,1,VAN,5,2,1
nasluma02,2006,1,VAN,7,2,1
mcammde01,2007,1,OTT,3,1,1
clymebe01,2006,1,WAS,1,0,0
grabomi01,2010,1,TOR,6,2,1
mccleja01,2005,1,STL,4,2,0
robitra01,2006,1,PHI,1,0,0
datsypa01,2009,1,DET,14,7,2
emingst01,2005,1,WAS,1,0,0
dawesni01,2010,2,MTL,1,1,0
koivusa01,2009,1,AND,3,1,1
datsypa01,2007,1,DET,10,4,1
fishemi01,2005,1,OTT,2,0,0
doansh01,2008,1,PHO,4,2,0
laperia01,2007,1,COL,1,0,0
samsose01,2010,1,CAR,2,1,1
brunean01,2010,1,MIN,1,0,0
pecami01,2007,1,CBS,4,1,0
burnsbr01,2007,1,MIN,5,3,1
laddan01,2010,1,ATL,5,2,1
myersty01,2010,1,BUF,1,0,0
nylanmi01,2005,1,NYR,11,5,0
kaberto01,2011,2,MTL,0,1,0
simjo01,2005,1,PHI,1,0,0
boyleda01,2006,1,TBL,1,0,0
kanepa01,2011,1,CHI,6,12,4
stastpa01,2006,1,COL,3,0,0
perreya01,2006,2,TOR,2,1,0
carcida01,2008,1,PHO,1,1,1
batessh01,2006,1,NYI,1,0,0
setogde01,2008,1,SJS,2,0,0
bradlma01,2009,1,WAS,2,0,0
iginlja01,2005,1,CAL,9,1,0
forsbpe01,2005,1,PHI,7,3,0
morrobr01,2009,1,DAL,2,0,0
brouwtr01,2009,1,CHI,5,1,1
spurgja01,2011,1,MIN,0,1,0
nolanow01,2006,1,PHO,1,0,0
eavespa01,2009,1,DET,3,0,0
hechtjo01,2009,1,BUF,4,3,1
gilbeto01,2008,1,EDM,1,0,0
hemskal01,2009,1,EDM,4,2,1
burnsbr01,2009,1,MIN,3,1,1
ribeimi01,2007,1,DAL,5,1,0
mcdonan01,2008,1,STL,6,2,0
stumpjo01,2007,1,FLO,3,1,1
tangual01,2007,1,CAL,2,0,0
kozlovi01,2005,1,NJD,12,8,5
kovalil01,2011,1,NJD,11,14,7
miettan01,2007,1,DAL,1,1,0
hensitj01,2007,1,COL,2,0,0
perrier01,2006,1,TBL,4,0,0
wrighty01,2005,1,CBS,1,0,0
handzmi01,2008,1,LAK,1,0,0
tkachke01,2006,1,STL,5,1,0
bochebr01,2007,2,AND,1,0,0
kunitch01,2006,1,AND,6,2,0
korpila01,2011,1,PHO,0,2,0
brierda01,2008,1,PHI,3,2,0
boothda01,2009,1,FLO,2,1,0
strudja01,2005,1,NYR,1,1,0
lundmja01,2009,2,TOR,1,0,0
kaberto01,2006,1,TOR,3,1,0
holmsto01,2009,1,DET,1,0,0
brindro01,2006,1,CAR,2,1,0
letankr01,2010,1,PIT,13,3,1
lehtije01,2005,1,DAL,1,0,0
mitchjo02,2008,1,TOR,2,1,1
muirbr01,2005,1,WAS,1,1,0
bergepa01,2010,1,BOS,3,0,0
glenccu01,2010,1,CAL,3,1,1
kovalil01,2010,1,NJD,5,2,1
okposky01,2008,1,NYI,4,0,0
zajactr01,2006,1,NJD,4,1,1
biekske01,2008,1,VAN,1,0,0
armstco01,2008,1,ATL,1,0,0
hossama02,2007,1,NYR,4,1,0
nielsfr01,2007,1,NYI,1,0,0
clearda01,2006,1,DET,4,2,0
wolskwo01,2011,1,NYR,0,1,0
michami01,2009,1,OTT,1,0,0
hejdumi01,2008,1,COL,13,6,1
lemiema01,2005,1,PIT,3,0,0
keslery01,2009,1,VAN,5,3,0
michami01,2007,1,SJS,1,0,0
bergepa01,2005,1,BOS,9,2,1
alfreda01,2007,1,OTT,7,2,1
tyutife01,2008,1,CBS,1,1,1
nilssro01,2007,1,EDM,7,4,1
peverri01,2007,1,NAS,1,1,0
