corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
20,Корпорация &lt; &lt; Бостон Транзит Инч &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,2,
34,Корп. Ведущий иглл-рабочий Inc., , ,,,,,2004-10-12T10:41:26,1,
50,Группа экспертов в области транзитных перевозок, , ,,,,,2004-10-12T10:41:26,6,
64,"Корпорация ""Гигантская иглл-рабочая инк.""", , ,,,,,2004-10-12T10:41:26,8,
104,Corp. Apex NidleworkCo., , ,,,,,2004-10-12T10:41:26,2,
140,Корп. Транзитная компания., , ,,,,,2004-10-12T10:41:26,6,
144,Группа экспертов по иглл-рабочим кооперативам., , ,,,,,2004-10-12T10:41:26,5,
148,Компания &quot; Ресторанс Ко &quot; ., , ,,,,,2004-10-12T10:41:26,4,
183,Компания &quot; Империал механикКо &quot; ., , ,,,,,2004-10-12T10:41:26,7,
204,Корп. Apex HidleworkCorp., , ,,,,,2004-10-12T10:41:26,2,
220,"""Бостон Транз Корп"".", , ,,,,,2004-10-12T10:41:26,7,
227,Компьютерная компания QuestsCorp., , ,,,,,2004-10-12T10:41:26,2,
235,Корпоративная операкорп., , ,,,,,2004-10-12T10:41:26,7,
276,Компьютерная нефтяная коробка., , ,,,,,2004-10-12T10:41:26,8,
277,"Компьютерная компания ""КвестсКорп"".", , ,,,,,2004-10-12T10:41:26,4,
278,Компьютерная ресторанная компания., , ,,,,,2004-10-12T10:41:26,1,
332,"Корпорация ""ЛайтингЛтд"".", , ,,,,,2004-10-12T10:41:26,7,
340,Корп. Транзельд., , ,,,,,2004-10-12T10:41:26,4,
342,Группа экспертов LightingLtd., , ,,,,,2004-10-12T10:41:26,5,
357,Известная компания &lt; &lt; КвестсЛтд &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,6,
377,"Компьютерная компания ""КвестсЛтд"".", , ,,,,,2004-10-12T10:41:26,1,
