constructorid,constructorref,name,nationality,url
1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
15,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
17,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
20,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara
41,leyton,Leyton House,British,http://en.wikipedia.org/wiki/Leyton_House
44,eurobrun,Euro Brun,Italian,http://en.wikipedia.org/wiki/Euro_Brun
48,rial,Rial,German,http://en.wikipedia.org/wiki/Rial_%28racing_team%29
52,spirit,Spirit,British,http://en.wikipedia.org/wiki/Spirit_(racing_team)
60,merzario,Merzario,Italian,http://en.wikipedia.org/wiki/Merzario
68,lec,LEC,British,http://en.wikipedia.org/wiki/LEC_(Formula_One)
72,kojima,Kojima,Japanese,http://en.wikipedia.org/wiki/Kojima_Engineering
81,tecno,Tecno,Italian,http://en.wikipedia.org/wiki/Tecno
82,matra,Matra,French,http://en.wikipedia.org/wiki/Matra
105,maserati,Maserati,Italian,http://en.wikipedia.org/wiki/Maserati
108,epperly,Epperly,American,http://en.wikipedia.org/wiki/Epperly
112,meskowski,Meskowski,American,http://en.wikipedia.org/wiki/Meskowski
118,vanwall,Vanwall,British,http://en.wikipedia.org/wiki/Vanwall
120,dunn,Dunn,American,http://en.wikipedia.org/wiki/Dunn_Engineering
123,fry,Fry,British,http://en.wikipedia.org/wiki/Fry_(racing_team)
130,bugatti,Bugatti,French,http://en.wikipedia.org/wiki/Bugatti
131,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
132,lancia,Lancia,Italian,http://en.wikipedia.org/wiki/Lancia_in_Formula_One
139,bromme,Bromme,American,http://en.wikipedia.org/wiki/Bromme
141,simca,Simca,French,http://en.wikipedia.org/wiki/Simca
142,turner,Turner,American,http://en.wikipedia.org/wiki/Turner_(constructor)
143,del_roy,Del Roy,American,http://en.wikipedia.org/wiki/Del_Roy
149,sherman,Sherman,American,http://en.wikipedia.org/wiki/Sherman_(constructor)
153,cisitalia,Cisitalia,Italian,http://en.wikipedia.org/wiki/Cisitalia
170,cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
174,de_tomaso-osca,De Tomaso-Osca,Italian,http://en.wikipedia.org/wiki/De_Tomaso
178,cooper-alfa_romeo,Cooper-Alfa Romeo,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
183,brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
185,lds-alfa_romeo,LDS-Alfa Romeo,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
205,lotus_racing,Lotus,Malaysian,http://en.wikipedia.org/wiki/Lotus_Racing
208,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1
209,manor,Manor Marussia,British,http://en.wikipedia.org/wiki/Manor_Motorsport
210,haas,Haas F1 Team,American,http://en.wikipedia.org/wiki/Haas_F1_Team
