charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
614218,1356,470,2,1999-07-06T10:44:41,2990.0,1356,
1887205,1283,428,6,1999-10-08T10:50:20,1864.0,21283,
1603114,9888,463,6,1999-09-02T10:43:51,2347.0,19888,
991923,7838,264,8,1999-07-23T10:50:42,4017.0,7838,
1019679,2344,469,9,1999-10-03T10:45:06,348.0,22344,
10010,4210,451,2,1999-08-23T10:44:22,3355.0,14210,
1732077,9632,476,5,1999-06-23T10:46:06,2888.0,9632,
1860504,2588,431,4,1999-09-07T10:48:16,76.0,12588,
986439,9615,407,10,1999-07-24T10:50:17,4205.0,9615,
1336412,5198,419,7,1999-09-07T10:46:25,110.0,15198,
1914901,3816,480,9,1999-07-11T10:44:44,3423.0,3816,
14473,4489,464,7,1999-08-13T10:44:42,2549.0,14489,
1578053,7438,468,7,1999-08-09T10:49:38,131.0,7438,
1736117,9810,441,8,1999-09-10T10:46:24,4021.0,19810,
1523235,4579,484,5,1999-07-08T10:45:22,872.0,4579,
1705635,9112,424,10,1999-07-23T10:44:02,4957.0,9112,
589639,9629,451,7,1999-08-07T10:50:32,4085.0,9629,
623371,9554,499,8,1999-09-27T10:45:23,3159.0,29554,
700600,8195,409,10,1999-09-25T10:43:40,1062.0,28195,
1642486,6011,221,3,1999-08-03T10:46:53,3077.0,6011,
1984799,2727,500,3,1999-06-25T10:50:09,4187.0,2727,
1128398,9436,498,7,1999-09-05T10:45:48,3539.0,19436,
1571616,9577,438,5,1999-06-29T10:49:08,951.0,9577,
45349,8709,172,2,1999-10-01T10:47:07,1445.0,28709,
989029,8429,186,5,1999-08-17T10:50:29,1328.0,18429,
954761,9452,450,7,1999-09-07T10:47:50,1790.0,19452,
1506475,8038,349,3,1999-08-21T10:44:06,69.0,18038,
942300,8064,476,10,1999-10-07T10:46:52,3573.0,28064,
763571,8735,493,9,1999-08-26T10:48:30,2322.0,18735,
90733,8712,490,9,1999-06-19T10:50:37,3427.0,8712,
52850,8414,364,8,1999-07-10T10:47:42,3894.0,8414,
60022,9483,485,4,1999-06-29T10:48:13,4657.0,9483,
63544,6628,328,5,1999-10-11T10:48:29,3707.0,26628,
1700260,8898,340,2,1999-08-19T10:43:39,1135.0,18898,
1489912,8370,127,6,1999-09-25T10:50:33,3555.0,28370,
