playerid,award,year,lgid,note,pos
abdulka01,Вторая группа общей обороны,1969,NBA,,
abdulka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1969,NBA,,C
abdulka01,Новичок года,1969,NBA,,
abdulka01,Вторая группа общей обороны,1970,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1970,NBA,,C
abdulka01,Финал MVP,1970,NBA,,
abdulka01,Самый ценный игрок,1970,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1971,NBA,,C
abdulka01,Самый ценный игрок,1971,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1972,NBA,,C
abdulka01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1973,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1973,NBA,,C
abdulka01,Самый ценный игрок,1973,NBA,,
abdulka01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1974,NBA,,
abdulka01,Вторая группа общей обороны,1975,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1975,NBA,,C
abdulka01,Самый ценный игрок,1975,NBA,,
abdulka01,Вторая группа общей обороны,1976,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1976,NBA,,C
abdulka01,Самый ценный игрок,1976,NBA,,
abdulka01,Вторая группа общей обороны,1977,NBA,галстук,
abdulka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1977,NBA,,C
abdulka01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1978,NBA,,
abdulka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1978,NBA,,C
abdulka01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1979,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1979,NBA,,C
abdulka01,Самый ценный игрок,1979,NBA,,
abdulka01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1980,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1980,NBA,,C
abdulka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1982,NBA,,C
abdulka01,Вторая группа общей обороны,1983,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1983,NBA,,C
abdulka01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1984,NBA,,C
abdulka01,Финал MVP,1984,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1985,NBA,,C
abdulma02,Самый усовершенствованный игрок,1992,NBA,,
adamsal01,Новичок года,1975,NBA,,
aingeda01,Исполнительное заседание Года,2007,NBA,,
aldrila01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2010,NBA,,F
allenra02,Третья группа &lt; &lt; Все НБА &gt; &gt;,2000,NBA,,G
allenra02,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2004,NBA,,G
allento01,Вторая группа общей обороны,2010,NBA,,G
allento01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2011,NBA,,G
anderry01,Самый усовершенствованный игрок,2011,NBA,,
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,F
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,F
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2008,NBA,,F
anthoca01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2009,NBA,,F
anthoca01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2011,NBA,,F
archina01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1971,NBA,,G
archina01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1972,NBA,,G
archina01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1974,NBA,,G
archina01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1975,NBA,,G
archina01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1980,NBA,,G
arenagi01,Самый усовершенствованный игрок,2002,NBA,,
arenagi01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2004,NBA,,G
arenagi01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
arenagi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,G
arizipa01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1951,NBA,,
arizipa01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1955,NBA,,F
arizipa01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1956,NBA,,F
arizipa01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1958,NBA,,F
armstda01,Самый усовершенствованный игрок,1998,NBA,,
armstda01,Шестой человек года,1998,NBA,,
artesro01,Вторая группа общей обороны,2002,NBA,,
artesro01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2003,NBA,,
artesro01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2003,NBA,,F
artesro01,Защитник года,2003,NBA,,
artesro01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
artesro01,Вторая группа общей обороны,2008,NBA,,
artesro01,J. Премия за гражданство Вальтера Кеннеди,2010,NBA,,
augusdj01,Вторая команда всех новичков,2008,NBA,галстук,
austiis01,Самый усовершенствованный игрок,1996,NBA,,
bakervi01,Третья группа &lt; &lt; Все НБА &gt; &gt;,1996,NBA,,F
bakervi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1997,NBA,,F
barbole01,Шестой человек года,2006,NBA,,
barklch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1985,NBA,,F
barklch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1986,NBA,,F
barklch01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1987,NBA,,F
barklch01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1988,NBA,,F
barklch01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1989,NBA,,F
barklch01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1990,NBA,,F
barklch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1991,NBA,,F
barklch01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1992,NBA,,F
barklch01,Самый ценный игрок,1992,NBA,,
barklch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1993,NBA,,F
barklch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1994,NBA,,F
barklch01,Третья группа &lt; &lt; Все НБА &gt; &gt;,1995,NBA,,F
barnema01,Вторая группа &lt; &lt; АБА &gt; &gt;,1974,ABA,,F
barnema01,Новичок года,1974,ABA,,
