playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
proksjo01,,Иосиф,P.,Прокса,,,,Джо,G,0.0,0.0,73.0,185.0,Пенсильвания,,1914-06-30,,,,,,,,1999-10-25,W
scrugch01,,Чарли,,Крючки,,,,,F,0.0,0.0,72.0,180.0,Джорджия Технология,,0000-00-00,,,,,,,,0000-00-00,W
schrobi01,,Уильям,Henry,Шредер,,,,Билл,G-F,0.0,0.0,72.0,190.0,Висконсин,,1923-04-11,Шебойган,ЖИ,США,Центр Шебойгана,Шебойган,ЖИ,США,2003-12-09,W
parsoch01,Чендлер,Чендлер,,Парсоны,,,,,F,0.0,0.0,81.0,200.0,Флорида,,1988-10-25,Касельберри,ФК,США,Озеро Хауэлл,Зимний парк,ФЛ,США,0000-00-00,W
searced01,Эд,Эдвин,,Циркуляция,,,,Эд,F,0.0,0.0,78.0,210.0,Сент-Джонс (НЙ),,1952-04-17,Нью-Йорк,Нью-Йорк,США,Мемориал &lt; &lt; Пауэр мемориал &gt; &gt;,Нью-Йорк,Нью-Йорк,США,0000-00-00,B
maydo01,Дон,Дональд,John,Май,,,,"Донни, Донни",F,0.0,0.0,76.0,200.0,Дейтон,,1946-01-03,Дейтон,Ооо.,США,Бельмонт,Дейтон,Ооо.,США,0000-00-00,W
perigbi01,,Уильям,J.,Периго,,,,Билл,F,0.0,0.0,72.0,180.0,Западный Мичиган,,1911-09-17,,,,Дельфи,Дельфи,ВНУТРЕННИЕ,США,1990-02-07,W
schenlu01,Люк,Люк,Dean,Шенсхер,,,,,C,0.0,0.0,85.0,255.0,Джорджия Технология,Австралийский институт спорта,1982-12-31,&quot; Лес надежды &quot;,,AUS,Колледж озера Гиннидерра,Канберра,,AUS,0000-00-00,W
goldfbe01,Бен,Бенджамин,Paul,Голдфаден,,,,Бен,F,0.0,0.0,73.0,185.0,Джордж Вашингтон,,1913-09-06,,,,Южный Сайд,Ньюарк,NJ,США,0000-00-00,W
obrieto01,,Томми,,О'Брайен,,,,,G-F,0.0,0.0,0.0,0.0,Джордж Вашингтон,,0000-00-00,,,,,,,,0000-00-00,W
evansma01,Морис,Морис,Eugene,Эванс,,,,,G,0.0,0.0,77.0,220.0,Техас,Штат Уичита,1978-11-08,Уичита,KS,США,Коллегия Уичиты,Уичита,KS,США,0000-00-00,B
murphal01,Аллен,Аллен,,Мёрфи,,,,,G-F,0.0,0.0,76.5,190.0,Луисвилль,,1952-07-15,Бирмингем,AL,США,Паркер,Бирмингем,AL,США,0000-00-00,B
cartyja01,Джей,Джей,J.,Карти,,,Младший.,,F,0.0,0.0,79.5,220.0,Государство Орегон,,1941-07-04,Западные равнины,МО,США,Бэрроуз,Китайское озеро,КА,США,0000-00-00,W
