payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
23,316,1999-09-02T00:00:00,4465.0,0,
2052,3623,1999-09-02T00:00:00,6503.0,0,
2623,4236,1999-09-02T00:00:00,6741.0,0,
2934,4570,1999-09-02T00:00:00,8524.0,0,
3641,5299,1999-09-02T00:00:00,20318.0,0,
4439,6113,1999-09-02T00:00:00,17182.0,0,
4568,6243,1999-09-02T00:00:00,3881.0,0,
4952,6629,1999-09-02T00:00:00,14443.0,0,
6638,8319,1999-09-02T00:00:00,11993.0,0,
6720,8401,1999-09-02T00:00:00,14940.0,0,
7218,8899,1999-09-02T00:00:00,22391.0,0,
7823,9504,1999-09-02T00:00:00,24458.0,0,
7848,9529,1999-09-02T00:00:00,62511.0,0,
7880,9561,1999-09-02T00:00:00,55311.0,0,
7883,9564,1999-09-02T00:00:00,60327.0,0,
8841,2125,1999-10-03T00:00:00,166.0,0,
9325,3023,1999-10-03T00:00:00,4196.0,0,
9522,3321,1999-10-03T00:00:00,1346.0,0,
11378,5692,1999-10-03T00:00:00,1377.0,0,
12189,6581,1999-10-03T00:00:00,14799.0,0,
12252,6651,1999-10-03T00:00:00,14344.0,0,
12627,7039,1999-10-03T00:00:00,12726.0,0,
12718,7137,1999-10-03T00:00:00,12134.0,0,
13688,8127,1999-10-03T00:00:00,8633.0,0,
13940,8382,1999-10-03T00:00:00,9838.0,0,
13951,8393,1999-10-03T00:00:00,12088.0,0,
14211,8654,1999-10-03T00:00:00,33013.0,0,
14434,8878,1999-10-03T00:00:00,8961.0,0,
14659,9105,1999-10-03T00:00:00,18947.0,0,
14713,9159,1999-10-03T00:00:00,11633.0,0,
14781,9227,1999-10-03T00:00:00,26604.0,0,
