corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
2,Corp. Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
8,Corp. Apex RestaurantsInc., , ,,,,,2004-10-12T10:41:26,1,
9,Corp. Apex Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
15,Corp. Boston OperaInc., , ,,,,,2004-10-12T10:41:26,8,
23,Corp. Computer MachineryInc., , ,,,,,2004-10-12T10:41:26,6,
31,Corp. Driven Key StonesInc., , ,,,,,2004-10-12T10:41:26,1,
45,Corp. Expert OperaInc., , ,,,,,2004-10-12T10:41:26,1,
54,Corp. Famous NeedleworkInc., , ,,,,,2004-10-12T10:41:26,2,
60,Corp. Famous TransitInc., , ,,,,,2004-10-12T10:41:26,4,
76,Corp. Humble PetroleumInc., , ,,,,,2004-10-12T10:41:26,4,
78,Corp. Humble RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
97,Corp. Just QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
102,Corp. Apex LightingCo., , ,,,,,2004-10-12T10:41:26,5,
124,Corp. Computer NeedleworkCo., , ,,,,,2004-10-12T10:41:26,4,
129,Corp. Computer Sail MakersCo., , ,,,,,2004-10-12T10:41:26,4,
151,Corp. Famous Key StonesCo., , ,,,,,2004-10-12T10:41:26,7,
163,Corp. Giant MachineryCo., , ,,,,,2004-10-12T10:41:26,6,
168,Corp. Giant RestaurantsCo., , ,,,,,2004-10-12T10:41:26,7,
181,Corp. Imperial Key StonesCo., , ,,,,,2004-10-12T10:41:26,4,
187,Corp. Imperial QuestsCo., , ,,,,,2004-10-12T10:41:26,2,
189,Corp. Imperial Sail MakersCo., , ,,,,,2004-10-12T10:41:26,8,
198,Corp. Just RestaurantsCo., , ,,,,,2004-10-12T10:41:26,8,
205,Corp. Apex OperaCorp., , ,,,,,2004-10-12T10:41:26,1,
212,Corp. Boston LightingCorp., , ,,,,,2004-10-12T10:41:26,1,
219,Corp. Boston Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,4,
232,Corp. Driven LightingCorp., , ,,,,,2004-10-12T10:41:26,8,
245,Corp. Expert OperaCorp., , ,,,,,2004-10-12T10:41:26,3,
253,Corp. Famous MachineryCorp., , ,,,,,2004-10-12T10:41:26,7,
260,Corp. Famous TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
262,Corp. Giant LightingCorp., , ,,,,,2004-10-12T10:41:26,3,
263,Corp. Giant MachineryCorp., , ,,,,,2004-10-12T10:41:26,4,
271,Corp. Humble Key StonesCorp., , ,,,,,2004-10-12T10:41:26,6,
281,Corp. Imperial Key StonesCorp., , ,,,,,2004-10-12T10:41:26,1,
283,Corp. Imperial MachineryCorp., , ,,,,,2004-10-12T10:41:26,2,
290,Corp. Imperial TransitCorp., , ,,,,,2004-10-12T10:41:26,1,
291,Corp. Just Key StonesCorp., , ,,,,,2004-10-12T10:41:26,3,
296,Corp. Just PetroleumCorp., , ,,,,,2004-10-12T10:41:26,8,
311,Corp. Boston Key StonesLtd., , ,,,,,2004-10-12T10:41:26,2,
324,Corp. Computer NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,8,
340,Corp. Driven TransitLtd., , ,,,,,2004-10-12T10:41:26,4,
347,Corp. Expert QuestsLtd., , ,,,,,2004-10-12T10:41:26,1,
348,Corp. Expert RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,6,
362,Corp. Giant LightingLtd., , ,,,,,2004-10-12T10:41:26,8,
366,Corp. Giant PetroleumLtd., , ,,,,,2004-10-12T10:41:26,8,
370,Corp. Giant TransitLtd., , ,,,,,2004-10-12T10:41:26,4,
375,Corp. Humble OperaLtd., , ,,,,,2004-10-12T10:41:26,5,
376,Corp. Humble PetroleumLtd., , ,,,,,2004-10-12T10:41:26,2,
385,Corp. Imperial OperaLtd., , ,,,,,2004-10-12T10:41:26,7,
388,Corp. Imperial RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,5,
401,Corp. Apex Key StonesAg., , ,,,,,2004-10-12T10:41:26,1,
403,Corp. Apex MachineryAg., , ,,,,,2004-10-12T10:41:26,3,
406,Corp. Apex PetroleumAg., , ,,,,,2004-10-12T10:41:26,8,
409,Corp. Apex Sail MakersAg., , ,,,,,2004-10-12T10:41:26,2,
414,Corp. Boston NeedleworkAg., , ,,,,,2004-10-12T10:41:26,6,
430,Corp. Computer TransitAg., , ,,,,,2004-10-12T10:41:26,1,
443,Corp. Expert MachineryAg., , ,,,,,2004-10-12T10:41:26,2,
447,Corp. Expert QuestsAg., , ,,,,,2004-10-12T10:41:26,3,
452,Corp. Famous LightingAg., , ,,,,,2004-10-12T10:41:26,2,
473,Corp. Humble MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
479,Corp. Humble Sail MakersAg., , ,,,,,2004-10-12T10:41:26,6,
485,Corp. Imperial OperaAg., , ,,,,,2004-10-12T10:41:26,1,
