playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
westje01,Джерри,Джерри,Alan,Западный,,,,"Г-н Клатч, Зик из Кабин-Крик",G-F,0,0,74.0,175,Западная Вирджиния,,1938-05-28,Шейлан,WV,США,Восточный банк,Восточный банк,WV,США,0000-00-00,W
stroujo01,Джон,Джон,Busby,Страуд,,,,,F,0,0,79.0,215,Миссисипи,,1957-10-29,Новый Олбани,MS,США,Западный союз,Миртл,MS,США,0000-00-00,W
woodda01,Дэвид,Дэвид,Leroy,Дерево,,,,,F,0,0,80.0,227,Невада-Рено,Скагитская долина (WA),1964-11-30,Спокан,WA,США,Гудзонский залив,Ванкувер,WA,США,0000-00-00,W
walshdo01,Донни,Дон,,Уолш,,,,,F,0,0,0.0,0,Gallagher Business,,0000-00-00,,,,,,,,0000-00-00,W
lawreed01,Эдмунд,Эдмунд,,Лоуренс,,,,Эд,C,0,0,83.5,228,Государство МакНис,,1952-12-08,Озеро Чарльз,Лос-Анджелес,США,Бостон,Озеро Чарльз,Лос-Анджелес,США,0000-00-00,B
swansge01,,Джордж,,Свонсон,,,,,G-F,0,0,0.0,0,Толедо,,0000-00-00,,,,,,,,0000-00-00,W
pattera01,,Рэймонд,Albert,Паттерсон,,,Младший.,Рэй,F,0,0,74.0,195,Висконсин,,1922-01-15,Лафайетт,ВНУТРЕННИЕ,США,Академия Уэйленда,Бобёрская плотина,ЖИ,США,2011-08-03,W
johnsbu01,Бак,Альфонсо,,Джонсон,,,Младший.,Бак,F,0,0,79.0,190,Алабама,,1964-01-03,Бирмингем,AL,США,Хэйс,Бирмингем,AL,США,0000-00-00,B
martica01,Картье,Картье,Alexander,Мартин,,,,,F,0,0,79.0,220,Государство Канзас,,1984-11-20,Крокетт,TX,США,Нимиц,Хьюстон,TX,США,0000-00-00,B
gelabmi01,Микаэль,Микаэль,,Гелбале,,,,,F,0,0,79.0,215,нет,,1983-05-22,Путь Noire,,ОЛР,,,,,0000-00-00,B
willija02,Джейсон,Джейсон,Chandler,Уильямс,,,,"Белый шоколад, весенний каникул",G,0,0,73.0,190,Флорида,Маршалл,1975-11-18,Белль,WV,США,Дюпон,Белль,WV,США,0000-00-00,W
harride02,Дель,Дель,,Харрис,,,,,,0,0,76.0,205,Миллиганский колледж,,1937-06-18,,,,,,,,0000-00-00,
vaughra01,,Ральф,Lincoln,Вон,,,,,G-F,0,0,73.0,175,Южная Калифорния,,1918-02-12,Frankfort,ВНУТРЕННИЕ,США,Frankfort,Frankfort,ВНУТРЕННИЕ,США,1998-06-07,W
barrjo01,Джон,Джон,E.,Бэр,,,,Джонни,F,0,0,75.0,205,Пенсильвания,,1918-08-08,,,,Шамокин,Шамокин,ПА,США,2002-07-01,W
gentral01,Элвин,Элвин,,Джентль,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
rolliph01,Фил,Филипп,Lee,Роллинз,,,,"Фил, Флип",G,0,0,74.0,185,Луисвилль,,1934-01-19,Виклифф,KY,США,Виклифф,Виклифф,KY,США,0000-00-00,W
thoresk01,Пропустить,Дуэйн,W.,Торен,,,,Пропустить,C,0,0,82.0,230,Иллинойс,,1943-04-05,Рокфорд,Ил,США,Восточный,Рокфорд,Ил,США,0000-00-00,W
weissbo01,Боб,Роберт,William,Вайс,,,,"Боб, Бобби",G,0,0,74.0,180,Пенсильвания,,1942-05-07,Истон,ПА,США,Афинский район,Афины,ПА,США,0000-00-00,W
longjo01,Джон,Джон,Eddie,Длинные,,,,Джонни,G-F,0,0,77.0,195,Детройт,,1956-08-28,Ромул,МИ,США,Ромул,Ромул,МИ,США,0000-00-00,B
jolliho01,Хоуи,Говард,,Джоллифф,,,,Хоуи,Ф-С,0,0,79.0,218,Университет Огайо,,1938-07-20,,,,Южное,Кантон,Ооо.,США,0000-00-00,W
milicda01,Тёмный,Тёмный,,Милика,,,,,Ф-С,0,0,84.0,245,нет,,1985-06-20,Нови Сад,,ОПП,Гемиска,Нови Сад,,ОПП,0000-00-00,W
parkesm01,Шум,Уильям,,Паркер,,,,Шум,G,0,0,76.0,180,Фордхэм,Южный Айдахо,1981-06-01,Ньюарк,NJ,США,Ньютаун,Эльмхёрст,Нью-Йорк,США,0000-00-00,B
washipe01,Жемчужина,Дуэйн,Alonzo,Вашингтон,,,,Жемчужина,G,0,0,74.0,190,Сиракуз,,1964-01-06,Бруклин,Нью-Йорк,США,Мальчики и девочки,Бруклин,Нью-Йорк,США,0000-00-00,B
powelji01,,Джим,,Пауэлл,,,,,F,0,0,76.0,195,Денвер,,0000-00-00,,,,,,,,0000-00-00,B
mcleoro01,Рошоун,Рошоун,,МакЛеод,,,,,F,0,0,80.0,221,Дюк,Сент-Джонс (НЙ),1975-11-17,Город Джерси,NJ,США,Святого Антония,Город Джерси,NJ,США,0000-00-00,B
sebasjo01,,Джон,,Себастьян,,,,Джонни,G,0,0,72.0,185,Южный Иллинойс,,0000-00-00,Один,Ил,США,,,,,0000-00-00,W
toneyse01,Седрик,Седрик,Andre,Тони,,,,,G,0,0,74.0,178,Дейтон,Филлипс Б.К./Небраска ВКК,1962-04-13,Колумб,MS,США,Уилбур Райт,Дейтон,Ооо.,США,0000-00-00,B
larusru01,Руди,Рудольф,Anton,ЛаРуссо,,,,Руди,Ф-С,0,0,79.0,220,Дартмут,,1937-11-11,Бруклин,Нью-Йорк,США,Джеймс Мэдисон,Бруклин,Нью-Йорк,США,2004-07-09,W
crawffr01,Фредди,Фредерик,Russell,Кроуфорд,,,Младший.,"Фредди, Фредди.",G-F,0,0,76.0,189,Сент-Бонатура,,1940-12-23,Нью-Йорк,Нью-Йорк,США,Самуэль Гомперс,Нью-Йорк,Нью-Йорк,США,0000-00-00,B
armstbj01,Би Джей.,Бенджамин,Roy,Армстронг,,,Младший.,"Би Джей, ""Кид""",G,0,0,74.0,175,Айова,,1967-09-09,Детройт,МИ,США,Брат Райс,Бирмингем,МИ,США,0000-00-00,B
grayga01,Гэри,Гэри,Michael,Серый,,,,,G,0,0,73.0,185,Город Оклахома,,1945-02-23,,,,Форт Кобб,Форт Кобб,Хорошо.,США,0000-00-00,W
calveer01,Эрни,Эрнест,A.,Калверли,,,,Эрни,G,0,0,70.0,145,Род-Айленд,,1924-01-30,Павтакет,РИ,США,Восточный,Павтакет,РИ,США,2003-10-20,W
stricer01,Эрик,Демерик,Montae,Стрикленд,,,,Эрик,G,0,0,75.0,210,Небраска,,1973-11-25,Опелика,AL,США,Западный,Бельвью,Нет,США,0000-00-00,B
cunnidi01,Дик,Дик,,Каннингем,,,,Цементный миксер,C,0,0,82.0,240,Мюррейский штат,,1946-07-11,Кантон,Ооо.,США,Южный кантон,Кантон,Ооо.,США,0000-00-00,W
barrito01,Том,Том,,Баррис,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
filipad01,,Адам,,Филипчак,,,,Перевернуть,G,0,0,70.0,170,Государство Уэйн,,0000-00-00,,,,Северо-восточный,Детройт,МИ,США,0000-00-00,W
schreal01,,Альберт,,Шрекер,,,,Al,F,0,0,73.0,160,нет,,1917-07-23,,,,,,,,2000-01-04,W
widowpa01,,Пол,,Вдовица,,,,,F,0,0,73.0,170,Дюкесне,,0000-00-00,,,,Пятая авеню,Питтсбург,ПА,США,0000-00-00,W
doubyqu01,Квинси,Квинси,,Дуби,,,,,G,0,0,75.0,175,Рутгеры,,1984-05-16,Бруклин,Нью-Йорк,США,"Сент-Томас, подготовка / Грэди",Окдейл/Бруклин,КТ/Нью-Йорк,США,0000-00-00,B
englijo01,Джо Чжо,Стивен,,Английский,,,,Джо-Джо,G,0,0,76.0,195,Южная Каролина,,1970-02-04,Франкфурт,,ГЭК,Нижняя Ричленд,Хопкинс,ПК,США,0000-00-00,B
crossch01,Чинк,Фрэнсис,P.,Перекресток,,,,"Чинк, Франс",G,0,0,71.0,165,Пенсильвания,,1924-07-04,Люцерн,ПА,США,Люцерн,Люцерн,ПА,США,1981-01-10,W
stackry01,Райан,Райан,Eugene,Стэк,,,,,F,0,0,83.0,215,Южная Каролина,,1975-07-24,Нэшвилл,TN,США,Округ Четхэм,Чапмансборо,TN,США,0000-00-00,W
kennewa01,,Уолтер,,Кеннеди,,,,Уолт,,0,0,80.0,230,Флорида A&M,,0000-00-00,,,,,,,,0000-00-00,B
cummipa01,Пэт,Патрик,Michael,Камминги,,,,"Пэт, блокпост",Ф-С,0,0,81.0,230,Цинциннати,,1956-07-11,Джонстаун,ПА,США,Джонстаун,Джонстаун,ПА,США,2012-06-26,W
minorma01,Марк,Марк,William,Незначительные,,,,,F,0,0,78.0,210,Штат Огайо,,1950-05-14,,,,Солон,Солон,Ооо.,США,0000-00-00,W
brownbo01,Боб,Роберт,Edward,Коричневый,,,,"Боб, Бобби",F,0,0,76.0,205,Майами (ОХ),,1923-11-12,,,,,,,,0000-00-00,W
rogerca01,Карлос,Карлос,Deon,Роджеры,,,,Бонз,С-Ф,0,0,82.0,220,Теннессийский штат,Арканзас-Маленькая Рок,1971-02-06,Детройт,МИ,США,Маккензи / Северо-западный,Детройт,МИ,США,0000-00-00,B
paineal01,,Альва,L.,Боль,,,,Элли,G,0,0,72.0,165,Оклахома,,1919-07-22,Харра,Хорошо.,США,Центр города Оклахома,Город Оклахома,Хорошо.,США,2008-03-22,W
salvaal01,Al,Альберт,Julian,Сальвадорi,,,,Al,F,0,0,81.0,215,Южная Каролина,,1945-05-06,Колеса,WV,США,Центральная колёса,Колеса,WV,США,0000-00-00,W
sittoch01,Чарли,Чарльз,E.,Ситтон,,,,Чарли,F,0,0,80.0,210,Государство Орегон,,1962-07-03,МакМиннвилль,ИЛИ,США,МакМиннвилль,МакМиннвилль,ИЛИ,США,0000-00-00,W
mcnabch01,Чет,Честер,D.,Макнабб,,,,Чет,F,0,0,74.0,200,Государство Аризона,Западный Техасский штат,1920-09-19,,,,Толльсон,Толльсон,AZ,США,1990-06-14,W
leverfa01,Жир,Лафайетт,,Зависимость,,,,Жир,G,0,0,75.0,170,Государство Аризона,,1960-08-18,Сосновой блеф,ОАР,США,Народ,Тусон,AZ,США,0000-00-00,B
roberto01,Тони,Дэррил,,Робертсон,,,,Тони,G,0,0,76.0,195,Западная Вирджиния,"Восточная Аризона, Дж.К.",1956-01-01,Детройт,МИ,США,Юго-западный,Детройт,МИ,США,0000-00-00,B
radmavl01,Владимир,Владимир,,Радманович,,,,,F,0,0,82.0,227,нет,,1980-11-19,Требинье,,ЮГ,,,,,0000-00-00,W
briskjo01,Джон,Джон,,Рычаг,,,,,Ф-Г,0,0,77.0,210,Толедо,,1947-06-15,Детройт,МИ,США,Хамтрамк,Хамтрамк,МИ,США,0000-00-00,B
ortizjo01,Хосе,Хосе,Rafael,Ортис Риджос,,,,Пикулин,Ф-С,0,0,82.0,225,Государство Орегон,,1963-10-25,Альбонито,ПР,ПУР,Бенджамин Харрисон,Кейи,ПР,ПУР,0000-00-00,W
tarkaje01,Джерри,Джерри,,Тарканиан,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
adelmri01,Рик,Ричард,Leonard,Адельман,,,,Рик,G,0,0,73.0,175,Лойола (CA),,1946-06-16,Линвуд,КА,США,Сент-Пий X,Дауни,КА,США,0000-00-00,W
redmoma01,Марлон,Марлон,Bernard,Редмонд,,,,,G,0,0,78.0,188,Сан-Франциско,,1955-04-15,Сан-Франциско,КА,США,Бальбоа,Сан-Франциско,КА,США,0000-00-00,B
thomaty01,Тирус,Тирус,Wayne,Томас,,,,,F,0,0,81.0,215,Государство Луизиана,,1986-08-17,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,США,МакКинли,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,США,0000-00-00,B
marbust01,Стефон,Стефон,Xzavior,Марбери,,,,Старбери,G,0,0,74.0,180,Джорджия Технология,,1977-02-20,Бруклин,Нью-Йорк,США,Авраам Линкольн,Бруклин,Нью-Йорк,США,0000-00-00,B
greento01,Томми,Томми,L.,Зеленый,,,,Томми,G,0,0,74.0,185,Южный,,1956-04-08,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,США,МакКинли,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,США,0000-00-00,B
sichtje01,Джерри,Джерри,Lee,Сыворотка,,,,,G,0,0,73.0,168,Задолженность,,1956-11-29,Мартинсвилль,ВНУТРЕННИЕ,США,Мартинсвилль,Мартинсвилль,ВНУТРЕННИЕ,США,0000-00-00,W
rivliju01,,Джул,L.,Ривлин,,,,"Джули, Джулс.",G,0,0,71.0,160,Маршалл,,1917-02-02,Велосипед?,WV,США,Триадельфия,Триадельфия,WV,США,2002-09-23,W
mauryfr01,,Фрэнк,,Мори,,,,X,G,0,0,65.0,155,нет,,0000-00-00,,,,,,,,0000-00-00,W
mayfike01,Кен,Кендалл,,Мэйфилд,,,,"Кен, Кенни",G,0,0,74.0,185,Таскеги,Коффейвилль CC,1948-05-11,Чикаго,Ил,США,Профессионально-техническое обучение в Данбаре,Чикаго,Ил,США,0000-00-00,B
