id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
691,1971,0,0,0,MMP,Том,Оуэнс,,owensto01,Южная Каролина,ABA
860,1972,0,0,0,KEN,Кливленд,Холм,,,Состояние Николса,ABA
1229,1974,1,0,0,UTS,Джо,Меривезер,,meriwjo01,Южный Иллинойс,ABA
1337,1974,8,0,0,KEN,Лен,Коултер,,,Государство Мореед,ABA
1600,1948,0,0,0,PRO,Отто,Снеллбакер,,,Канзас,NBA
1714,1950,1,1,1,BOS,Чарли,Доля,,sharech01,Зеленый боулинг,NBA
1872,1951,4,9,38,PHW,Джад,Милхон,,,Огайо Уэслиан,NBA
2111,1953,0,0,0,SYR,Джеральд,Нэппи,,,Джорджтаун,NBA
2189,1954,5,6,42,SYR,Пол,Поттенбург,,,Сиена,NBA
2236,1954,10,9,89,MNL,Джон,Кровотечение,,,Северо-западный,NBA
2436,1957,1,2,2,DET,Чарльз,Тира,,tyrach01,Луисвилль,NBA
2510,1957,11,1,76,CIN,Клифф,Хафер,,,штат Северная Каролина,NBA
2621,1959,2,6,12,STL,Алан,Сейден,,,Сент-Джонс,NBA
2840,1961,5,7,48,STL,Джон,Берберих,,,ОАКЛА,NBA
2966,1962,8,5,65,SYR,Джерри,Харкнесс,,harknje01,Лойола (ИЛ),NBA
3051,1963,6,5,49,CIN,Джим,МакКормак,,,Западная Вирджиния,NBA
3253,1965,8,3,64,BAL,Джим,Мёрфи,,,Де Поль,NBA
3256,1965,8,6,67,CIN,Джим,Лиса,,,Южная Каролина,NBA
3287,1965,14,2,98,PHI,Джек,Моргенталь,,,Хьюстон,NBA
3895,1969,8,10,109,ATL,Боб,Кристиан,,chrisbo01,Храмирование,NBA
4663,1972,13,4,178,BAL,Майк,Кравзик,,,Лойола (Md.),NBA
4805,1973,8,2,122,BUF,Карл,Джексон,,,Сент-Бонатура,NBA
4845,1973,10,11,162,CAP,Дик,Келли,,,Колледж Бей,NBA
4861,1973,12,4,178,CLE,Крис,МакМюррей,,,Сан-Диего,NBA
4871,1973,13,6,188,BOS,Скотт,Кельцер,,,Штат Монтана,NBA
4953,1974,4,5,59,HOU,Ларри,Робинсон,,,Техас,NBA
5128,1975,4,2,56,LAL,СиДжей,Купек,,kupeccj01,Мичиган,NBA
5383,1976,8,15,137,WSB,Мерлин,Уилсон,,,Джорджтаун,NBA
6068,1980,3,17,63,MIL,Al,Била,,,Оклахома,NBA
6296,1981,4,8,77,SDC,Ли,Рейкер,,,Вирджиния,NBA
6334,1981,5,23,115,BOS,Глен,Грунвальд,,,Индианаa,NBA
6430,1981,10,8,211,DEN,Деррик,Роланд,,rowlade01,Государство Потсдам,NBA
6653,1982,10,6,211,NYK,Джон,Леонард,,,Манхэттен,NBA
7052,1984,7,20,159,MIL,Тони,Уильям,,,Флорида,NBA
7234,1985,5,20,113,PHI,Карл,Райт,,,Южный методист,NBA
7782,1990,2,20,47,PHI,Дерек,Сильные,,stronde01,Ксавье (OH),NBA
7843,1991,2,27,54,POR,Маркус,Кеннеди,,,Восточный Мичиган,NBA
8257,1999,1,21,21,GSW,Джефф,Фостер,,fosteje01,Юго-западный штат Техас,NBA
8499,2003,2,4,33,MIA,Иероним,Бизли,,beaslje01,Северная Дакота,NBA
8501,2003,2,6,35,MIL,Шимон,Шевчик,,,Польша,NBA
8764,2008,1,1,1,CHI,Деррик,Роза,,rosede01,Мемфис,NBA
8884,2010,1,1,1,WAS,Джон,Стена,,walljo01,Кентукки,NBA
8913,2010,1,30,30,WAS,Лазарь,Хэйворд,,haywala01,Маркетт,NBA
8998,2011,2,25,55,BOS,Э'Тваун,Мур,,mooree_01,Задолженность,NBA
