country,name,percentage
SLO,Хорватский,7.0
Н,Норвежский,100.0
ДН,Английский,7.0
AZ,Армянский,2.0
ВАФА,Футунийцы,30.1
ОПП,Венгерский,3.8
РММ,Бамбара,80.0
ОПП,Боснийцы,1.8
Кл,Тамильский,18.0
ПК,Хиндко,2.0
B,Датч,56.0
НМИС,Языки Филиппина,24.4
ХОНКС,Китайцы,95.6
MK,Сербский,3.0
АМСА,Самоа,90.6
ARM,Русский,2.0
РШМ,Итальянский,100.0
ДА,Арабский,100.0
IR,Турецкий,1.0
AFG,Турки,11.0
,Английский,15.9
A,Немецкий,100.0
МЬЯ,Бирманский язык,100.0
CO,Испанский,100.0
МНП,Сербский,63.6
SLB,Английский,1.0
CH,римляне,1.0
Норк,Корейский,100.0
IR,Персидский,58.0
ЛБ,Английский,20.0
ГРАД,Французский,99.0
НМИС,Другие языки тихоокеанских островов,9.5
HR,Сербо-хорватский,96.0
СУА,Индейцы,40.0
AUS,Английский,100.0
МАКХ,Португальский,4.0
ГУАМ,Английский,38.3
MK,Македонский,70.0
,Креольский,1.6
НМИС,Чаморро,22.4
АГ,Английский,100.0
ГЭ,грузины,71.0
SF,Финский,93.5
ГЭ,Русский,9.0
ПНГ,Английский,1.0
,Папиаменто,65.4
ПК,Пушту,8.0
J,Японский,100.0
E,Каталонский,17.0
CH,Итальянский,12.0
И,Шведский,100.0
RCH,Испанский,100.0
ТМ,Русский,12.0
,Датч,7.3
МНП,Албанец,5.3
ФПОЛ,Французский,61.1
БГ,Болгарский,100.0
Юзеф,Русский,14.2
ARM,Армянский,96.0
MK,Албанец,21.0
ТМ,Туркмен,72.0
E,Галициан,7.0
СУА,Испанский,60.0
ПА,Английский,14.0
ПК,Синдхи,12.0
ГУАМ,Чаморро,22.2
