name,country,population,area,capital,capprov
Арад,RO,507000,7652.0,Арад,Арад
Нигде,ТR,305861,7312.0,Нигде,Нигде
Нижняя Калифорния,МЕКС,2112140,70113.0,Mexicali,Нижняя Калифорния
Аль Басра,ИРК,872211,19070.0,Аль Басра,Аль Басра
Aguascalientes,МЕКС,862720,5589.0,Aguascalientes,Aguascalientes
Ахал,ТМ,416400,0.0,Ашхабад,Ахал
Восточный мыс,RSA,5865000,170616.0,Бишо,Восточный мыс
Яманаши,J,881996,4463.0,Кофу,Яманаши
Веракрус,МЕКС,6737324,72815.0,Халапа,Веракрус
Хорасан,IR,6013200,313337.0,Машхад,Хорасан
МА,CH,14750,172.0,Appenzell,МА
Лихтенштейн,ФЛ,31122,,Вадуз,Лихтенштейн
Эль-Вади-эль-Джадид,ЕТ,126000,376505.0,Эль-Харга,Эль-Вади-эль-Джадид
Санлиурфа,ТR,1001455,18584.0,Урфа,Санлиурфа
Готландия,И,57383,3140.0,Висбийская,Готландия
Фианарантсоа,РМ,2209700,102373.0,Фианарантсоа,Фианарантсоа
Сент-Луис,SN,680200,44127.0,Сент-Луис,Сент-Луис
Миссионес,РЭ,788915,29801.0,Посады,Миссионес
Каскадаре,Юзеф,1812000,28400.0,Карши,Каскадаре
Гернси,ГБГ,62920,,Порт Святого Петра,Гернси
Апуримак,ПЭ,409630,20895.0,Абанке,Апуримак
Мерида,YV,680503,11300.0,Мерида,Мерида
Южная Австралия,AUS,1474000,984377.0,Аделаида,Южная Австралия
Герреро,МЕКС,2916567,63749.0,Чильпансинго,Герреро
Границы,ГБ,105700,4698.0,Ньютаун Сент-Боуэллс,Границы
Северо-восточный,ЭАК,372000,126090.0,Гарисса,Северо-восточный
Риоджа,E,263437,5045.0,Логроно,Риоджа
Североцеский,CZ,1190000,7819.0,Усти-над-Лабем,Североцеский
Орду,ТR,830105,6001.0,Орду,Орду
Фолклендские острова,ФАЛК,3140,,Стэнли,Фолклендские острова
Айти,J,6868336,5138.0,Нагоя,Айти
Республика Хакассия,Р,585800,61900.0,Абака,Республика Хакассия
Фукуока,J,4933393,4961.0,Фукуока,Фукуока
Madre de Dios,ПЭ,74306,85182.0,Пуэрто Мальдонадо,Madre de Dios
Матрух,ЕТ,182000,212112.0,Марса Матрух,Матрух
Эш Шамалия,СУД,1083024,476040.0,Ад-Дамир,Эш Шамалия
Зимбабве,ZW,11271314,,Хараре,Зимбабве
Тайн и Валяй.,ГБ,1125600,540.0,Ньюкасл на Тайне,Тайн и Валяй.
Клюй,RO,743000,6650.0,Клюй Напока,Клюй
Дюбай,ОАЭ,419000,419.0,,
Оланчо,HCA,318000,24351.0,Ютигальпа,Оланчо
Берлин,D,3472009,889.0,Берлин,Берлин
Белгородская область,Р,1469100,27100.0,Белгород,Белгородская область
Дренте,Нл,454864,2652.0,Ассен,Дренте
Мизерам,СИН,689756,21081.0,Aijal,Мизерам
