name,islands,area,height,type,longitude,latitude
Корор,Кэролайны,8.0,100.0,вулканическое,134.5,7.3
Италия,Британские острова,84421.0,1041.0,,-7.8,53.5
Тринидад,Малые Антильские острова,4827.0,940.0,,-61.35,10.4
Кюсю,Япония,35640.0,1758.0,вулканическое,131.0,32.0
Мужской,Мальдивские Острова,2.74,1.0,Атолл,72.0,2.0
Закинтос,Ионные острова,406.0,756.0,,20.75,37.8
Сент-Люсия,Малые Антильские острова,616.0,950.0,вулканическое,-60.5,14.0
Аликуди,Острова Липари,5.2,675.0,вулканическое,14.4,38.6
Нантакет,,125.0,,,-70.1,41.5
Испаньола,Большие Антильские острова,76192.0,3098.0,,-70.7,19.0
Сингапур,,632.6,176.0,,103.833,1.3
Остров Баффин,Канадские Арктические острова,507451.0,2147.0,,72.0,69.0
Гран-Коморо,Коморы,1148.0,,,43.4,-11.7
Бангка,Острова Сунда,11942.0,700.0,,106.0,2.25
Чиос,Споры,843.0,1297.0,,26.2,38.4
Мах,Сейшельские Острова,154.0,905.0,,55.5,-4.65
Остров принца Эдуарда,,5660.0,142.0,,-63.4,46.3
Грязный червь,Nordfrisische Inseln,37.4,2.0,,8.6,54.5
Восточный Фолкленд,Фолклендские острова,6605.0,705.0,,-58.8,-51.8
Куракао,Малые Антильские острова,444.0,,,-69.0,12.2
Микелон-Ланглайд,,205.0,240.0,,-56.3,47.1
Сарденья,,24090.0,1834.0,,9.0,40.0
Вулкан,Острова Липари,21.2,499.0,вулканическое,15.0,38.4
Гран Канариа,Канареи,1560.0,1949.0,вулканическое,-15.6,28.0
Мауи,Гавайские острова,1883.0,3055.0,,-156.3,20.7
Тристан-да-Кунья,,104.0,,вулканическое,-12.3,-37.1
Новая Гвинея,,786000.0,4884.0,,142.0,-5.0
Норт-Уист,Внешние гебриды,303.0,,,-7.1,57.4
Князь острова Уэльс,Канадские Арктические острова,33339.0,,,-98.55,72.6
Norderney,&quot; Ostfrisische Inseln &quot;,26.3,5.0,,7.9,53.7
Тексель,&lt; &lt; Вестфриз &gt; &gt;,162.0,15.0,,4.8,53.1
Бальтрум,&quot; Ostfrisische Inseln &quot;,6.5,5.0,,7.4,53.6
Вознесения,,91.0,,вулканическое,-14.4,-7.9
Руген,,926.0,161.0,,13.4,54.5
Остеринсел,,163.0,,вулканическое,-109.35,-27.1
Южное Уист,Внешние гебриды,320.0,,,-7.2,57.2
Кефалиния,Ионные острова,689.0,1628.0,,20.6,38.2
Флорес,Азоры,143.0,914.0,вулканическое,-31.2,39.5
Остров Норфолк,,34.0,318.0,вулканическое,168.0,-29.0
Сантьяго,Кабо-Верде,991.0,1394.0,вулканическое,-23.6,15.1
Сент-Винсент,Малые Антильские острова,346.0,1300.0,вулканическое,-61.3,13.25
Бахрейн,,620.0,135.0,,50.5,26.0
Ниуэ,,260.0,67.0,кораллы,-169.55,-19.01
Гран-Терре,Малые Антильские острова,589.0,,вулканическое,-61.4,16.3
Рота,Марианские острова,85.0,495.0,,145.2,15.15
Сыпь,&quot; Ostfrisische Inseln &quot;,16.4,3.0,,7.0,53.6
Иерро,Канареи,268.0,1500.0,вулканическое,-18.0,27.7
Мадейра,Мадейра,794.0,1861.0,вулканическое,-16.0,31.0
Индонезия,Малые Антильские острова,161.0,,,-61.4,17.3
Сент-Мартин,Малые Антильские острова,87.0,411.0,,-63.1,18.1
Сашалин,,76400.0,1609.0,вулканическое,143.0,50.0
Липари,Острова Липари,37.5,602.0,вулканическое,14.95,38.5
Сент-Пьер,,26.0,,,-56.0,47.0
Менорка,Балайры,760.0,358.0,,4.0,40.0
Анжуан,Коморы,424.0,,,44.35,-12.2
Самосир,,852.0,,вулканическое,98.85,2.6
Питкэрн,Острова Питкэрн,4.5,347.0,вулканическое,-130.05,-25.04
Кракатау,Острова Сунда,,813.0,вулканическое,105.6,-6.1
Виноградник Марты,,232.0,,,-70.6,41.4
Корс,,8680.0,2706.0,,8.4,41.4
Науру,,21.0,60.0,кораллы,167.0,-1.0
Паней,Филиппины,12297.0,2117.0,,122.5,11.15
