river,country,province
Река Муррумбиджи,AUS,Новый Южный Уэльс
Пьэндш,AFG,Афганистан
Днепр,Р,Смоленская область
Ква,ЗРЕ,Бандунду
Умеэльв,И,Вастерботтен
Вёрм,D,Байерн
Сирдарья,TAD,Худжан
Аргун,ТДж,Хейлонгцзян
Луапула,Z,Луапула
Река Маккензи,КН,Северо-западные территории
Оулуйоки,SF,Оулу
Река Святого Лоуренса,КН,Квебек
Тейсс,UA,Черновецкая
Тьорса,ИУ,Италия
Убанги,ЗРЕ,Уравнение
Гётаэльв,И,Альвсборг
Миссури,США,Монтана
Река Грузовик,США,Калифорния
Люкни,ЗРЕ,Восточная Касаи
Колорадо,США,Колорадо
Бому,РСС,Центральноафриканская Республика
Нигер,RG,Гвинея
Луалаба,ЗРЕ,Шаба/Катанга
Эннс,A,Нижняя Австрия
Рио Десагуадеро,БОЛ,Боливия
Ломами,ЗРЕ,Шаба/Катанга
Луар,F,Рон-Алпес
Верра,D,Тюринген
Изир,F,Рон-Алпес
Мурат,ТR,Агри
Лукуга,ЗРЕ,Шаба/Катанга
Бахр-эль-Джебель/Альберт-Нил,ЕАС,Уганда
Вааль,RSA,Мпумаланга
Куило,АНГ,Лунда Сул
Маас,F,Шампанское Арден
Донау,D,Баден Вуртемберг
Нил,СУД,Аль-Хартум
Река Мерримак,США,Нью-Гэмпшир
Куанго,АНГ,Маланье
