orderid,productid,unitprice,quantity,discount
10958,7,30.0,6,0.0
10861,17,39.0,42,0.0
10865,38,263.5,60,0.0
10397,51,42.4,18,0.0
10783,38,263.5,5,0.0
10371,36,15.2,6,0.0
10739,52,7.0,18,0.0
10687,9,97.0,50,0.0
11035,35,18.0,60,0.0
10311,42,11.2,6,0.0
10611,1,18.0,6,0.0
10716,51,53.0,7,0.0
10893,36,19.0,20,0.0
10293,24,3.6,10,0.0
10521,41,9.65,10,0.0
10534,54,7.45,10,0.0
11025,1,18.0,10,0.0
10422,26,24.9,2,0.0
10652,30,25.89,2,0.0
10909,7,30.0,12,0.0
10259,37,20.8,1,0.0
10390,35,14.4,40,0.0
10618,56,38.0,20,0.0
11055,24,4.5,15,0.0
10368,64,26.6,35,0.0
10355,24,3.6,25,0.0
10681,21,10.0,12,0.0
10577,39,18.0,10,0.0
10917,60,34.0,10,0.0
10558,47,9.5,25,0.0
10330,26,24.9,50,0.0
10876,64,33.25,20,0.0
10882,54,7.45,32,0.0
10390,46,9.6,45,0.0
10278,44,15.5,16,0.0
10352,54,5.9,20,0.0
10625,42,14.0,5,0.0
11039,49,20.0,60,0.0
10751,73,15.0,15,0.0
10757,34,14.0,30,0.0
10445,39,14.4,6,0.0
10516,42,14.0,20,0.0
10651,22,21.0,20,0.0
10759,32,32.0,10,0.0
10985,18,62.5,8,0.0
10553,16,17.45,14,0.0
10666,65,21.05,10,0.0
10608,56,38.0,28,0.0
11002,35,18.0,15,0.0
10840,39,18.0,10,0.0
10671,65,21.05,12,0.0
10703,73,15.0,35,0.0
10954,45,9.5,30,0.0
10680,42,14.0,40,0.0
10404,49,16.0,30,0.0
10312,75,6.2,10,0.0
10251,57,15.6,15,0.0
10476,70,12.0,12,0.0
10550,17,39.0,8,0.0
10748,56,38.0,28,0.0
11074,16,17.45,14,0.0
10665,51,53.0,20,0.0
10621,23,9.0,10,0.0
10405,3,8.0,50,0.0
10929,75,7.75,49,0.0
10327,58,10.6,30,0.0
10523,17,39.0,25,0.0
10351,44,15.5,77,0.0
11031,24,4.5,21,0.0
10937,34,14.0,20,0.0
10518,24,4.5,5,0.0
10698,70,15.0,8,0.0
10777,42,14.0,20,0.0
10343,64,26.6,50,0.0
10572,75,7.75,15,0.0
10616,38,263.5,15,0.0
10916,16,17.45,6,0.0
10434,76,14.4,18,0.0
10570,11,21.0,15,0.0
10363,31,10.0,20,0.0
10368,21,8.0,5,0.0
10718,62,49.3,20,0.0
10772,59,55.0,25,0.0
10574,64,33.25,6,0.0
10975,8,40.0,16,0.0
10458,28,36.4,30,0.0
10747,41,9.65,35,0.0
10682,33,2.5,30,0.0
10950,4,22.0,5,0.0
10361,39,14.4,54,0.0
10789,35,18.0,15,0.0
10419,69,28.8,20,0.0
10309,42,11.2,2,0.0
10858,27,43.9,10,0.0
10685,41,9.65,4,0.0
10339,17,31.2,70,0.0
10864,35,18.0,4,0.0
10715,10,31.0,21,0.0
10485,2,15.2,20,0.0
11029,56,38.0,20,0.0
10765,65,21.05,80,0.0
10360,54,5.9,28,0.0
10480,47,7.6,30,0.0
10892,59,55.0,40,0.0
10595,61,28.5,120,0.0
10390,72,27.8,24,0.0
10554,62,49.3,20,0.0
10521,68,12.5,6,0.0
10518,38,263.5,15,0.0
10623,19,9.2,15,0.0
10619,21,10.0,42,0.0
10510,29,123.79,36,0.0
10726,4,22.0,25,0.0
10693,9,97.0,6,0.0
10847,19,9.2,12,0.0
10439,74,8.0,30,0.0
10829,8,40.0,20,0.0
