corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
2,Корпорация Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
3,Corp. Apex MachineInc., , ,,,,,2004-10-12T10:41:26,6,
4,Корпорация &lt; &lt; Апекс игл &gt; &gt;, , ,,,,,2004-10-12T10:41:26,6,
5,Компания &quot; Apex OperaInc &quot; ., , ,,,,,2004-10-12T10:41:26,3,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
9,Корпорация Apex Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
11,Boston Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
13,Компания &lt; &lt; Бостон механик Инч &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
14,Компания &quot; Бостон идлворд инк. &quot; ., , ,,,,,2004-10-12T10:41:26,6,
15,"Компания ""Бостон операинч"".", , ,,,,,2004-10-12T10:41:26,8,
18,Корпорация &quot; Бостон ресторанс Инч &quot; ., , ,,,,,2004-10-12T10:41:26,5,
19,Компания &quot; Бостон сэйлз мейкерз инк. &quot; ., , ,,,,,2004-10-12T10:41:26,3,
21,Corp. Computer Key StonesInc., , ,,,,,2004-10-12T10:41:26,6,
23,Компания &quot; Компьютер механик инк. &quot; ., , ,,,,,2004-10-12T10:41:26,6,
24,Компьютерная игла инк., , ,,,,,2004-10-12T10:41:26,5,
25,Компания &quot; Компьютер опер инк. &quot; ., , ,,,,,2004-10-12T10:41:26,4,
26,Компания &quot; Компьютер петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,5,
28,Компьютерные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
29,Компания &quot; Компьютерс мейлз инк. &quot; ., , ,,,,,2004-10-12T10:41:26,7,
35,Корпоративная опера Инс., , ,,,,,2004-10-12T10:41:26,3,
36,Корпорация &lt; &lt; Драйвн петролеум Инк &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,7,
