playerid,awardid,yearid,lgid,tie,notes
mccovwi01,All-Star Game MVP,1969,ML,,
weisal01,Babe Ruth Award,1969,NL,,SS
cuellmi01,Cy Young Award,1969,AL,Y,
mclaide01,Cy Young Award,1969,AL,Y,
seaveto01,Cy Young Award,1969,NL,,
belanma01,Gold Glove,1969,AL,,SS
blairpa01,Gold Glove,1969,AL,,OF
freehbi01,Gold Glove,1969,AL,,C
johnsda02,Gold Glove,1969,AL,,2B
kaatji01,Gold Glove,1969,AL,,P
pepitjo01,Gold Glove,1969,AL,,1B
robinbr01,Gold Glove,1969,AL,,3B
stanlmi01,Gold Glove,1969,AL,,OF
yastrca01,Gold Glove,1969,AL,,OF
benchjo01,Gold Glove,1969,NL,,C
boyercl02,Gold Glove,1969,NL,,3B
clemero01,Gold Glove,1969,NL,,OF
floodcu01,Gold Glove,1969,NL,,OF
gibsobo01,Gold Glove,1969,NL,,P
kessido01,Gold Glove,1969,NL,,SS
millafe01,Gold Glove,1969,NL,,2B
parkewe01,Gold Glove,1969,NL,,1B
rosepe01,Gold Glove,1969,NL,,OF
kalinal01,Hutch Award,1969,ML,,
rosepe01,Lou Gehrig Memorial Award,1969,ML,,
killeha01,Most Valuable Player,1969,AL,,
mccovwi01,Most Valuable Player,1969,NL,,
pinielo01,Rookie of the Year,1969,AL,,
sizemte01,Rookie of the Year,1969,NL,,
blairpa01,TSN All-Star,1969,AL,,OF
carewro01,TSN All-Star,1969,AL,,2B
cuellmi01,TSN All-Star,1969,AL,,LHP
freehbi01,TSN All-Star,1969,AL,,C
howarfr01,TSN All-Star,1969,AL,,OF
jacksre01,TSN All-Star,1969,AL,,OF
killeha01,TSN All-Star,1969,AL,,3B
mclaide01,TSN All-Star,1969,AL,,RHP
petrori01,TSN All-Star,1969,AL,,SS
powelbo01,TSN All-Star,1969,AL,,1B
aaronha01,TSN All-Star,1969,NL,,OF
alouma01,TSN All-Star,1969,NL,,OF
beckegl01,TSN All-Star,1969,NL,,2B
benchjo01,TSN All-Star,1969,NL,,C
carltst01,TSN All-Star,1969,NL,,LHP
colemje01,Babe Ruth Award,1950,AL,,2B
berrayo01,Baseball Magazine All-Star,1950,AL,,C
dimagjo01,Baseball Magazine All-Star,1950,AL,,CF
doerrbo01,Baseball Magazine All-Star,1950,AL,,2B
dropowa01,Baseball Magazine All-Star,1950,AL,,1B
houttar01,Baseball Magazine All-Star,1950,AL,,P3
kellge01,Baseball Magazine All-Star,1950,AL,,3B
lemonbo01,Baseball Magazine All-Star,1950,AL,,P2
raschvi01,Baseball Magazine All-Star,1950,AL,,P1
rizzuph01,Baseball Magazine All-Star,1950,AL,,SS
wertzvi01,Baseball Magazine All-Star,1950,AL,,RF
willite01,Baseball Magazine All-Star,1950,AL,,LF
berrayo01,Baseball Magazine All-Star,1950,ML,,C
dimagjo01,Baseball Magazine All-Star,1950,ML,,CF
doerrbo01,Baseball Magazine All-Star,1950,ML,,2B
furilca01,Baseball Magazine All-Star,1950,ML,,RF
kellge01,Baseball Magazine All-Star,1950,ML,,3B
kinerra01,Baseball Magazine All-Star,1950,ML,,LF
konstji01,Baseball Magazine All-Star,1950,ML,,P3
musiast01,Baseball Magazine All-Star,1950,ML,,1B
raschvi01,Baseball Magazine All-Star,1950,ML,,P2
rizzuph01,Baseball Magazine All-Star,1950,ML,,SS
spahnwa01,Baseball Magazine All-Star,1950,ML,,P1
camparo01,Baseball Magazine All-Star,1950,NL,,C
elliobo01,Baseball Magazine All-Star,1950,NL,,3B
