charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1983863,6739,490,10,1999-06-18T10:50:05,3167.0,6739,
1137615,2738,485,2,1999-09-12T10:46:31,3463.0,12738,
53442,3895,314,7,1999-07-08T10:47:44,2513.0,3895,
1530634,8324,381,4,1999-09-10T10:45:58,3207.0,18324,
1518859,8686,379,8,1999-06-17T10:45:02,4003.0,8686,
1988801,1269,402,2,1999-08-18T10:50:28,2765.0,11269,
1770956,5776,406,8,1999-07-28T10:49:05,586.0,5776,
1813773,9596,445,10,1999-10-12T10:44:39,4109.0,29596,
1556418,8453,500,5,1999-07-03T10:47:57,1594.0,8453,
806478,9886,383,4,1999-07-08T10:44:06,2363.0,9886,
1078709,9865,464,4,1999-06-19T10:49:41,1696.0,9865,
784237,9870,500,5,1999-10-05T10:50:07,1009.0,29870,
724961,4883,233,8,1999-06-25T10:45:32,4159.0,4883,
1165352,7199,483,10,1999-09-03T10:48:38,4412.0,17199,
1110869,3394,284,3,1999-08-16T10:44:26,4090.0,13394,
1908322,3406,496,5,1999-07-20T10:44:15,402.0,3406,
1135456,4135,487,8,1999-08-03T10:46:21,2110.0,4135,
1764343,7068,482,5,1999-08-25T10:48:34,3613.0,17068,
1125677,8218,463,8,1999-09-09T10:45:35,494.0,18218,
1630318,8981,497,10,1999-08-22T10:45:56,2273.0,18981,
1999496,9126,473,9,1999-09-20T10:51:17,2728.0,29126,
582131,7551,461,9,1999-07-07T10:49:57,3037.0,7551,
645118,2855,500,9,1999-08-21T10:47:06,2634.0,12855,
1503847,9978,441,9,1999-06-18T10:43:54,3457.0,9978,
1186359,8683,473,5,1999-09-01T10:50:16,2570.0,18683,
1202525,9633,439,5,1999-10-07T10:43:49,625.0,29633,
1520047,7621,148,6,1999-08-07T10:45:08,2621.0,7621,
1825355,9585,455,8,1999-08-05T10:45:33,298.0,9585,
93484,7513,378,4,1999-07-25T10:50:50,216.0,7513,
771855,2053,485,9,1999-07-27T10:49:09,1182.0,2053,
968547,8981,491,9,1999-09-10T10:48:54,4681.0,18981,
1002203,8458,385,5,1999-08-28T10:43:47,2825.0,18458,
7634,5881,424,9,1999-08-28T10:44:11,1109.0,15881,
1868276,9228,182,4,1999-08-31T10:48:52,3423.0,19228,
1383332,7134,346,4,1999-06-23T10:50:02,4784.0,7134,
656966,9995,271,6,1999-09-17T10:48:00,631.0,29995,
676185,2276,453,2,1999-07-30T10:49:29,4620.0,2276,
1866642,9870,423,10,1999-09-07T10:48:44,2147.0,19870,
755106,4582,470,4,1999-07-14T10:47:51,115.0,4582,
861109,7664,349,3,1999-09-17T10:48:18,3666.0,27664,
751669,9895,298,4,1999-09-17T10:47:36,673.0,29895,
762610,9357,439,7,1999-06-16T10:48:25,1228.0,9357,
1717572,9751,496,8,1999-09-16T10:44:56,3695.0,29751,
1265431,9734,464,4,1999-07-18T10:48:39,416.0,9734,
1022652,5043,486,10,1999-08-23T10:45:19,3898.0,15043,
1107413,7486,496,10,1999-10-06T10:44:10,2603.0,27486,
20982,9080,463,2,1999-10-13T10:45:12,67.0,0,
707001,4953,182,7,1999-08-30T10:44:08,2604.0,14953,
1089472,8799,390,2,1999-07-18T10:50:31,4731.0,8799,
1040801,5091,346,3,1999-08-29T10:46:46,4752.0,15091,
1424624,1099,386,2,1999-09-27T10:45:30,399.0,21099,
1880149,8127,464,7,1999-08-21T10:49:48,4036.0,18127,
1058038,9125,467,8,1999-09-22T10:48:04,3589.0,29125,
1762166,9272,486,6,1999-07-12T10:48:23,4993.0,9272,
56337,8864,413,8,1999-08-09T10:47:57,3114.0,8864,
59830,1678,490,9,1999-09-25T10:48:12,2385.0,21678,
1062517,9806,437,5,1999-08-25T10:48:25,3900.0,19806,
1695461,9547,470,2,1999-06-19T10:50:59,2760.0,9547,
1691131,5755,426,7,1999-08-31T10:50:39,1974.0,15755,
643454,8489,433,5,1999-09-27T10:46:57,2039.0,28489,
10080,6330,379,3,1999-10-05T10:44:22,3314.0,26330,
1986707,3555,361,9,1999-07-21T10:50:18,2748.0,3555,
79539,6694,339,10,1999-08-12T10:49:44,4738.0,6694,
1813185,9936,449,5,1999-10-08T10:44:36,4166.0,29936,
1003679,9742,499,9,1999-09-28T10:43:54,2399.0,29742,
962213,8917,469,10,1999-06-28T10:48:23,1882.0,8917,
1733943,4062,465,10,1999-09-17T10:46:14,2688.0,24062,
1585375,9859,373,4,1999-09-19T10:50:12,2492.0,29859,
