payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
2414,4016,1999-09-02T00:00:00,10382.0,0,
8388,750,1999-10-03T00:00:00,3565.0,0,
11444,5775,1999-10-03T00:00:00,6266.0,0,
548,1658,1999-09-02T00:00:00,5059.0,0,
13032,7462,1999-10-03T00:00:00,4493.0,0,
3282,4927,1999-09-02T00:00:00,21197.0,0,
11076,5343,1999-10-03T00:00:00,5345.0,0,
15297,9743,1999-10-03T00:00:00,15544.0,0,
11275,5571,1999-10-03T00:00:00,9960.0,0,
13088,7519,1999-10-03T00:00:00,3075.0,0,
8050,9731,1999-09-02T00:00:00,45962.0,0,
6389,8070,1999-09-02T00:00:00,27881.0,0,
15089,9535,1999-10-03T00:00:00,9827.0,0,
990,2329,1999-09-02T00:00:00,12869.0,0,
1665,3184,1999-09-02T00:00:00,4693.0,0,
7053,8734,1999-09-02T00:00:00,29003.0,0,
1754,3287,1999-09-02T00:00:00,10237.0,0,
5810,7490,1999-09-02T00:00:00,6190.0,0,
14046,8489,1999-10-03T00:00:00,6613.0,0,
5337,7015,1999-09-02T00:00:00,5893.0,0,
1294,2731,1999-09-02T00:00:00,5413.0,0,
3350,4997,1999-09-02T00:00:00,6034.0,0,
6725,8406,1999-09-02T00:00:00,16681.0,0,
13280,7714,1999-10-03T00:00:00,12346.0,0,
4233,5904,1999-09-02T00:00:00,25316.0,0,
2242,3831,1999-09-02T00:00:00,3486.0,0,
9220,2853,1999-10-03T00:00:00,1597.0,0,
10116,4154,1999-10-03T00:00:00,5559.0,0,
495,1566,1999-09-02T00:00:00,4224.0,0,
14032,8475,1999-10-03T00:00:00,10168.0,0,
6312,7993,1999-09-02T00:00:00,10146.0,0,
15217,9663,1999-10-03T00:00:00,10171.0,0,
11473,5808,1999-10-03T00:00:00,3431.0,0,
11769,6129,1999-10-03T00:00:00,4283.0,0,
4045,5713,1999-09-02T00:00:00,4802.0,0,
10701,4904,1999-10-03T00:00:00,2128.0,0,
15385,9831,1999-10-03T00:00:00,34215.0,0,
8448,1032,1999-10-03T00:00:00,1553.0,0,
971,2303,1999-09-02T00:00:00,5229.0,0,
11849,6215,1999-10-03T00:00:00,4184.0,0,
4088,5756,1999-09-02T00:00:00,14809.0,0,
11579,5926,1999-10-03T00:00:00,1536.0,0,
6369,8050,1999-09-02T00:00:00,14039.0,0,
8699,1824,1999-10-03T00:00:00,2722.0,0,
7539,9220,1999-09-02T00:00:00,24295.0,0,
848,2125,1999-09-02T00:00:00,5987.0,0,
8543,1373,1999-10-03T00:00:00,4211.0,0,
14984,9430,1999-10-03T00:00:00,26315.0,0,
12882,7306,1999-10-03T00:00:00,4122.0,0,
1943,3502,1999-09-02T00:00:00,1644.0,0,
4278,5949,1999-09-02T00:00:00,22481.0,0,
15035,9481,1999-10-03T00:00:00,8587.0,0,
6034,7715,1999-09-02T00:00:00,19583.0,0,
6729,8410,1999-09-02T00:00:00,22140.0,0,
3030,4669,1999-09-02T00:00:00,7774.0,0,
6173,7854,1999-09-02T00:00:00,14172.0,0,
4716,6393,1999-09-02T00:00:00,13005.0,0,
5162,6840,1999-09-02T00:00:00,12851.0,0,
7506,9187,1999-09-02T00:00:00,35619.0,0,
174,880,1999-09-02T00:00:00,2492.0,0,
944,2265,1999-09-02T00:00:00,12105.0,0,
6318,7999,1999-09-02T00:00:00,21271.0,0,
10177,4238,1999-10-03T00:00:00,3369.0,0,
1694,3213,1999-09-02T00:00:00,167.0,0,
9993,3994,1999-10-03T00:00:00,5815.0,0,
5053,6731,1999-09-02T00:00:00,14089.0,0,
1340,2785,1999-09-02T00:00:00,7947.0,0,
2314,3910,1999-09-02T00:00:00,2556.0,0,
6387,8068,1999-09-02T00:00:00,19854.0,0,
13723,8164,1999-10-03T00:00:00,1048.0,0,
10420,4563,1999-10-03T00:00:00,11965.0,0,
6293,7974,1999-09-02T00:00:00,21113.0,0,
12649,7067,1999-10-03T00:00:00,5441.0,0,
9309,2995,1999-10-03T00:00:00,4325.0,0,
3766,5426,1999-09-02T00:00:00,8581.0,0,
9857,3804,1999-10-03T00:00:00,8900.0,0,
11953,6326,1999-10-03T00:00:00,5411.0,0,
14820,9266,1999-10-03T00:00:00,9753.0,0,
9926,3910,1999-10-03T00:00:00,14054.0,0,
14526,8972,1999-10-03T00:00:00,17160.0,0,
6711,8392,1999-09-02T00:00:00,16165.0,0,
5978,7659,1999-09-02T00:00:00,21257.0,0,
13955,8397,1999-10-03T00:00:00,8221.0,0,
8371,658,1999-10-03T00:00:00,639.0,0,
7640,9321,1999-09-02T00:00:00,44601.0,0,
11491,5829,1999-10-03T00:00:00,9685.0,0,
15309,9755,1999-10-03T00:00:00,14044.0,0,
1765,3298,1999-09-02T00:00:00,9261.0,0,
15442,9888,1999-10-03T00:00:00,30886.0,0,
10801,5016,1999-10-03T00:00:00,1708.0,0,
2678,4297,1999-09-02T00:00:00,3474.0,0,
15269,9715,1999-10-03T00:00:00,42307.0,0,
6454,8135,1999-09-02T00:00:00,5074.0,0,
11585,5932,1999-10-03T00:00:00,8290.0,0,
10672,4871,1999-10-03T00:00:00,6806.0,0,
466,1519,1999-09-02T00:00:00,4304.0,0,
2618,4231,1999-09-02T00:00:00,16553.0,0,
