payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
10295,4406,1999-10-03T00:00:00,11442.0,0,
13705,8144,1999-10-03T00:00:00,10391.0,0,
10885,5115,1999-10-03T00:00:00,3168.0,0,
9251,2898,1999-10-03T00:00:00,3263.0,0,
2486,4093,1999-09-02T00:00:00,21975.0,0,
2483,4090,1999-09-02T00:00:00,5881.0,0,
2562,4171,1999-09-02T00:00:00,2171.0,0,
8097,9778,1999-09-02T00:00:00,71371.0,0,
1313,2755,1999-09-02T00:00:00,5945.0,0,
13859,8300,1999-10-03T00:00:00,19741.0,0,
4379,6052,1999-09-02T00:00:00,14268.0,0,
4612,6288,1999-09-02T00:00:00,11097.0,0,
9168,2767,1999-10-03T00:00:00,1565.0,0,
10556,4736,1999-10-03T00:00:00,195.0,0,
935,2251,1999-09-02T00:00:00,7389.0,0,
14405,8849,1999-10-03T00:00:00,13157.0,0,
2342,3938,1999-09-02T00:00:00,7006.0,0,
5942,7623,1999-09-02T00:00:00,19062.0,0,
6094,7775,1999-09-02T00:00:00,9958.0,0,
2659,4276,1999-09-02T00:00:00,1407.0,0,
13428,7864,1999-10-03T00:00:00,6831.0,0,
7500,9181,1999-09-02T00:00:00,43506.0,0,
10881,5110,1999-10-03T00:00:00,1371.0,0,
676,1869,1999-09-02T00:00:00,2275.0,0,
1822,3362,1999-09-02T00:00:00,570.0,0,
6592,8273,1999-09-02T00:00:00,24989.0,0,
2416,4018,1999-09-02T00:00:00,3018.0,0,
14669,9115,1999-10-03T00:00:00,5698.0,0,
4601,6277,1999-09-02T00:00:00,5574.0,0,
9405,3146,1999-10-03T00:00:00,266.0,0,
221,1002,1999-09-02T00:00:00,3587.0,0,
14331,8775,1999-10-03T00:00:00,27413.0,0,
5969,7650,1999-09-02T00:00:00,3167.0,0,
6356,8037,1999-09-02T00:00:00,21396.0,0,
15092,9538,1999-10-03T00:00:00,15034.0,0,
15056,9502,1999-10-03T00:00:00,11939.0,0,
4635,6312,1999-09-02T00:00:00,7564.0,0,
563,1684,1999-09-02T00:00:00,3992.0,0,
6347,8028,1999-09-02T00:00:00,9972.0,0,
6286,7967,1999-09-02T00:00:00,21285.0,0,
14189,8632,1999-10-03T00:00:00,5868.0,0,
2425,4027,1999-09-02T00:00:00,2737.0,0,
12297,6699,1999-10-03T00:00:00,1226.0,0,
5524,7204,1999-09-02T00:00:00,29652.0,0,
1280,2715,1999-09-02T00:00:00,6812.0,0,
6637,8318,1999-09-02T00:00:00,15619.0,0,
4863,6540,1999-09-02T00:00:00,14044.0,0,
1078,2442,1999-09-02T00:00:00,265.0,0,
10265,4363,1999-10-03T00:00:00,3273.0,0,
11542,5885,1999-10-03T00:00:00,6083.0,0,
13763,8204,1999-10-03T00:00:00,9017.0,0,
14127,8570,1999-10-03T00:00:00,19728.0,0,
634,1808,1999-09-02T00:00:00,4885.0,0,
12079,6462,1999-10-03T00:00:00,3660.0,0,
14933,9379,1999-10-03T00:00:00,18867.0,0,
4015,5683,1999-09-02T00:00:00,15247.0,0,
6224,7905,1999-09-02T00:00:00,5986.0,0,
9849,3795,1999-10-03T00:00:00,868.0,0,
2988,4625,1999-09-02T00:00:00,7543.0,0,
5356,7035,1999-09-02T00:00:00,19309.0,0,
14638,9084,1999-10-03T00:00:00,37473.0,0,
13228,7662,1999-10-03T00:00:00,7690.0,0,
12563,6973,1999-10-03T00:00:00,19994.0,0,
1229,2652,1999-09-02T00:00:00,666.0,0,
2372,3972,1999-09-02T00:00:00,6701.0,0,
2790,4415,1999-09-02T00:00:00,15714.0,0,
10277,4380,1999-10-03T00:00:00,3972.0,0,
1236,2661,1999-09-02T00:00:00,4972.0,0,
5613,7293,1999-09-02T00:00:00,16766.0,0,
