corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
205,Corp. Apex OperaCorp., , ,,,,,2004-10-12T10:41:26,1,
228,Corp. Computer RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,2,
253,Corp. Famous MachineryCorp., , ,,,,,2004-10-12T10:41:26,7,
324,Corp. Computer NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,8,
348,Corp. Expert RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,6,
400,Corp. Just TransitLtd., , ,,,,,2004-10-12T10:41:26,8,
411,Corp. Boston Key StonesAg., , ,,,,,2004-10-12T10:41:26,7,
437,Corp. Driven QuestsAg., , ,,,,,2004-10-12T10:41:26,6,
438,Corp. Driven RestaurantsAg., , ,,,,,2004-10-12T10:41:26,5,
445,Corp. Expert OperaAg., , ,,,,,2004-10-12T10:41:26,2,
466,Corp. Giant PetroleumAg., , ,,,,,2004-10-12T10:41:26,6,
467,Corp. Giant QuestsAg., , ,,,,,2004-10-12T10:41:26,7,
483,Corp. Imperial MachineryAg., , ,,,,,2004-10-12T10:41:26,6,
13,Corp. Boston MachineryInc., , ,,,,,2004-10-12T10:41:26,5,
126,Corp. Computer PetroleumCo., , ,,,,,2004-10-12T10:41:26,6,
144,Corp. Expert NeedleworkCo., , ,,,,,2004-10-12T10:41:26,5,
145,Corp. Expert OperaCo., , ,,,,,2004-10-12T10:41:26,2,
210,Corp. Apex TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
238,Corp. Driven RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,4,
355,Corp. Famous OperaLtd., , ,,,,,2004-10-12T10:41:26,8,
380,Corp. Humble TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
433,Corp. Driven MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
465,Corp. Giant OperaAg., , ,,,,,2004-10-12T10:41:26,2,
500,Corp. Just TransitAg., , ,,,,,2004-10-12T10:41:26,3,
72,Corp. Humble LightingInc., , ,,,,,2004-10-12T10:41:26,4,
75,Corp. Humble OperaInc., , ,,,,,2004-10-12T10:41:26,1,
76,Corp. Humble PetroleumInc., , ,,,,,2004-10-12T10:41:26,4,
254,Corp. Famous NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,3,
281,Corp. Imperial Key StonesCorp., , ,,,,,2004-10-12T10:41:26,1,
332,Corp. Driven LightingLtd., , ,,,,,2004-10-12T10:41:26,7,
402,Corp. Apex LightingAg., , ,,,,,2004-10-12T10:41:26,6,
457,Corp. Famous QuestsAg., , ,,,,,2004-10-12T10:41:26,1,
496,Corp. Just PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
202,Corp. Apex LightingCorp., , ,,,,,2004-10-12T10:41:26,7,
43,Corp. Expert MachineryInc., , ,,,,,2004-10-12T10:41:26,1,
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
244,Corp. Expert NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,1,
54,Corp. Famous NeedleworkInc., , ,,,,,2004-10-12T10:41:26,2,
142,Corp. Expert LightingCo., , ,,,,,2004-10-12T10:41:26,2,
59,Corp. Famous Sail MakersInc., , ,,,,,2004-10-12T10:41:26,7,
351,Corp. Famous Key StonesLtd., , ,,,,,2004-10-12T10:41:26,3,
32,Corp. Driven LightingInc., , ,,,,,2004-10-12T10:41:26,1,
389,Corp. Imperial Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,7,
383,Corp. Imperial MachineryLtd., , ,,,,,2004-10-12T10:41:26,7,
340,Corp. Driven TransitLtd., , ,,,,,2004-10-12T10:41:26,4,
284,Corp. Imperial NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,3,
419,Corp. Boston Sail MakersAg., , ,,,,,2004-10-12T10:41:26,1,
199,Corp. Just Sail MakersCo., , ,,,,,2004-10-12T10:41:26,2,
392,Corp. Just LightingLtd., , ,,,,,2004-10-12T10:41:26,4,
460,Corp. Famous TransitAg., , ,,,,,2004-10-12T10:41:26,4,
397,Corp. Just QuestsLtd., , ,,,,,2004-10-12T10:41:26,8,
300,Corp. Just TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
395,Corp. Just OperaLtd., , ,,,,,2004-10-12T10:41:26,1,
372,Corp. Humble LightingLtd., , ,,,,,2004-10-12T10:41:26,4,
473,Corp. Humble MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
221,Corp. Computer Key StonesCorp., , ,,,,,2004-10-12T10:41:26,5,
17,Corp. Boston QuestsInc., , ,,,,,2004-10-12T10:41:26,1,
488,Corp. Imperial RestaurantsAg., , ,,,,,2004-10-12T10:41:26,2,
243,Corp. Expert MachineryCorp., , ,,,,,2004-10-12T10:41:26,6,
408,Corp. Apex RestaurantsAg., , ,,,,,2004-10-12T10:41:26,8,
440,Corp. Driven TransitAg., , ,,,,,2004-10-12T10:41:26,4,
88,Corp. Imperial RestaurantsInc., , ,,,,,2004-10-12T10:41:26,2,
226,Corp. Computer PetroleumCorp., , ,,,,,2004-10-12T10:41:26,3,
481,Corp. Imperial Key StonesAg., , ,,,,,2004-10-12T10:41:26,7,
