charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1678279,9700,474,6,1999-08-20T10:49:39,4552.0,19700,
1444315,5923,470,10,1999-09-18T10:47:02,2839.0,25923,
1248567,9138,500,7,1999-07-09T10:47:22,773.0,9138,
1815549,7428,499,6,1999-08-03T10:44:47,149.0,7428,
1138635,7955,498,7,1999-10-10T10:46:35,3133.0,27955,
675736,7858,477,2,1999-10-01T10:49:27,86.0,27858,
1464947,8362,412,8,1999-10-04T10:48:36,3676.0,28362,
1893461,9051,419,4,1999-08-25T10:50:50,3749.0,19051,
743527,6206,477,9,1999-07-17T10:46:58,4468.0,6206,
38755,9691,498,9,1999-08-30T10:46:36,1006.0,19691,
1834222,8539,496,9,1999-08-12T10:46:15,3416.0,8539,
624651,9987,390,3,1999-07-05T10:45:30,1006.0,9987,
681117,8257,455,10,1999-08-22T10:49:52,402.0,18257,
710197,8865,420,9,1999-07-19T10:44:23,3021.0,8865,
1445290,7676,360,6,1999-09-02T10:47:06,3612.0,17676,
1787468,9983,361,3,1999-07-11T10:50:21,1816.0,9983,
95050,9814,410,10,1999-08-11T10:50:57,881.0,9814,
80596,3135,465,6,1999-09-18T10:49:50,2705.0,23135,
1018770,8456,493,7,1999-08-03T10:45:02,672.0,8456,
1316778,9480,364,2,1999-06-24T10:44:53,4145.0,9480,
909886,4805,496,10,1999-09-19T10:44:21,2293.0,24805,
1518541,6474,467,4,1999-07-10T10:45:01,232.0,6474,
1890936,4021,491,9,1999-07-05T10:50:38,91.0,4021,
62588,7792,488,4,1999-07-04T10:48:25,1001.0,7792,
1429122,7104,213,8,1999-08-20T10:45:51,3767.0,17104,
7076,9629,499,2,1999-08-17T10:44:09,4464.0,19629,
1088896,9557,443,2,1999-09-17T10:50:28,3559.0,29557,
1418133,3643,472,2,1999-09-30T10:44:59,2945.0,23643,
1667288,5787,400,3,1999-08-26T10:48:47,514.0,15787,
26170,8275,431,7,1999-09-27T10:45:37,1838.0,28275,
1854259,2637,491,3,1999-07-04T10:47:48,1186.0,2637,
1622685,3014,491,7,1999-08-27T10:45:20,1835.0,13014,
1658667,4991,225,9,1999-08-22T10:48:07,3894.0,14991,
1498279,8034,492,5,1999-08-24T10:51:12,2848.0,18034,
1976616,3243,381,8,1999-06-26T10:49:31,752.0,3243,
1369084,4677,445,10,1999-06-24T10:48:56,4992.0,4677,
1934430,4165,497,2,1999-09-09T10:46:16,1326.0,14165,
1755918,5212,361,7,1999-10-03T10:47:55,1651.0,25212,
843918,8373,492,10,1999-08-25T10:47:00,1817.0,18373,
704950,9668,485,3,1999-06-17T10:43:59,3892.0,9668,
1510172,8972,487,7,1999-10-04T10:44:23,2826.0,28972,
1213177,8012,244,7,1999-06-23T10:44:36,2705.0,8012,
780887,5989,373,8,1999-10-01T10:49:51,496.0,25989,
532757,9533,497,5,1999-06-25T10:46:09,4438.0,9533,
1214237,9197,489,8,1999-09-06T10:44:41,3523.0,19197,
98498,2439,486,4,1999-06-27T10:51:13,1054.0,2439,
1889637,7556,491,5,1999-07-27T10:50:32,1966.0,7556,
1249434,9984,500,8,1999-07-28T10:47:25,3160.0,9984,
547729,7591,492,6,1999-08-28T10:47:17,615.0,17591,
1273489,8799,497,2,1999-09-11T10:49:17,620.0,18799,
878664,9365,418,7,1999-10-12T10:49:40,2985.0,29365,
973396,9428,447,9,1999-09-18T10:49:16,2254.0,29428,
1207913,6760,458,6,1999-09-02T10:44:12,824.0,16760,
86496,9571,490,7,1999-10-06T10:50:17,2149.0,29571,
756434,7522,461,3,1999-08-23T10:47:57,2654.0,17522,
