orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10252,SUPRD,4,1996-07-09T00:00:00,1996-08-06T00:00:00,1996-07-11T00:00:00,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10255,RICSU,9,1996-07-12T00:00:00,1996-08-09T00:00:00,1996-07-15T00:00:00,3,148.33,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland
10263,ERNSH,9,1996-07-23T00:00:00,1996-08-20T00:00:00,1996-07-31T00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10268,GROSR,8,1996-07-30T00:00:00,1996-08-27T00:00:00,1996-08-02T00:00:00,3,66.29,GROSELLA-Restaurante,5 Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10278,BERGS,8,1996-08-12T00:00:00,1996-09-09T00:00:00,1996-08-16T00:00:00,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10282,ROMEY,4,1996-08-15T00:00:00,1996-09-12T00:00:00,1996-08-21T00:00:00,1,12.69,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10283,LILAS,3,1996-08-16T00:00:00,1996-09-13T00:00:00,1996-08-23T00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10285,QUICK,1,1996-08-20T00:00:00,1996-09-17T00:00:00,1996-08-26T00:00:00,2,76.83,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10287,RICAR,8,1996-08-22T00:00:00,1996-09-19T00:00:00,1996-08-28T00:00:00,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10302,SUPRD,4,1996-09-10T00:00:00,1996-10-08T00:00:00,1996-10-09T00:00:00,2,6.27,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10305,OLDWO,8,1996-09-13T00:00:00,1996-10-11T00:00:00,1996-10-09T00:00:00,3,257.62,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10306,ROMEY,1,1996-09-16T00:00:00,1996-10-14T00:00:00,1996-09-23T00:00:00,3,7.56,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10321,ISLAT,3,1996-10-03T00:00:00,1996-10-31T00:00:00,1996-10-11T00:00:00,2,3.43,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10325,KOENE,1,1996-10-09T00:00:00,1996-10-23T00:00:00,1996-10-14T00:00:00,3,64.86,Kniglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10328,FURIB,4,1996-10-14T00:00:00,1996-11-11T00:00:00,1996-10-17T00:00:00,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10333,WARTH,5,1996-10-18T00:00:00,1996-11-15T00:00:00,1996-10-25T00:00:00,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10337,FRANK,4,1996-10-24T00:00:00,1996-11-21T00:00:00,1996-10-29T00:00:00,3,108.26,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10352,FURIB,3,1996-11-12T00:00:00,1996-11-26T00:00:00,1996-11-18T00:00:00,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10360,BLONP,4,1996-11-22T00:00:00,1996-12-20T00:00:00,1996-12-02T00:00:00,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10361,QUICK,1,1996-11-22T00:00:00,1996-12-20T00:00:00,1996-12-03T00:00:00,2,183.17,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10383,AROUT,8,1996-12-16T00:00:00,1997-01-13T00:00:00,1996-12-18T00:00:00,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10398,SAVEA,2,1996-12-30T00:00:00,1997-01-27T00:00:00,1997-01-09T00:00:00,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10401,RATTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-10T00:00:00,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10406,QUEEN,7,1997-01-07T00:00:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10413,LAMAI,3,1997-01-14T00:00:00,1997-02-11T00:00:00,1997-01-16T00:00:00,2,95.66,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10443,REGGC,8,1997-02-12T00:00:00,1997-03-12T00:00:00,1997-02-14T00:00:00,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10446,TOMSP,6,1997-02-14T00:00:00,1997-03-14T00:00:00,1997-02-19T00:00:00,1,14.68,Toms Spezialitten,Luisenstr. 48,Mnster,,44087,Germany
10451,QUICK,4,1997-02-19T00:00:00,1997-03-05T00:00:00,1997-03-12T00:00:00,3,189.09,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10452,SAVEA,8,1997-02-20T00:00:00,1997-03-20T00:00:00,1997-02-26T00:00:00,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10458,SUPRD,7,1997-02-26T00:00:00,1997-03-26T00:00:00,1997-03-04T00:00:00,3,147.06,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10464,FURIB,4,1997-03-04T00:00:00,1997-04-01T00:00:00,1997-03-14T00:00:00,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10468,KOENE,3,1997-03-07T00:00:00,1997-04-04T00:00:00,1997-03-12T00:00:00,3,44.12,Kniglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10470,BONAP,4,1997-03-11T00:00:00,1997-04-08T00:00:00,1997-03-14T00:00:00,2,64.56,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10471,BSBEV,2,1997-03-11T00:00:00,1997-04-08T00:00:00,1997-03-18T00:00:00,3,45.59,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10480,FOLIG,6,1997-03-20T00:00:00,1997-04-17T00:00:00,1997-03-24T00:00:00,2,1.35,Folies gourmandes,"184, chausse de Tournai",Lille,,59000,France
10481,RICAR,8,1997-03-20T00:00:00,1997-04-17T00:00:00,1997-03-25T00:00:00,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10486,HILAA,1,1997-03-26T00:00:00,1997-04-23T00:00:00,1997-04-02T00:00:00,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela
10508,OTTIK,1,1997-04-16T00:00:00,1997-05-14T00:00:00,1997-05-13T00:00:00,2,4.99,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10515,QUICK,2,1997-04-23T00:00:00,1997-05-07T00:00:00,1997-05-23T00:00:00,1,204.47,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10535,ANTON,4,1997-05-13T00:00:00,1997-06-10T00:00:00,1997-05-21T00:00:00,1,15.64,Antonio Moreno Taquera,Mataderos 2312,Mxico D.F.,,5023,Mexico
10541,HANAR,2,1997-05-19T00:00:00,1997-06-16T00:00:00,1997-05-29T00:00:00,1,68.65,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil
10552,HILAA,2,1997-05-29T00:00:00,1997-06-26T00:00:00,1997-06-05T00:00:00,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela
10560,FRANK,8,1997-06-06T00:00:00,1997-07-04T00:00:00,1997-06-09T00:00:00,1,36.65,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10600,HUNGC,4,1997-07-16T00:00:00,1997-08-13T00:00:00,1997-07-21T00:00:00,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10605,MEREP,1,1997-07-21T00:00:00,1997-08-18T00:00:00,1997-07-29T00:00:00,2,379.13,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10609,DUMON,7,1997-07-24T00:00:00,1997-08-21T00:00:00,1997-07-30T00:00:00,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10624,THECR,4,1997-08-07T00:00:00,1997-09-04T00:00:00,1997-08-19T00:00:00,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10633,ERNSH,7,1997-08-15T00:00:00,1997-09-12T00:00:00,1997-08-18T00:00:00,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
