orderid,productid,unitprice,quantity,discount
10769,61,28.5,20,0.0
11009,24,4.5,12,0.0
10747,31,12.5,8,0.0
10515,27,43.9,120,0.0
10263,30,20.7,60,0.0
10508,13,6.0,10,0.0
10470,23,7.2,15,0.0
10785,75,7.75,10,0.0
10745,18,62.5,24,0.0
10643,39,18.0,21,0.0
10361,39,14.4,54,0.0
10321,35,14.4,10,0.0
10943,22,21.0,21,0.0
10636,58,13.25,6,0.0
10600,73,15.0,30,0.0
10287,16,13.9,40,0.0
11073,11,21.0,10,0.0
10847,71,21.5,55,0.0
10468,30,20.7,8,0.0
10927,52,7.0,5,0.0
10633,13,6.0,13,0.0
10826,57,19.5,15,0.0
10940,7,30.0,8,0.0
10268,29,99.0,10,0.0
10305,39,14.4,30,0.0
10278,59,44.0,15,0.0
10398,35,14.4,30,0.0
10535,11,21.0,50,0.0
10693,73,15.0,15,0.0
10962,76,18.0,44,0.0
10963,60,34.0,2,0.0
10325,13,4.8,12,0.0
11077,3,10.0,4,0.0
10443,28,36.4,12,0.0
10956,51,53.0,8,0.0
10282,30,20.7,6,0.0
10642,61,28.5,20,0.0
10458,43,36.8,20,0.0
10755,56,38.0,30,0.0
10725,55,24.0,6,0.0
10737,13,6.0,4,0.0
10333,71,17.2,40,0.0
11047,5,21.35,30,0.0
10252,20,64.8,40,0.0
10698,70,15.0,8,0.0
10480,47,7.6,30,0.0
10995,60,34.0,4,0.0
11077,4,22.0,1,0.0
11077,8,40.0,2,0.0
10862,52,7.0,8,0.0
10691,44,19.45,24,0.0
10600,54,7.45,4,0.0
10481,49,16.0,24,0.0
10464,43,36.8,3,0.0
10383,13,4.8,20,0.0
10609,21,10.0,6,0.0
10748,40,18.4,40,0.0
10406,36,15.2,5,0.0
10352,54,5.9,20,0.0
10413,62,39.4,40,0.0
10895,60,34.0,100,0.0
10283,72,27.8,3,0.0
10328,59,44.0,9,0.0
10337,23,7.2,40,0.0
10802,55,24.0,60,0.0
10931,57,19.5,30,0.0
10605,16,17.45,30,0.0
10859,64,33.25,30,0.0
10552,75,7.75,30,0.0
10302,17,31.2,40,0.0
10451,77,10.4,55,0.0
10306,54,5.9,5,0.0
10733,52,7.0,25,0.0
10964,18,62.5,6,0.0
10486,11,16.8,5,0.0
10446,52,5.6,15,0.0
10515,33,2.5,16,0.0
10783,38,263.5,5,0.0
10305,29,99.0,25,0.0
10679,59,55.0,12,0.0
10401,65,16.8,20,0.0
10661,58,13.25,49,0.0
10471,56,30.4,20,0.0
10255,2,15.2,20,0.0
10819,43,46.0,7,0.0
10560,62,49.3,15,0.0
10360,28,36.4,30,0.0
10541,71,21.5,9,0.0
10624,44,19.45,10,0.0
10745,59,55.0,45,0.0
10285,1,14.4,45,0.0
10452,28,36.4,15,0.0
10666,29,123.79,36,0.0
11039,57,19.5,28,0.0
