provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
133,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
252,Prov. Famous Li, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
265,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
281,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
282,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
308,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
314,Prov. Boston Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
317,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
324,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
333,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
334,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
335,Prov. Driven Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
342,Prov. Expert Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,4,
349,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
364,Prov. Giant Nee, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
377,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
382,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
395,Prov. Just Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
396,Prov. Just Petr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
397,Prov. Just Ques, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
399,Prov. Just Sail, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
402,Prov. Apex Ligh, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
419,Prov. Boston Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
428,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
429,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
430,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
434,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
436,Prov. Driven Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
437,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
438,Prov. Driven Re, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
439,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
